country,countryISO,techSector,topic,indicator,category,unit,year,observations,value
United States,USA,Coal and solid fuels exploration and mining,Patents,Detail,Upstream,Number,2015,0,3.2300000190734863
Finland,FIN,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,17
Canada,CAN,Grid,Patents,Detail,Clean Energy,Number,2015,0,2.3499999046325684
India,IND,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,1.2599999904632568
France,FRA,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2015,0,1
Sweden,SWE,Nuclear,Patents,Detail,Clean Energy,Number,2015,0,8.170000076293945
Korea,KOR,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,3
Austria,AUT,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,68.41999816894531
Netherlands,NLD,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,9
Netherlands,NLD,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,1
Germany,DEU,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,74
Poland,POL,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,18
France,FRA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,43.16999816894531
France,FRA,Processing and downstream,Patents,Total,Total,Number,2015,0,94.73999786376953
Italy,ITA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2015,0,1.8300000429153442
Denmark,DNK,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,11.5
Poland,POL,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2015,0,1
,WORLD,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,22
Austria,AUT,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,16.6299991607666
Italy,ITA,Wind,Patents,Detail,Clean Energy,Number,2015,0,21
People's Republic of China,CHN,Coal and solid fuels exploration and mining,Patents,Detail,Upstream,Number,2015,0,14.199999809265137
Austria,AUT,Transmission and distribution,Patents,Total,Total,Number,2015,0,6
Hong Kong,HKG,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,2
Great Britain,GBN,Solar,Patents,Detail,Clean Energy,Number,2015,0,59.31999969482422
Netherlands,NLD,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,10.699999809265137
Belgium,BEL,Solar,Patents,Detail,Clean Energy,Number,2015,0,32.849998474121094
Singapore,SGP,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Spain,ESP,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,2
Russian Federation,RUS,Transmission and distribution,Patents,Total,Total,Number,2015,0,3
Ireland,IRL,Upstream,Patents,Total,Total,Number,2015,0,0.6700000166893005
France,FRA,Wind,Patents,Detail,Clean Energy,Number,2015,0,27.75
Brazil,BRA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Switzerland,CHE,Solar,Patents,Detail,Clean Energy,Number,2015,0,30.709999084472656
United States,USA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,59.83000183105469
,WORLD,Wind,Patents,Detail,Clean Energy,Number,2015,0,995.8699951171875
Korea,KOR,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,32.66999816894531
Chinese Taipei,TWN,Total - all technologies,Patents,,,Number,2015,0,11124.7001953125
,WORLD,Coal and solid fuels exploration and mining,Patents,Detail,Upstream,Number,2015,0,21
Great Britain,GBN,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,23.170000076293945
United Kingdom,GBR,Grid,Patents,Detail,Clean Energy,Number,2015,0,29.110000610351562
Brazil,BRA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,5.78000020980835
Finland,FIN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,5
Australia,AUS,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,3
Spain,ESP,Transmission and distribution,Patents,Total,Total,Number,2015,0,2
Spain,ESP,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,19.690000534057617
Italy,ITA,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,7.5
Mexico,MEX,Solar,Patents,Detail,Clean Energy,Number,2015,0,1
United Kingdom,GBR,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
United Kingdom,GBR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,14.5
Germany,DEU,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2015,0,2
Chinese Taipei,TWN,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,7
France,FRA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,159.9199981689453
Denmark,DNK,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,1
India,IND,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,3
Austria,AUT,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,16.799999237060547
France,FRA,Solar,Patents,Detail,Clean Energy,Number,2015,0,120.55000305175781
Brazil,BRA,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,1
Japan,JPN,Nuclear,Patents,Detail,Clean Energy,Number,2015,0,54
Austria,AUT,Total - all technologies,Patents,,,Number,2015,0,2540.580078125
Singapore,SGP,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2015,0,1
United Kingdom,GBR,Clean energy patents,Patents,Total,Total,Number,2015,0,614.2000122070312
Chinese Taipei,TWN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,87.12000274658203
United States,USA,Fossil fuel patents,Patents,Total,Total,Number,2015,0,2190.81005859375
Denmark,DNK,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,6
Austria,AUT,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,8
Denmark,DNK,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,8
Germany,DEU,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,43.56999969482422
Denmark,DNK,Fossil fuel patents,Patents,Total,Total,Number,2015,0,15.25
Great Britain,GBN,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2015,0,3
United States,USA,Clean energy patents,Patents,Total,Total,Number,2015,0,3922.419921875
United Kingdom,GBR,Processing and downstream,Patents,Total,Total,Number,2015,0,33.58000183105469
Spain,ESP,Wind,Patents,Detail,Clean Energy,Number,2015,0,56.75
Sweden,SWE,Upstream,Patents,Total,Total,Number,2015,0,8
Sweden,SWE,Wind,Patents,Detail,Clean Energy,Number,2015,0,7.329999923706055
Russian Federation,RUS,Clean energy patents,Patents,Total,Total,Number,2015,0,56.7400016784668
Russian Federation,RUS,Processing and downstream,Patents,Total,Total,Number,2015,0,10.5
Italy,ITA,Processing and downstream,Patents,Total,Total,Number,2015,0,11.079999923706055
Turkiye,TUR,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,1
Great Britain,GBN,Transmission and distribution,Patents,Total,Total,Number,2015,0,8
Denmark,DNK,Total - all technologies,Patents,,,Number,2015,0,1002.97998046875
France,FRA,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2015,0,1
United States,USA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2015,0,30.399999618530273
Spain,ESP,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,2
United States,USA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,982.1599731445312
Hungary,HUN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,1
Poland,POL,Solar,Patents,Detail,Clean Energy,Number,2015,0,11.199999809265137
United States,USA,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2015,0,8.600000381469727
United States,USA,Underground liquid fuels storage,Patents,Detail,Transmission distribution,Number,2015,0,2
France,FRA,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,20.020000457763672
Spain,ESP,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,0.33000001311302185
Korea,KOR,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,50.16999816894531
Great Britain,GBN,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,5
Sweden,SWE,Grid,Patents,Detail,Clean Energy,Number,2015,0,25.770000457763672
Korea,KOR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,230.27000427246094
Chinese Taipei,TWN,Processing and downstream,Patents,Total,Total,Number,2015,0,6.199999809265137
Singapore,SGP,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,1
Austria,AUT,Grid,Patents,Detail,Clean Energy,Number,2015,0,2
Netherlands,NLD,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,2
Korea,KOR,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,14.109999656677246
Austria,AUT,Clean energy patents,Patents,Total,Total,Number,2015,0,176.6699981689453
Netherlands,NLD,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,20.6299991607666
Spain,ESP,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,4.420000076293945
Japan,JPN,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2015,0,22
Russian Federation,RUS,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,24.739999771118164
Austria,AUT,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,6
Australia,AUS,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,1.100000023841858
Mexico,MEX,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,1.5
Italy,ITA,Upstream,Patents,Total,Total,Number,2015,0,3.2300000190734863
Brazil,BRA,Processing and downstream,Patents,Total,Total,Number,2015,0,9.920000076293945
Singapore,SGP,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,0.33000001311302185
Japan,JPN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,60
Germany,DEU,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,59.2599983215332
People's Republic of China,CHN,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2015,0,11
Australia,AUS,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,3.8299999237060547
Korea,KOR,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2015,0,18
Japan,JPN,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,3
Russian Federation,RUS,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,2
Korea,KOR,Solar,Patents,Detail,Clean Energy,Number,2015,0,378.92999267578125
Finland,FIN,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,6.25
Ireland,IRL,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,3.1700000762939453
Switzerland,CHE,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,2
France,FRA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,52.029998779296875
Germany,DEU,Solar,Patents,Detail,Clean Energy,Number,2015,0,216.0500030517578
Singapore,SGP,Fossil fuel patents,Patents,Total,Total,Number,2015,0,22.350000381469727
Israel,ISR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,1.1699999570846558
Finland,FIN,Upstream,Patents,Total,Total,Number,2015,0,17
Israel,ISR,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,1.6699999570846558
United States,USA,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,722.3800048828125
Canada,CAN,Renewables,Patents,Detail,Clean Energy,Number,2015,0,6.670000076293945
Ireland,IRL,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Russian Federation,RUS,Fossil fuel patents,Patents,Total,Total,Number,2015,0,59.310001373291016
Poland,POL,Total - all technologies,Patents,,,Number,2015,0,891.9400024414062
United Kingdom,GBR,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,8.170000076293945
Hungary,HUN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,1
Brazil,BRA,Total - all technologies,Patents,,,Number,2015,0,867.5599975585938
Singapore,SGP,Total - all technologies,Patents,,,Number,2015,0,998.1799926757812
People's Republic of China,CHN,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,8
France,FRA,Total - all technologies,Patents,,,Number,2015,0,11006.9404296875
Czech Republic,CZE,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,0.6700000166893005
Finland,FIN,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1.3300000429153442
Poland,POL,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,2
Japan,JPN,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,5
India,IND,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,32.33000183105469
Finland,FIN,Total - all technologies,Patents,,,Number,2015,0,2340.010009765625
Hungary,HUN,Total - all technologies,Patents,,,Number,2015,0,337.8800048828125
Great Britain,GBN,Total - all technologies,Patents,,,Number,2015,0,8073.47998046875
Switzerland,CHE,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,1.5
Netherlands,NLD,Total - all technologies,Patents,,,Number,2015,0,1958.1600341796875
Spain,ESP,Total - all technologies,Patents,,,Number,2015,0,2942.47998046875
Australia,AUS,Total - all technologies,Patents,,,Number,2015,0,1160.52001953125
Hungary,HUN,Clean energy patents,Patents,Total,Total,Number,2015,0,22.280000686645508
People's Republic of China,CHN,Transmission and distribution,Patents,Total,Total,Number,2015,0,37.20000076293945
Belgium,BEL,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,1.25
Netherlands,NLD,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2015,0,0.75
Brazil,BRA,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,2
United Kingdom,GBR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,88.93000030517578
Japan,JPN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,28
United States,USA,Grid,Patents,Detail,Clean Energy,Number,2015,0,48.93000030517578
Denmark,DNK,Grid,Patents,Detail,Clean Energy,Number,2015,0,3.0799999237060547
Belgium,BEL,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,5
United States,USA,Renewables,Patents,Detail,Clean Energy,Number,2015,0,15
Finland,FIN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,1
Germany,DEU,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,16
Australia,AUS,Clean energy patents,Patents,Total,Total,Number,2015,0,40.91999816894531
Sweden,SWE,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,29.170000076293945
Singapore,SGP,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,1.5
Norway,NOR,Upstream,Patents,Total,Total,Number,2015,0,65.16999816894531
Ireland,IRL,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,1
Denmark,DNK,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,5.5
Russian Federation,RUS,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,1
Korea,KOR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,20
Switzerland,CHE,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,6.170000076293945
Japan,JPN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,47
Canada,CAN,Fossil fuel patents,Patents,Total,Total,Number,2015,0,149.8300018310547
Poland,POL,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,3.890000104904175
Canada,CAN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,26.31999969482422
Chinese Taipei,TWN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,24.25
Poland,POL,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,1.2699999809265137
Denmark,DNK,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,2.75
United States,USA,Transmission and distribution,Patents,Total,Total,Number,2015,0,58.099998474121094
People's Republic of China,CHN,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,32
Italy,ITA,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,3.3299999237060547
Turkiye,TUR,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,3.1700000762939453
United States,USA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,1617.4300537109375
France,FRA,Fossil fuel patents,Patents,Total,Total,Number,2015,0,196.22000122070312
Denmark,DNK,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2015,0,3.75
Austria,AUT,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,14.670000076293945
Hungary,HUN,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,1
United States,USA,Solar,Patents,Detail,Clean Energy,Number,2015,0,389.8900146484375
Great Britain,GBN,Upstream,Patents,Total,Total,Number,2015,0,102.97000122070312
People's Republic of China,CHN,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,71.62000274658203
Japan,JPN,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,17
United States,USA,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,221.36000061035156
Great Britain,GBN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,12
Chinese Taipei,TWN,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,1.2000000476837158
,WORLD,Road tanker gaseous fuels transport,Patents,Detail,Transmission distribution,Number,2015,0,1
Korea,KOR,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2015,0,6
Japan,JPN,Wind,Patents,Detail,Clean Energy,Number,2015,0,124.38999938964844
Finland,FIN,Solar,Patents,Detail,Clean Energy,Number,2015,0,12.329999923706055
,WORLD,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,3066.52001953125
Switzerland,CHE,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,4.5
United Kingdom,GBR,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,1
Turkiye,TUR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,1
Korea,KOR,Nuclear,Patents,Detail,Clean Energy,Number,2015,0,29
Saudi Arabia,SAU,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Korea,KOR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,21.670000076293945
France,FRA,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,65.97000122070312
Korea,KOR,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,13
Korea,KOR,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,378.4800109863281
India,IND,Processing and downstream,Patents,Total,Total,Number,2015,0,10.0600004196167
,WORLD,Gas fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,7
Netherlands,NLD,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,6
Korea,KOR,Transmission and distribution,Patents,Total,Total,Number,2015,0,37
Japan,JPN,Fossil fuel patents,Patents,Total,Total,Number,2015,0,183.5
Ireland,IRL,Wind,Patents,Detail,Clean Energy,Number,2015,0,4.300000190734863
Belgium,BEL,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,5.130000114440918
Canada,CAN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,3.1700000762939453
Great Britain,GBN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,8.170000076293945
Czech Republic,CZE,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,3
United Kingdom,GBR,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,67.33000183105469
Spain,ESP,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,10.5
Spain,ESP,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,8.670000076293945
France,FRA,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,7
Denmark,DNK,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,1
Chinese Taipei,TWN,Fossil fuel patents,Patents,Total,Total,Number,2015,0,8.699999809265137
Saudi Arabia,SAU,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,3.25
Austria,AUT,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,7.400000095367432
Czech Republic,CZE,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,0.6700000166893005
,WORLD,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2015,0,57
Japan,JPN,Transmission and distribution,Patents,Total,Total,Number,2015,0,69
Netherlands,NLD,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,2
Saudi Arabia,SAU,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,1.5
Spain,ESP,Road tanker gaseous fuels transport,Patents,Detail,Transmission distribution,Number,2015,0,1
Russian Federation,RUS,Wind,Patents,Detail,Clean Energy,Number,2015,0,9
Sweden,SWE,Processing and downstream,Patents,Total,Total,Number,2015,0,15.649999618530273
,WORLD,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2015,0,25
Austria,AUT,Renewables,Patents,Detail,Clean Energy,Number,2015,0,2.5
Netherlands,NLD,Processing and downstream,Patents,Total,Total,Number,2015,0,15
Norway,NOR,Grid,Patents,Detail,Clean Energy,Number,2015,0,2.2899999618530273
Saudi Arabia,SAU,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,0.5
Great Britain,GBN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,14.5
United States,USA,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2015,0,9
Netherlands,NLD,Renewables,Patents,Detail,Clean Energy,Number,2015,0,3
United Kingdom,GBR,Solar,Patents,Detail,Clean Energy,Number,2015,0,59.31999969482422
Denmark,DNK,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,6.75
Japan,JPN,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2015,0,2
Singapore,SGP,Clean energy patents,Patents,Total,Total,Number,2015,0,28.3799991607666
Singapore,SGP,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,4.5
Japan,JPN,Processing and downstream,Patents,Total,Total,Number,2015,0,101.5
People's Republic of China,CHN,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,63.22999954223633
Mexico,MEX,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,4
Switzerland,CHE,Renewables,Patents,Detail,Clean Energy,Number,2015,0,1.5
Switzerland,CHE,Fossil fuel patents,Patents,Total,Total,Number,2015,0,8.670000076293945
Spain,ESP,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,20.579999923706055
Canada,CAN,Upstream,Patents,Total,Total,Number,2015,0,124.12999725341797
Turkiye,TUR,Wind,Patents,Detail,Clean Energy,Number,2015,0,2.5
India,IND,Grid,Patents,Detail,Clean Energy,Number,2015,0,4.25
India,IND,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,2.75
,WORLD,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,1725.6800537109375
United Kingdom,GBR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,64.91999816894531
Japan,JPN,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,57
Australia,AUS,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,11.630000114440918
,WORLD,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,446.510009765625
Finland,FIN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,3
Australia,AUS,Processing and downstream,Patents,Total,Total,Number,2015,0,1
Canada,CAN,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,6.670000076293945
Belgium,BEL,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,16.5
Denmark,DNK,Clean energy patents,Patents,Total,Total,Number,2015,0,115.29000091552734
Japan,JPN,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,1428.4000244140625
United States,USA,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,38.880001068115234
Great Britain,GBN,Renewables,Patents,Detail,Clean Energy,Number,2015,0,8.5
Belgium,BEL,Processing and downstream,Patents,Total,Total,Number,2015,0,1.5800000429153442
Denmark,DNK,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
France,FRA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,65.2300033569336
,WORLD,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,832.2000122070312
,WORLD,Solar,Patents,Detail,Clean Energy,Number,2015,0,2698.800048828125
,WORLD,Processing and downstream,Patents,Total,Total,Number,2015,0,985.6400146484375
United Kingdom,GBR,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,4
Italy,ITA,Coal-to-gas,Patents,Detail,Processing downstream,Number,2015,0,3
Japan,JPN,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,19.329999923706055
Germany,DEU,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2015,0,113.61000061035156
Netherlands,NLD,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,2.6700000762939453
Spain,ESP,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,13.829999923706055
Canada,CAN,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,9.199999809265137
United States,USA,Processing and downstream,Patents,Total,Total,Number,2015,0,211.27000427246094
Finland,FIN,Transmission and distribution,Patents,Total,Total,Number,2015,0,14.25
Australia,AUS,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Norway,NOR,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,2.5
Spain,ESP,Solar,Patents,Detail,Clean Energy,Number,2015,0,43.16999816894531
Finland,FIN,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,26.860000610351562
People's Republic of China,CHN,Processing and downstream,Patents,Total,Total,Number,2015,0,155.0500030517578
Turkiye,TUR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,1.5
Denmark,DNK,Upstream,Patents,Total,Total,Number,2015,0,5.5
Belgium,BEL,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,4.5
People's Republic of China,CHN,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,82.55000305175781
Singapore,SGP,Wind,Patents,Detail,Clean Energy,Number,2015,0,7
Russian Federation,RUS,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,7.519999980926514
Great Britain,GBN,Gas conditioning,Patents,Detail,Processing downstream,Number,2015,0,3
Belgium,BEL,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2015,0,1.8300000429153442
Hungary,HUN,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,0.33000001311302185
United Kingdom,GBR,Total - all technologies,Patents,,,Number,2015,0,8073.47998046875
Canada,CAN,Clean energy patents,Patents,Total,Total,Number,2015,0,186.4600067138672
Chinese Taipei,TWN,Solar,Patents,Detail,Clean Energy,Number,2015,0,128.8000030517578
Brazil,BRA,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,6
Great Britain,GBN,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,37.900001525878906
Switzerland,CHE,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Spain,ESP,Clean energy patents,Patents,Total,Total,Number,2015,0,228.58999633789062
