Unnamed: 0,Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Link,Year: implementation,Year: decision,Year: end,Indicator database source
2715,Russian Federation,RUS,,,State Policy Guidelines for Promoting Renewable Energy in the Power Sector,,https://www.iea.org/policies/4784-state-policy-guidelines-for-promoting-renewable-energy-in-the-power-sector,,2009.0,,Climate Policy Database
2721,Colombia,COL,,,Rules of the 2021 Renewable Energy Auction,New auction rules allow projects from 5 MW to participe,https://www.iea.org/policies/13140-rules-of-the-2021-renewable-energy-auction?country=Colombia&qs=colombia,,2021.0,,Climate Policy Database
2724,Yemen,YEM,,,National Strategy for renewable energy and energy efficiency,"Main objectives of the Strategy:
1- Grid-based renewable energy:
15% share of electricity generation in 2025
Wind: 1200 GWh per year
Geothermal: 1183 GWh per year
Solar water heaters: 230 GWh per year
Economic Lamps: 460 GWh per year
Total 3073 GWh per year
2- Off-grid renewable energy:
By 2025 approximately 20000 households will be electrified by solar PV off-grid installations IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5253-national-strategy-for-renewable-energy-and-energy-efficiency,,2010.0,2025.0,Climate Policy Database
2729,European Union,EUE,,,European Photovoltaic Technology Platform,,http://cordis.europa.eu/technology-platforms/home_en.html,,2005.0,,Climate Policy Database
2738,Sweden,SWE,,,Investment Aid for Solar Photovoltaic Cells Connected to the Grid,"The possibility of applying for investment support for solar photovoltaic (PV) cells connected to the grid was introduced on 1 July 2009. In February 2013, a new ordice on state aid for solar PV cells came into force, prolonging the support until 2016. The purpose is to contribute to the adaption of the energy system as well as contributing to the commercial development within energy technology. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5557-investment-aid-for-solar-photovoltaic-cells-connected-to-the-grid?country=Sweden&page=2&qs=swed,,2009.0,,Climate Policy Database
2739,Mexico,MEX,,,Grid interconection contract for renewable energy (Contrato de interconexión para fuente de energía renovable),Resolution RES/140/2001 gives priority to renewables in grid interconnection and imposes discounts of 50% to 70% in transmission costs. Net metering is also possible.,http://www.cre.gob.mx/,,2001.0,,Climate Policy Database
2754,Australia,AUS,,,Solar Cities,,http://www.martinot.info/solarcities.htm,,2004.0,2013.0,Climate Policy Database
2759,Sweden,SWE,,,Support for Small Scale Electricity Production,"In 2000, an interim support scheme for small-scale electricity production (production plants < 1.5 MW) was established. Its aim was to ensure the conditions that will allow small-scale renewable electricity production to achieve further market penetration. The support amounted to SKr 0.09/kWh. The support measure was approved by the European Commission and was established in July 2000 in Economic Conditions for the Production of Electricity from Renewable Energy Sources (Government Bill 1999/2000:134). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3483-support-for-small-scale-electricity-production?country=Sweden&page=3&qs=swede,,2000.0,,Climate Policy Database
2762,Australia,AUS,,,Connecting Renewables Fund,,https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id:%22library/partypol/BPGX6%22,,2010.0,2011.0,Climate Policy Database
2775,Norway,NOR,,,White Paper on Domestic Use of Natural Gas,"In November 2002, the Government issued a White Paper on the domestic use of natural gas. The White Paper puts forward a strategy in order to increase the use of natural gas in Norway. The policy is focused on direct use of natural gas and power plants with carbon dioxide capture and storage. In addition, the report evaluates measures to boost transmission of land-generated electricity to offshore installation, hydrogen and a system of green certificates. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3814-white-paper-on-domestic-use-of-natural-gas?country=Norway&page=2&qs=norway,,2002.0,,Climate Policy Database
2784,United Arab Emirates,ARE,,,Abu Dhabi - The Electricity Wiring Regulations (Third Edition),,http://rsb.gov.ae/assets/documents/477/regselectricitywiringedition3_2.pdf,,2014.0,,Climate Policy Database
2787,Italy,ITA,,,Renewable Electricity support - PV Roofs Programme,,https://www.iea.org/policies/3478-renewable-electricity-support-pv-roofs-programme?country=Italy&page=4&qs=italy,,2000.0,,Climate Policy Database
2814,Canada,CAN,,,Manitoba Solar Energy Program,"Solar Energy Program of Manitoba was introduced in order to increase share of solar PV for own-consumption in the province. Program is directed to residential, commercial and industrial customers. Solar Energy Program provides two support systems: 1) one time grant support payment and 2) residential loan “Residential Earth Power Loan” IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6365-manitoba-solar-energy-program?sector=Electricity&type=Grants%2Fsubsidy,,2015.0,,Climate Policy Database
2815,United Kingdom,GBR,,,Energy Crops Scheme - England,,"https://webarchive.nationalarchives.gov.uk/20060213231824/
http://www.dti.gov.uk/renewables/",,2000.0,,Climate Policy Database
2818,Albania,ALB,,,Nationally Determined Contribution - NDC,"Albania's NDC includes a commitment to reduce CO2 emissions compared to the baseline scenario in the period of 2016 and 2030 by 11.5% (708 kt CO2 reduction in 2030). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",http://www4.unfccc.int/ndcregistry/PublishedDocuments/Albania%20First/Albania%20First.pdf,,2015.0,,Climate Policy Database
2825,Tunisia,TUN,,,National Energy Efficiency and Renewable Energy Programme 2008-2011,"The quadrennial plan to promote Energy Efficiency in Tunisia, implemented since January 2008, aims to cut down 20% of national energy consumption by 2011. The plan seeks to increase the share of renewable energies in the national energy mix to reach 4% of primary energy supply and 10% of total electricity installed capacity by 2011. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4933-national-energy-efficiency-and-renewable-energy-programme-2008-2011?country=Tunisia&qs=tunisi,,2007.0,,Climate Policy Database
2829,United Kingdom,GBR,,,Major PV Demonstration Programme,,https://hansard.parliament.uk/Commons/2002-12-04/debates/9e8f6e36-20e3-43f9-b054-7f8d96912781/PhotovoltaicMajorDemonstrationProgramme,,2002.0,,Climate Policy Database
2844,India,IND,,,Tamil Nadu Incentive for Domestic Solar Rooftops,"The Tamil Nadu Incentive for Domestic Solar Rooftops is a state government subsidy of Rs. 20,000/- per kWp for individual or group applications with only 1kWp plant for residential purpose.
The subsidy scheme applies only to grid-connected rooftop solar PV systems comprising solar PV modules, rooftop support structure, solar grid inverter, cabling and protective devices. Grid-tie system only will be considered.
Solar power that is not consumed in the residential building can be exported to the TANGEDCO grid and will be eligible for solar net-metering. In solar net-metering the consumer pays for the net energy imported from the TANGEDCO grid (= energy imported from the grid minus energy exported to the grid). Exported energy will be credited up to a limit of 90% of the imported energy during a 12 months settlement period. To avail of solar net-metering the consumer needs to apply to TANGEDCO. For details the Tamil Nadu Consumer Guide for Solar Net-metering may be consulted.",http://teda.in/apply/incentive-for-domestic-solar-rooftops-individual/,,2015.0,,Climate Policy Database
2852,United Arab Emirates,ARE,,,National Renewable Energy Resource Assessment and Mapping (Atlas),,http://irena.masdar.ac.ae/,,2011.0,,Climate Policy Database
2863,Costa Rica,CRI,,,Electricity Generation Expansion Plan 2014-2035 (Plan de Expansion de la Generacion Electrica),"The Electricity Generation Expansion Plan 2014-2035 projects that additional 6.1 GW of new power capacity additions will be added in Costa Rica by 2035. The main recommendation of the Plan is that 95% of those additions be of renewable energy type.
Targeted year :2035
Technology     Capacity additions (MW)
Hydropower      3795
Geothermal       690
Combined solar PV
onshore wind and biomass 802
 Cumulative capacity:  5287 MW IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6240-electricity-generation-expansion-plan-2014-2035-plan-de-expansion-de-la-generacion-electrica,,2014.0,2035.0,Climate Policy Database
2865,France,FRA,,,District Heating Classification,,https://www.iea.org/policies/2208-district-heating-classification?country=France&page=4&qs=france,,1999.0,,Climate Policy Database
2875,Uganda,UGA,,,Solar Power Subsidy,"In September 2007, the Ugandan government announced a 45% subsidy - increased from 14% - on all solar power equipment. The programme introduces subsidies through microfinance institutions, either as a cash payout to those who install solar systems on loan or a loan-offset. (For more detail, see reference below.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4550-solar-power-subsidy?country=Uganda&qs=turk,,2007.0,,Climate Policy Database
2877,France,FRA,,,Wind Energy Programme,,http://www.espace-eolien.fr/lille/General/200501.htm,,1996.0,,Climate Policy Database
2889,Japan,JPN,,,Green Power: Renewable Portfolio Standards (RPS),,http://www.rps.go.jp/RPS/new-contents/top/toplink-english.html,,2003.0,2012.0,Climate Policy Database
2893,United Kingdom,GBR,,,Renewable Energy Guarantees of Origin (REGOs),,https://www.ofgem.gov.uk/environmental-programmes/renewable-energy-guarantees-origin-rego,,2003.0,,Climate Policy Database
2910,Belgium,BEL,,,Offshore Domanial Concessions for Wind and Ocean Energy Production,"By virtue of a royal decree of December, 20, 2000, modified by a decree of May, 17, 2004, the Minister for Energy from now on can deliver domanial concessions for the construction and the exploitation of installations of electricity production, generated from water, currents or winds, in the territorial sea and the exclusive economic zone of Belgium. The decree in question determinates precisely the zone where the installations may be set up. It also specifies the criteria of granting and the procedure by which the concessions are being issued. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4536-offshore-domanial-concessions-for-wind-and-ocean-energy-production?country=Belgium&page=2&qs=belgiu,,2004.0,,Climate Policy Database
2919,Belgium,BEL,,,National Green Certificate Scheme,"The Federal Council of Ministers introduced a Green Certificate Scheme project by royal decree dealing with the renewable-electricity market. It defined the procedures for licensing off-shore installations, for giving the guarantee of origin and the delivery of the green certificates. It also determined the quota of electricity from renewable energy sources delivered to the users connected to the distribution net (from 2% in 2002 up to 6% in 2006), the fine for not fulfilling the quota being EUR 75 per certificate (corresponding to 1 MWh). It also set the obligation to the transport grid manager for buying the green certificates at a minimum price (equivalent to EUR 0.02/kWh for biomass, EUR 0.05/kWh for wind energy and up to EUR 0.15/kWh for solar energy). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/3719-national-green-certificate-scheme?country=Belgium&page=3&qs=belg,,2001.0,,Climate Policy Database
2924,India,IND,,,Uttar Pradesh net-metering regulations for rooftop solar PV,"Uttar Pradesh Net-metering regulations for rooftop solar PV entered into force on 20th of March 2015.
The tariff for rooftop PV installations under net-metering scheme is set to INR 7.06/kWh. The support runs for 25 years.",http://puvvnl.up.nic.in/Download/UPERC-Rooftop-Solar-PV-Regulations-2015.pdf,,2015.0,,Climate Policy Database
2930,Japan,JPN,,,Seaway Signals Converted to Use Renewable Energy,,http://www.mlit.go.jp/sogoseisaku/environment/sosei_environment_mn_000010.html,,2000.0,,Climate Policy Database
2936,United Arab Emirates,ARE,,,Dubai - Renewables Standards,"""Dubai’s energy strategy aims to diversify the Emirate’s electricity generation mix to include 15% renewable energy by 2030. Renewable energy sources connected to the transmission network, mainly solar power, will be subject to regulation by the RSB. Connections to the DEWA network will have to meet technical standards and connection requirements, which are set out in the RSB’s Renewables Standards for connections made to the transmission network, and Dubai Electricity & Water Authority’s Standards for Distributed Renewable Resources Generators Connected to the Distribution Network (the latter supersedes the former in the case of connections to the distribution network).""
(Source: http://www.rsbdubai.gov.ae/renewables/)","http://www.rsbdubai.gov.ae/renewables/
http://www.rsbdubai.gov.ae/wp-content/uploads/2015/02/Renewables-Standards-v1-112013-with-Jan-15-explanatory-note.pdf",,2013.0,2030.0,Climate Policy Database
2942,Tunisia,TUN,,,Law 2005-82 on Energy Efficiency Fund (FNME),"The Energy Efficiency Fund guarantees public support to energy efficiency and renewable energy activities through the allocation of subsidies. According to the Art 2 of the present Law, the Fund is financed by a tax on first licence registration of touristic cars, according to motor capacity, VAT tax and custom duties on air conditioning equipment and commodities. (See reference below for more detail.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4939-law-2005-82-on-energy-efficiency-fund-fnme?country=Tunisia&qs=tunisi,,2006.0,,Climate Policy Database
2944,South Africa,ZAF,,,Renewable Energy Independent Power Producer Programme (REIPPP),"public procurement programme, replaced the Feed-in Tariff system, which was introduced in 2009. Qualifying technologies: onshore wind, solar PV, solar thermal, biomass solid, biogas, landfill gas and small hydro plants.
A ceiling tariff level is established for each technology in the auctions. Winning bidders sign PPAs, which are guaranteed for a period of 20 years.
From 2011 to the beginning of 2015 five rounds of reverse auctions were held for construction and supply of 3,625MW of large-scale (>5MW) renewable energy capacity.",https://unfccc.int/files/bodies/awg/application/pdf/04_reippp_south_africa_thapelo_letete.pdf,,2011.0,,Climate Policy Database
2947,France,FRA,,,National Strategy for Research and Development in the field of Energy,,http://www.industrie.gouv.fr/energie/recherche/f1e_rech.htm,,2007.0,,Climate Policy Database
2951,United Kingdom,GBR,,,Scottish Biomass Support Scheme,"The Scottish Biomass Support Scheme was launched in 2006, with GBP 7.5 million in funding over the financial years 2006-07 and 2007-08. The capital grant scheme is applicable to all formally constituted organisations in Scotland, both public and private, of varying sizes (micro-enterprises and SMEs). Barring exceptional circumstances, the maximum capital grant allowed is GBP 400 000. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4725-scottish-biomass-support-scheme?country=United%20Kingdom&page=3&qs=united,,2006.0,,Climate Policy Database
2954,Italy,ITA,,,Decree on the Cut of Incentives for Photovoltaic Plants (Spalma Incentivi),Applies a reduction to the tariffs that have been awarded under any Conto Energia to PV plants with a nominal peak power exceeding 200 kW,http://www.gse.it,,2014.0,,Climate Policy Database
2968,South Africa,ZAF,,,Solar Traffic Lights,,https://www.iea.org/policies/4585-solar-traffic-lights,,2008.0,,Climate Policy Database
2974,Tunisia,TUN,,,Decree 2009/362 on Renewable Energy and Energy Efficiency Premiums,"Tunisia's National Agency in charge of Energy Efficiency (ANME) provides energy efficiency and renewable energy deployment projects with a range of premiums once the project is running, in the form of refunds. (See reference below for more information.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4934-decree-2009362-on-renewable-energy-and-energy-efficiency-premiums?country=Tunisia&qs=tunisia,,2009.0,,Climate Policy Database
2977,India,IND,,,Gujarat Solar Power Policy,"Following the 2009 Solar Power Policy, this policy aims to: 3.1 promote green and clean power and to reduce the State’s carbon emission; 3.2 reduce dependency on fossil fuels for energy security and sustainability; 3.3 help reduce the cost of renewable energy generation; 3.4 promote investment, employment generation and skill enhancement in the renewable energy sector; 3.5 promote productive use of barren and uncultivable lands; 3.6 encourage growth of local manufacturing facilities in line with the ‘Make in India’ programme; 3.7 promote research, development and innovation in renewable energy. The State will facilitate rooftop solar PV systems with net metering ongovernment, residential, industrial and commercial buildings.",http://www.indiaenvironmentportal.org.in/content/417648/gujarat-solar-power-policy-2015/,,2015.0,,Climate Policy Database
2979,Australia,AUS,,,Solar Homes and Communities Plan (formerly Photovoltaic Rebate Program),,https://www.tai.org.au/sites/default/files/PB%2021%20SHCP%20final_4.pdf,,2000.0,2009.0,Climate Policy Database
2986,Norway,NOR,,,Domestic Emissions Trading Scheme 2005-2007,"The Emissions Trading bill was approved without amendments by the Parliament on 17 December 2004 and entered into force on 1 January 2005. The Norwegian Domestic Emissions Trading Scheme ran from 2005-07, and generally aligned itself with the EU Emissions Trading Scheme, covering only CO2 emissions. Industrial CO2 emitters are allocated a total amount of emissions, and reducing emissions generates credits which can be sold to other emitters needing more. The Scheme covered CO2 emissions from energy use and some industrial processes, and only covered installations not subject to the CO2 Tax (see separate entry) or special agreements on emissions reductions with the State Pollution Control Authority. According to this agreement, existing process industry plants agreed to commit themselves to a 20% reduction in all greenhouse gas (GHG) emissions by 2007, compared to 1990 levels. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4282-domestic-emissions-trading-scheme-2005-2007?country=Norway&page=2&qs=norway,,2005.0,,Climate Policy Database
2997,Pakistan,PAK,,,Scheme for Financing Renewable Projects - soft loans,"Loans for RE projects smaller than 10MW. Rates refined on a yearly basis, granted for 10 years.",http://www.sbp.org.pk/smefd/circulars/2015/C3.htm,,2009.0,,Climate Policy Database
3004,Germany,DEU,,,Omnibus Energy Act,"Special auction. During the 3 years following the decision, additional 4 GW for wind and 4 GW for photovoltaic panels shall be announced. The act also provides auctions for technological neutral innovation and implements several European provisions. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6525-omnibus-energy-act?country=Germany&qs=ger,,2018.0,,Climate Policy Database
3010,Ethiopia,ETH,,,Growth and Transformation Plan II (GTP II) 2016-2020,"The GTP II (2016-2020) supersedes the GTP I (2011-2015) (see here: http://climatepolicydatabase.org/index.php/The_Growth_and_Transformation_Plan_(GTP)_Ethiopia_2010)
GTP II is a comprehensive strategy to improve economic condition of Ethiopia and includes energy and renewable energy targets guiding country’s development. (source: IEA)
The renewable energy capacity targets for 2019/2020 are as follows:
Hydropower: 13,817 (MW)
Wind: 1,224 (MW)
Solar PV: 300 (MW)
Geothermal: 557 (MW)
Reserve fuel (gas turbine): 509 (MW)
Waste-to-energy: 50 (MW)
Sugar: 474 (MW)
Biomass: 257 (MW)
GTP II aims to bring the level of electrification to 90% of the population by 2020 (against 60% in 2014/2015). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://ethiopia.un.org/en/15231-growth-and-transformation-plan-ii,2016.0,2016.0,2020.0,Climate Policy Database
3030,Denmark,DNK,,,Carbon Tax/Green Tax System,"In 1999, at the end of the Green Tax Package scheme (introduced in 1995), the tax structure was maintained, but the tax rates on industries and households were revised. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/2066-carbon-taxgreen-tax-system?country=Denmark&page=2&qs=denm,,1999.0,,Climate Policy Database
3038,Canada,CAN,,,Clean Energy Fund - Renewable Energy and Clean Energy Systems Demonstration Projects,"""The Government of Canada has allocated $317.6 million over five years (2009/10–2013/14) for the demonstration of promising technologies, including large-scale carbon capture and storage projects, and renewable energy and clean energy systems demonstration and research and development projects. The Fund is expected to result in emissions reductions of up to 2,800 kt CO2 eq per year from 2015 to 2025, and possibly beyond."" (Annex to Canada's 2nd Biennial Report, 2016)",https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/energy/files/pdf/CLEAN-ENERGY-FUND-ENG-FINAL-may-29.pdf,2008.0,2008.0,,Climate Policy Database
3051,Australia,AUS,,,Renewable Energy Target,"The Renewable Energy Target (RET) is designed to deliver a 20% share for renewables in Australia’s electricity mix in 2020. The RET increases the previous Mandatory Renewable Energy Target more than fourfold—from 9500 gigawatt hours to 45 000 gigawatt hours in 2020—and will create incentives for a range of technologies including wind, biomass, geothermal and solar energy.","http://unfccc.int/resource/docs/natc/aus_nc5.pdf
http://www.cleanenergyregulator.gov.au",,2010.0,2020.0,Climate Policy Database
3060,Nigeria,NGA,,,Multi-Year Tariff Order (MYTO) I (2008-2013),"Superseded by MYTO 2012-2017, check there for details.",http://www.nercng.org/index.php/nerc-documents/func-startdown/42/,2008.0,2008.0,2013.0,Climate Policy Database
3073,Mexico,MEX,,,Integrated Energy Services Project (2007-2014),Focus on RE access and development in rural areas.,https://www.iea.org/policies/4483-integrated-energy-services-project-2007-2014,,2008.0,2014.0,Climate Policy Database
3087,India,IND,,,National Electricity Plan,"The Third National Electricity Plan (NEP) was released in January 2018 by the Central Electricity Authority. It covers two five-year periods: 2017-2022 and 2022-2027.
The NEP projects electricity demand and supply planning until the fiscal year 2026/27. It has a cumulative target of 175 GW renewable energy capacity by 2022. The NEP foresees coal-fired power capacity additions of 46 GW between 2022 and 2027.
""It is expected that the share of non-fossil based installed capacity (Nuclear + Hydro + Renewable Sources) will increase to 46.8 % by the end of 2021-22 and will further increase to 56.5 % by the end of 2026-27 considering capacity addition of 50,025 MW coal based capacity already under construction and likely to yield benefits during 2017-
22 and no coal based capacity addition during 2022-27."" (http://www.cea.nic.in/reports/committee/nep/nep_dec.pdf)
It implies that no new coal-fired power plants are necessary beyond those already under construction (Carbon Brief, 2017), and further calls of 57% of electric capacity to be non-fossil by 2027 (Carbon Brief, 2017).
Other targets: Renewable energy generation share of 20% by 2022; Renewable energy generation share of 24% by 2027.
Renewable energy sector is now poised for a quantum jump as India has reset its renewable energy capacity addition target so as to have an installed capacity of 175 GW (100GW solar, 60GW wind, 10GW biomass and 5GW small-hydro) by 2022, in view of the significant renewable energy potential in the country and commitment made by the investors/stakeholders. (https://climateobserver.org/wp-content/uploads/2015/01/National-Electricity-Plan.pdf)",http://www.cea.nic.in/reports/committee/nep/nep_jan_2018.pdf,2018.0,2018.0,2027.0,Climate Policy Database
3107,Germany,DEU,,,KfW Renewable Energies Programme (KfW-Programm Erneuerbare Energien),,https://www.iea.org/policies/4898-kfw-renewable-energies-programme-kfw-programm-erneuerbare-energien,,2009.0,,Climate Policy Database
3122,Denmark,DNK,,,Subsidies for Renewable Electricity Generation,,https://www.iea.org/policies/4462-subsidies-for-renewable-electricity-generation?country=Denmark&page=2&qs=denm,,2004.0,,Climate Policy Database
3137,Australia,AUS,,,Victorian Feed-in Tariff Scheme,"The Victorian Government has legislated an ongoing ""fair"" feed-in tariff for micro-generation from solar, wind, hydro and biomass up to an installed capacity of 100kW. The rate of the tariffs is a rate not less than the rate the customer pays to buy electricity from the retailer. The Victorian Government has also introduced a premium feed-in tariff, which began in the second half of 2009. It is available to households, community groups & small businesses with electricity consumption up to 100 MWh per year, for small-scale solar photovoltaic systems with a capacity of up to 5 kW.
The scheme will run for 15 years, but will be closed to new applicants when 100MW (approximately 50,000 systems) have been installed or when average cost per customer is greater than USD10 per year.
The tariff is net and is to be set at AUD 0.60/kWh.
last ammended in 2017","https://web.archive.org/web/20100914121220/
http://new.dpi.vic.gov.au/energy/policy/greenhouse-challenge/feed-in-tariffs",,2008.0,,Climate Policy Database
3142,Germany,DEU,,,ERP-Environment and Energy Saving Programme,,https://www.kfw.de/KfW-Group/About-KfW/Identit%C3%A4t/Geschichte-der-KfW/KfW-Themen/Aufbau-Ost/,,1990.0,,Climate Policy Database
3150,Italy,ITA,,,Feed-In Tariff for Solar Thermodynamic Energy,,http://www.autorita.energia.it/it/docs/riferimenti/080411mse.htm,,2008.0,,Climate Policy Database
3178,Italy,ITA,,,Net Metering,,http://www.gse.it/en/ridssp/NetMetering%28SSP%29/Pages/default.aspx,,2008.0,,Climate Policy Database
3179,Australia,AUS,,,Solar Flagships Program,,http://arena.gov.au/about-arena/history/,,2009.0,2012.0,Climate Policy Database
3183,Canada,CAN,,,Community Feed-in-Tariff (COMFIT) of Nova Scotia,"The COMFIT programme paid for small-scale community-owned renewable energy projects a pre-determined per-kWh FIT rate paid to producers using renewable energy technology (wind projects smaller or greater than 50 kW, biomass, small-scale in-stream tidal below 500 kW, and run-of-the-river hydro). FIT rates were set by the Nova Scotia Utility and Review Board (UARB). Nova Scotia Power Inc. recovers costs incurred from the programme through rate-based adjustments.",https://energy.novascotia.ca/sites/default/files/files/COMFIT%20Guide.pdf,,2011.0,,Climate Policy Database
3205,Kuwait,KWT,,,Development and Deployment of Utility Scale Renewable Power Plant,"Phase 1: 70 MW of RE (50 MW CSP, 10 MW PV and10 MW Wind). The ultimate goal of Phase 1 is to collect technical and economical performance data and information and carry out R&D activities. This phase is an on-going activity and is expected to be operational by early 2016.
Phase 2: Extending the plant to reach 1000 MW (550 MW CSP, 380 MW PV, 70 MW Wind) and it is expected to be operational by 2020.
Phase 3: Final extension of the plant to reach a total of 2000 MW (1150 MW CSP, 723 MW PV, 127 MW wind) and it is expected to be operational by 2030. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5541-development-and-deployment-of-utility-scale-renewable-power-plant,,2009.0,2020.0,Climate Policy Database
3209,Egypt,EGY,,,Feed-in tariff for wind and solar PV projects,,https://www.iea.org/policies/5658-feed-in-tariff-for-wind-and-solar-pv-projects,,2014.0,,Climate Policy Database
3220,Denmark,DNK,,,Regulation on Net-metering for the Producers of Electricity for Own Needs,"Regulation on Net-metering for the Producers of Electricity for Own Needs exempts completely or partially electricity self-producers from paying tariffs, duties and VAT for the amount of electricity they export to the grid.
Electricity self-producers from generating electricity from all technologies except geothermal energy installations are eligible to benefit from the exemption. All installations must be connected to the grid, installed in the place of electricity consumption and owned by the consumer. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/1827-regulation-on-net-metering-for-the-producers-of-electricity-for-own-needs?country=Denmark&qs=den,,2012.0,,Climate Policy Database
3221,Canada,CAN,,,Wind Power Production Incentive (WPPI),,https://www.nrcan.gc.ca/nrcan/transparency/reporting-accountability/plans-performance-reports/wind-power-production-incentive-program/19034,,2002.0,2007.0,Climate Policy Database
3222,Brazil,BRA,,,Electric power auctions - Biomass,,http://www.aneel.gov.br/,,2008.0,,Climate Policy Database
3227,Israel,ISR,,,Feed-in-tariffs for Solar PV and Wind sourced power,"This policy was developed to foster the development of small-scale renewable energy production. The tariff applied to wind power generation up to 50 KW, and for solar PV generation up to 60 MW, with decreasing rates.",https://www.iea.org/policies/4952-feed-in-tariffs-for-solar-pv-and-wind-sourced-power?country=Israel&qs=israel,2009.0,2009.0,2013.0,Climate Policy Database
3237,Italy,ITA,,,Feed-in premium for renewable energy sources other than photovoltaic,,http://www.gse.it/it/Qualifiche%20e%20certificati/Incentivi_DM_06_07_2012/Pagine/default.aspx,,2012.0,,Climate Policy Database
3241,Canada,CAN,,,Ontario Renewable Energy Standard Offer Programme (RESOP),,http://www.powerauthority.on.ca/sop/,,2006.0,,Climate Policy Database
3246,Spain,ESP,,,JESSICA-F.I.D.A.E Fund (Energy Saving and Diversification Investment Fund),"The aim of this fund is to finance urban sustainable development projects to improve energy efficiency, use renewable energies and be developed by energy services companies (ESCOs) or other private enterprises. This fund is to finance all the investments directly bound to the issue of energy efficiency and the use of renewable energies in urban environments, and it is compatible with other public or private funding sources, as well as with subsidies either co-funded or not by the FEDER. Priority issues: Energy efficiency and energy management (existing and new buildings); Renewable energy projects (solar thermal, solar PV, biomass); Projects related to clean transport, contributing to improvement of energy efficiency and the use of renewable energies. The management and marketing of JESSICA-F.I.D.A.E. Fund was entrusted by the EIB to BBVA through public tender. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/427-jessica-fidae-fund-energy-saving-and-diversification-investment-fund?country=Spain&page=2&qs=spai,,2014.0,,Climate Policy Database
3247,France,FRA,,,Renewable Energy Purchasing Conditions,,https://prod.iea.org/policies/3551-renewable-energy-purchasing-conditions?page=85&sector=Generation%2CIndustry%2CBuildings,,1999.0,,Climate Policy Database
3259,France,FRA,,,Renewable Energy Feed-in Tariffs (II),,http://www.developpement-durable.gouv.fr/-Energies-renouvelables;406-.html,,2002.0,,Climate Policy Database
3274,United Kingdom,GBR,,,Energy Technologies Institute,,http://www.eti.co.uk/,,2007.0,,Climate Policy Database
3301,Italy,ITA,,,Introduction of the Green Certificates System,Legislative decree 79/99,http://www.lse.ac.uk/GranthamInstitute/law/introduction-of-the-green-certificates-system-legislative-decree-7999-of-16-march-1999-entitled-ministry-of-productive-activities-decree-18-03-02-followed-by-ministry-of-productive-activities-dec/,,1999.0,,Climate Policy Database
3309,France,FRA,,,Offshore wind tendering mechanism,,http://www.cre.fr/documents/appels-d-offres/appel-d-offres-portant-sur-des-installations-eoliennes-de-production-d-electricite-en-mer-en-france-metropolitaine,,2011.0,,Climate Policy Database
