"","Country","Country Code","Source NC#","Year","Policy Name","Policy Description","Link","year_implementation","year_decision","year_end","indicator_database_source"
"4640","United States","USA",NA,NA,"IECC 2015 - State Building Code (Idaho)","Governance Development Authority: International Code Commission Implementation Authority: Local authorities Verification Authority: Code official Prescriptive Compliance path Occupiable space, excluding crawl spaces and garages Energy Requirements:InsulationU-Values (Btu/h.ft2) Floor Roof Walls WindowsClimate zone 1 0.064 0.035 0.197 1.2Climate zone 2 0.064 0.035 0.165 0.65Climate zone 3A and 3B 0.047 0.035 0.141 0.5Climate zone 4A and 4B 0.047 0.03 0.141 0.35Climate zone 4C 0.033 0.03 0.082 0.35Climate zone 5 0.033 0.03 0.082 0.35Climate zone 6 0.033 0.026 0.06 0.35Climate zone 7 0.033 0.026 0.057 0.35Climate zone 8 0.028 0.026 0.057 0.35 WindowsThe total glazed area may not exceed 18% of the conditioned floor area using the prescriptive method SHGC (for all fenestration including skylights) is 0.30 W/m2.k for climate zones 1-3. No SHGC requirement for other zonesSkylightsSkylights individually are 0.75 W/m2.k zones 1-2, 0.65 W/m2.k zone 3 and 0.60 W/m2.k zones 4-8Air Leakage7 ACH at 50Pa. The thermal envelope must be verified even when using the perscriptive methodSpace Heating SystemAt least one thermostat shall be provided for each separate heating and cooling system. Specific requirements exist for ducts, piping, ventilation, pool systems and snow melt systems Requirements are relative to equipment size and building type.Water Heating SystemAll circulating service hot water piping shall be insulated to at least R-2 and have automatic or accessible manual switches to turn off the pump when the system is not in useLightingA minimum 50% of lamps in permanently installed lighting fixtures shall be high-efficacy lamps.Renewable EnergyPools deriving >60% heating energy from site-recovered or solar energy are exempt from pool specific energy saving measuresCompliance Softwares:REScheckEnd-uses considered:Space cooling, Space heating, Water heating, VentilationPerformance Compliance path Not a requirement / performance based elements are based on a reference model and are relative to energy costs","https://www.iea.org/policies/7099-iecc-2015-state-building-code-idaho",2015,NA,NA,"IEA"
"4641","United States","USA",NA,NA,"IECC 2015 - State Building Code (Illinois)","Governance Development Authority: International Code Commission Implementation Authority: Local authorities Verification Authority: Code official Prescriptive Compliance path Occupiable space, excluding crawl spaces and garages Energy Requirements:InsulationU-Values (Btu/h.ft2) Floor Roof Walls WindowsClimate zone 1 0.064 0.035 0.197 1.2Climate zone 2 0.064 0.035 0.165 0.65Climate zone 3A and 3B 0.047 0.035 0.141 0.5Climate zone 4A and 4B 0.047 0.03 0.141 0.35Climate zone 4C 0.033 0.03 0.082 0.35Climate zone 5 0.033 0.03 0.082 0.35Climate zone 6 0.033 0.026 0.06 0.35Climate zone 7 0.033 0.026 0.057 0.35Climate zone 8 0.028 0.026 0.057 0.35 WindowsThe total glazed area may not exceed 18% of the conditioned floor area using the prescriptive method SHGC (for all fenestration including skylights) is 0.30 W/m2.k for climate zones 1-3. No SHGC requirement for other zonesSkylightsSkylights individually are 0.75 W/m2.k zones 1-2, 0.65 W/m2.k zone 3 and 0.60 W/m2.k zones 4-8Air Leakage7 ACH at 50Pa. The thermal envelope must be verified even when using the perscriptive methodSpace Heating SystemAt least one thermostat shall be provided for each separate heating and cooling system. Specific requirements exist for ducts, piping, ventilation, pool systems and snow melt systems Requirements are relative to equipment size and building type.Water Heating SystemAll circulating service hot water piping shall be insulated to at least R-2 and have automatic or accessible manual switches to turn off the pump when the system is not in useLightingA minimum 50% of lamps in permanently installed lighting fixtures shall be high-efficacy lamps.Renewable EnergyPools deriving >60% heating energy from site-recovered or solar energy are exempt from pool specific energy saving measuresCompliance Softwares:REScheckEnd-uses considered:Space cooling, Space heating, Water heating, VentilationPerformance Compliance path Not a requirement / performance based elements are based on a reference model and are relative to energy costs","https://www.iea.org/policies/7100-iecc-2015-state-building-code-illinois",2015,NA,NA,"IEA"
"4642","People's Republic Of China","CHN",NA,NA,"Interim management measures on renewable energy development funds","To promote renewable energy development and utilization, optimize energy structure, ensure energy security, in accordance with the relevant laws and regulations, the Ministry released Regulation on management of the Renewable Energy Development Fund.","https://www.iea.org/policies/5995-interim-management-measures-on-renewable-energy-development-funds",2015,NA,NA,"IEA"
"4643","Australia","AUS",NA,NA,"Large Solar Strategy","Develop a formal government strategy and implementation details to support large-scale solar and other renewable energy deployment.   The work was put on hold pending the progress of a large scale solar funding round led by ARENA .    The large scale solar round is expected to triple the installed capacity of large scale solar in Australia from 240 megawatts to 720 megawatts. It is expected that with $92 million of ARENA funding, the large scale solar round will unlock around $1 billion of investment in the sector.","https://www.iea.org/policies/5917-large-solar-strategy",2015,NA,NA,"IEA"
"4644","Argentina","ARG",NA,NA,"Law 27.191 Program to Promote the Use of Renewable Energy in Electricity Generation","The Decree 531 regulates and puts in to effect Law 27.191 that was adopted earlier in the Argentinian Parliament. Together they create a trust fund for renewables, define the incentives for renewable independent power producers and determine the framework for renewable energy auctions.The Decree and Law create the Fund for the Development of Renewable Energies (Fondo para el Desarrollo de las Energias Renovables - FODER) that will provide payment guarantees and project finance.The decree states that 12,000 million pesos (US$819 million) will be added to FODER in 2016.The annual amount within the fund will never be less than 50% of the saving achieved on fossil fuels through renewable energies from the year before.The Decree and Law introduce fiscal incentives to independent power producers, including:Exception of Import Duties for all project starting construction prior to 12/31/2107Accelerated fiscal depreciation of applicable assetsAnticipated Refund of VAT paid on pre-COD purchasesException of Minimum Deemed Income Tax and Dividend Tax (subject to re-investment)Extension of Income Tax Loss Credits to 10 years (standard is 5)Tax deduction of all financial expensesThe Decree and Law describe the power purchase agreements (PPAs) under renewable energy auctions:PPA costs will be transferred to all consumers.Pre-qualified projects awarded at tender will have automatic access to tax benefits and FODER project financing and guarantees.Selection rules will be set based on price and non-price criteria including local content integration, time to delivery and amount of FODER financing requested.PPA will be awarded for 15+ years.Large unbundled power users (> 300 kW) may opt-out of roll out of tendered PPAs and source RE directly from IPPs, utilities, traders or self-consumption projects.The Decree and Law introduce important market and financial incentives for local supply chain building, including: Sector specific development credit lines will be provided through FODER for local suppliers and manufacturers.Import duty exemption for equipment, parts and supplies for local suppliers and manufacturers.20% Tax Credit on locally supplied CAPEX for independent power producers that integrate 30% of local component in electromechanical installations (excluding civil works, cost of transport and assembly of equipment).Priority Access to FODER project financing for independent power producers with significant integration of local content.","https://www.iea.org/policies/6129-law-27191-program-to-promote-the-use-of-renewable-energy-in-electricity-generation",2015,NA,NA,"IEA"
"4645","France","FRA",NA,NA,"Law on Energy Transition for Green Growth (LTECV)","The Law on energy transition for green growth set the following targets:  GES Emissions:  -40% between 1990 and 2030 / -75% (factor 4) between 1990 and 2050. The trajectory is detailed in carbon budgets; Final energy consumption: -50% by 2050 with respect to 2012, with intermediate target of -20% in 2030 Fossil fuels energy consumption: -30% in 2030 with respect to 2012 Renewable energy: target of 23% of gross final energy consumption in 2020, and 32% in 2030 Nuclear energy: share of nuclear energy in electricity production to be brought down to 50% by 2025 Buildings energy efficiency performance levels to comply with ""low consumption buildings"" norms for the entire building stock by 2050 Waste: reduce by 50% the amount of waste disposed in landfills by 2025;   Adressing energy poverty issues The Law on energy transition for green growth frames the national energy and climate strategy, with the creation of :  The Multiannual energy programming (""programmation pluriannuelle de l'énergie"" - PPE) The Low carbon national strategy (""Stratégie Nationale Bas Carbone"" - SNBC) Other planning tools, which complement the PPE and SNBC and have to be coherent with them, such as the clean mobility development stragegy, the national biomass mobilisation strategy and the atmospheric polluant emissions reduction plan. The law on energy transition for green growth includes various measures:  for buildings renovation for energy efficiency in new buildings (exemplarity of new public buildings, promotion of positive energy and high environmental performance buildings) clean transport development (target: 7millions charging stations for Evs in 2030 ; minimal share of low emission vehicles in public vehicle fleets, traffic restrictions in bad air quality zones waste reduction and ""circular economy"" renewable energy development, safety in nuclear energy intended to address energy poverty : energy voucher (""chèque énergie"") for low income households)","https://www.iea.org/policies/8737-law-on-energy-transition-for-green-growth-ltecv",2015,NA,NA,"IEA"
"4646","Poland","POL",NA,NA,"Loans from the National Fund for Environmental Protection and Water Management","National Fund approves priority list and then prepares programmes mostly based on giving away loans. Areas of support include clean air programme, purchase of electricity car, coach or taxi, small water retention, energy efficiency, smart street lighting and energy management systems in public buildings.","https://www.iea.org/policies/958-loans-from-the-national-fund-for-environmental-protection-and-water-management",2015,NA,NA,"IEA"
"4647","Japan","JPN",NA,NA,"Long-term Energy Supply and Demand Outlook","In 2015, the Japanese government published the Long-term Energy Supply and Demand Outlook based on the Strategic Energy Plan (2014). This outlook presents the ideal structure of energy supply and demand for 2030 that can be realized if appropriate measures are taken to achieve the fundamental objectives of energy policy: safety, energy security, economic efficiency and environmental protection. Energy efficiency and renewable energy plays a key role in achieving all these objectives because they can contribute to energy independence, to the reduction of oil and gas imports and to the reduction of greenhouse gas emission. According to this new plan, the final energy demand should save as much as 50.3 billion litres (crude oil equivalent) by 2030. By sector, savings from transport will amount to 16,070 thousand kilolitres, followed by commercial at 12,260 thousand kilolitres, residential sector 11,600 thousand kilolitres and industry at 10,420 thousand kilolitres. Those figures indicate that 35% improvement of final energy intensity needs to be achieved from 2012 to 2030. Renewable electricity generation would be 237-252 TWh, and its share in total electricity generation would be 22-24% in 2030: solar PV 7.0%, wind 1.7%, biomass 3.7-4.6%, geothermal 1.0-1.1% and hydro 8.8-9.2%. This outlook must be re-examined at least every three years and can be revised corresponding to the situation.","https://www.iea.org/policies/1658-long-term-energy-supply-and-demand-outlook",2015,NA,NA,"IEA"
"4648","Viet Nam","VNM",NA,NA,"MEPS for Distribution transformer: TCVN 8525: 2010 (applied by 78/2013/QD-TTg)","This standard is adopted based on the title year, but only takes effect in the market based on the following laws:  Decision 51/2011/QD-TTg & Decision 03/2013/QD-TTg stipulates the list of equipment subject to energy labelling program, application of MEPS and the roadmap.      For home appliances group: As of January 1, 2014, it is not allowed to import and produce devices with energy efficiency below the minimum energy efficiency. For industrial equipment, office equipment and commercial equipment: From January 1, 2015, it is not allowed to import and produce equipment with energy efficiency levels below the minimum energy efficiency. For round light products (incandescent lamps): From January 1, 2013, it is forbidden to import, produce and circulate lamps with a capacity of greater than 60 W.      Decision 78/2013/QD-TTg, stipulates the list of equipment and roadmap for rejecting lower than MEPS appliance/equipment      For household appliances and industrial equipment: From January 1, 2015, it is not allowed to import and produce equipment with energy efficiency levels below the minimum energy efficiency.     Promulgated 25 December 2013. MEPS is based on the nominal capacity in kVa:25kVa : 98.28%32kVa : 98.34%50kVa : 98.5%63kVa : 98.62%100kVa : 98.76%125kVa : 98.8%160kVa : 98.87%200kVa : 98.94%250kVa : 98.98%315kVa : 99.04%400kVa : 99.08%500kVa : 99.13%630kVa : 99.17%750kVa : 99.21%800kVa : 99.22%1000kVa : 99.27%1250kVa : 99.31%1500kVa : 99.35%1600kVa : 99.36%2000kVa : 99.39%2500kVa : 99.4% Minimum Energy Performance: Energy efficiency is specified at 50% of the load and the power factor is 1. See reference for details. Vietnam Standard TCVN 8525: 2010 on Distribution transformers - Minimum energy efficiency level and method of energy efficiency determination have been replaced by National Standard TCVN 8525: 2015 on Distribution transformers. - Minimum energy efficiency level and method of energy efficiency determination.","https://www.iea.org/policies/8773-meps-for-distribution-transformer-tcvn-8525-2010-applied-by-782013qd-ttg",2015,NA,NA,"IEA"
"4649","India","IND",NA,NA,"Maharashtra Comprehensive Policy for Grid-connected Power Projects based on New and Renewable (Nonconventional) Energy Sources - 2015","Considering the importance of wind, solar and sources including bagasse-based on sugarcane and from agricultural, bio-medical, mineral, industrial and other wastes and their potential in power generation, the Government of Maharashtra approved the Comprehensive Policy for Grid-connected Power Projects. Accordingly, the Government Resolution lists the details of the policy:Overall targets:5000 MW of Wind Power Projects;1000 MW of Bagasee-based Co-generation Projects;400 MW of Small Hydro Projects;300 MW of Biomass-based Power projects;200 MW of Industrial Waste-based Power Projects;7500 MW of Solar Power Projects;Total of 14,400 MW capacity power projects based on new and renewable energy sources are targeted to be installed in the next 5 years.","https://www.iea.org/policies/6213-maharashtra-comprehensive-policy-for-grid-connected-power-projects-based-on-new-and-renewable-nonconventional-energy-sources-2015",2015,NA,NA,"IEA"
"4650","India","IND",NA,NA,"Maharashtra Renewable Energy Policy 2015","The Maharashtra Renewable Energy Policy 2015 set ambitious targets for different renewable energy sources defined as follow:Power ProjectsTarget (MW)Wind power projects5000Sugarcane waste/Agricultural remedial projects1000Small hydro400Agricultural waste power generation project300Industrial waste power generation project200Solar power project7500 The following incentives will be given for specific power projects:Permission for re-powering wind generators;Land acquired for commissioning wind projects will be deemed non-agricultural land;Exemption from various taxes and duties for sugarcane projects having a capacity more than 3 MW;Open access granted for interstate and intrastate solar projects as per MERC regulations;Solar projects can register themselves as industrial units.","https://www.iea.org/policies/6217-maharashtra-renewable-energy-policy-2015",2015,NA,NA,"IEA"
"4651","Canada","CAN",NA,NA,"Manitoba Solar Energy Program","Solar Energy Program of Manitoba was introduced in order to increase share of solar PV for own-consumption in the province. Program is directed to residential, commercial and industrial customers. Solar Energy Program provides two support systems: 1) one time grant support payment and 2) residential loan “Residential Earth Power Loan” The details of each support programme are the following: 1) One time grant support payment:The support is available to residential, commercial and industrial customers for installations between 1 and 200 kW. The system must be connected to the grid and follow the distributed recourse interconnection procedures. Systems greater than 10 kW may be subject to a customer-paid feasibility study.The grant support is granted once the system is installed however the application for the support must be made before the purchase of the system and pre-approved. The support is ranted in a level of USD 1 per each watt installed. The incentive is capped at the average annual electricity consumption levels at the site, assessed on project by project basis. 2) Residential loan for the purchase of the solar system:Available for residential, non-seasonal customers, soft loan provided at 4.9% interest rate with maximum ficing capped at $30,000. Other incentives can be added to loan to reduce the ficing amount.","https://www.iea.org/policies/6365-manitoba-solar-energy-program",2015,NA,NA,"IEA"
"4652","Morocco","MAR",NA,NA,"Morocco Renewable Energy Target 2030","The 2009 National Energy Strategy set out an ambition for 42% of the total installed power capacity to come from renewable energy in 2020. This was expected to require the commissioning of new plants to bring the total capacity to 2000 MW of solar, 2000 MW of wind and 2000 MW of hydro by 2020.In 2015, during the 21st session of the UNFCCC’s Conference of the Parties (COP21), Morocco announced a further planned increase in the renewables capacity to reach 52% of the total by 2030 (20% solar, 20% wind, 12% hydro). To meet the 2030 target, the country aims to add around 10 GW of RE capacities between 2018 and 2030, consisting of 4560 MW of solar, 4200 MW of wind, and 1330 MW of hydropower capacity5.","https://www.iea.org/policies/6557-morocco-renewable-energy-target-2030",2015,NA,NA,"IEA"
"4653","Myanmar","MMR",NA,NA,"Myanmar National Electrification Project (NEP)","The World Bank-funded National Electrification Project extends a USD 400-million credit for ficing and technical assistance to increase electrification rate in the country. The National Electrification Project has four principal components: 1) grid extension, 2) installing mini-grid and solar home systems in rural areas that are not likely to be connected to the main grid by 2025, 3) technical support and training to Myanmar government staff, and 4) reallocating resources if needed for disaster response.The basis of the project are laid by the National Electrification Plan (also referred to as National Electrification Programme or NEP) that aims to provide electricity access to all Myanmar households by 2030, with a rural electrification rate of 33% in 2014. The NEP calls for the electrification rate milestones of 50% in 2020, 75% in 2025 and 100% in 2030.While long-term electricity access will chiefly be provided through the main grid, the short and mid-term will require substantial mini-grid and off-grid investments to ensure basic electricity services reaching large number of users in relatively little time. The NEP therefore takes a two-fold approach: (1) A grid extension programme and (2) an off-grid programme. The off-grid programme is composed of solar home systems and mini-grids with the target population being those who would have to wait especially long for the main grid to reach their homes and/or the regions where grid expansion entails prohibitive costs.","https://www.iea.org/policies/6287-myanmar-national-electrification-project-nep",2015,NA,NA,"IEA"
"4654","Australia","AUS",NA,NA,"NCC 2015 - National Construction Code of Australia - Complete Series","NCC 2015 Complete Series contains NCC 2015 Volumes One, Two, Three and The Guide. The series is a uniform set of technical provisions for the design and construction of buildings and other structures throughout Australia, which allows for variations in climate and geological or geographic conditions. Volume Two: contains the Energy Efficiency requirements (among others) for residential and Class 10 (non-habitable) buildings and structures. The goal of the NCC is to enable the achievement of nationally consistent, minimum necessary standards of relevant safety (including structural safety and safety from fire), health, amenity and sustainability objectives efficiently.","https://www.iea.org/policies/7377-ncc-2015-national-construction-code-of-australia-complete-series",2015,NA,NA,"IEA"
"4655","Namibia","NAM",NA,NA,"Namibia Feed-in Tariff","In April 2015 Namibia started the Renewable Energy Feed-in Tariff programme for biomass, solar PV and wind projects. Projects of 500 kW to 5 MW size are eligible for the support.Feed-in tariff support is awarded for period of 20 years. Tariffs are paid in Namibian dollars and are referenced against USD.Capacity corridors per each renewable technology were set. Namibia is set to deploy 30 MW of wind, 60 MW of solar PV and 60 MW of wind.Namibia feed-in tariff ratesRenewable energy technologyCapacityFIT levels in NAD/kWhFIT levels in US cents/kWhBiomass500 kW – 750 kW2.0418.8 750 kW – 1 MW1.9718.1 1 MW – 2 MW1.917.4 2 MW – 3 MW1.6114.8 3 MW – 4 MW1.3712.6 4 MW – 5 MW1.3012 5 MW1.2311.3Solar PV500 kW – 750 kW3.1328.8 750 kW – 1 MW3.1028.4 1 MW – 2 MW3.0628.1 2 MW – 3 MW2.8626.2 3 MW – 4 MW2.6524.3 4 MW – 5 MW2.5123.1 5 MW2.4622.6Onshore wind500 kW – 750 kW1.8517 750 kW – 1 MW1.6915.5 1 MW – 2 MW1.5414.1 2 MW – 3 MW1.3612.5 3 MW – 4 MW1.2611.5 4 MW – 5 MW1.1910.9 5 MW1.1610.6","https://www.iea.org/policies/5746-namibia-feed-in-tariff",2015,NA,NA,"IEA"
"4656","Lao People's Democratic Republic","LAO",NA,NA,"National Policy on Sustainable Hydropower Development in Lao PDR","The Policy on Sustainable Hydropower Development in Lao PDR, approved through the Decree of 12 January 2015, supersedes the 2006 National Policy on Environment and Social Stability of the Hydropower Sector (No. 561/CPI).It offers policy guidance to agencies that oversee investment projects in the hydropower sector, in close cooperation with the Interministerial Committee set up by the Ministry of Energy and Mines. The policy also aims to raise awareness among project developers and investors of the regulations imposed by the policy.It applies to all hydropower plants larger than 15 MW generation capacity. Purpose of the reviewed law is including technical, engineering, economic/finance, environmental and social impacts in its analysis. These comprise feasability studies, information disclosure, public consultations, compliance monitoring and benefit sharing throughout the project development stages.Reflecting the previous law of 2006, the hydropwer project developers have to hold free, prior and informed consultations with affected communities before any project is implemented. They further have to recognise project-affected communities (as defined in the law) based on various impact assessments and studies. Based on these, the developer is obliged to elaborate a resettlement and livelihoods’ improvement plan, an ethnicity development plan, a gender development plan.","https://www.iea.org/policies/6296-national-policy-on-sustainable-hydropower-development-in-lao-pdr",2015,NA,NA,"IEA"
"4657","Jamaica","JAM",NA,NA,"National Waste-to-Energy Policy (Draft)","The creation of this policy was a specific response to the National Energy Policy 2009 – 2030 which calls for the development of specific aspects of the energy sect as it relates to the energy sector especially in areas related to renewables, diversification of fuels, development of biofuels and energy-from-waste.This policy also will directly support the implementation of two other energy sub-policies: the National Renewable Energy Policy 2010 – 2030 and the National Biofuels Policy 2010-2030.","https://www.iea.org/policies/6419-national-waste-to-energy-policy-draft",2015,NA,NA,"IEA"
"4658","Australia","AUS",NA,NA,"National Wind Farm Commissioner and Independent Scientific Committee on Wind Turbines","In line with the Government's commitment to respond to community concerns about wind farms, it has appointed the National Wind Farm Commissioner along with members to the Independent Scientific Committee on Wind Turbines. The Commissioner's role will be to facilitate resolution of complaints from concerned community residents about, and to provide greater transparency on proposed and operating wind farms.    The Independent Scientific Committee on Wind Turbines has been established to build on the work of the National Health and Medical Research Council and provide advice on the science and monitoring of potential impacts of wind turbine sound on health and the environment. Both the Commissioner and the Committee will provide Annual Reports to the Australian Parliament.","https://www.iea.org/policies/5916-national-wind-farm-commissioner-and-independent-scientific-committee-on-wind-turbines",2015,NA,NA,"IEA"
"4659","Ghana","GHA",NA,NA,"Net Metering Code","The government of Ghana has developed draft of the Net Metering Code. The provisions of the code are aligned with guidelines established in the Renewable Energy Act 2011, Act 832.The draft of the Code provides, that under the net metering billing mechanism, renewable energy generation facility owners are credited for electricity the facility supplies to the grid, and this credit is set off against electricity purchased from the Distribution Utility. A Customer installs a renewable energy generation facility that generates more electricity than needed in a period, and the electricity meter runs in the reverse to provide a credit against electricity consumed during other periods when the Customer’s electricity use exceeds the output of the renewable energy system.Net metering is designed for applications where the renewable energy generation is not being used as a back-up to the main source of power supply. Instead, the excess energy is supplied to the Distribution Utility, on the assumption that the amount of energy supplied to the grid will not exceed the amount purchased over an annual tracking period.It is planned, that only renewable energy generators with capacity up to 200 kW will be able to benefit from the net metering support.","https://www.iea.org/policies/5646-net-metering-code",2015,NA,NA,"IEA"
"4660","Mauritius","MUS",NA,NA,"Net-Metering Phase I (Small Scale Distributed Generation SSDG)","As part of a pilot project, the CEB plans to integrate a total of 5 MW of new Small-Scale Distributed Generation (SSDG) using renewable energy (RE) technologies in the Mauritian grid and 200 kW in Rodrigues. In this regard, a new SSDG Scheme, designed under the principle of net-metering, has been officially launched on 24 August 2015. The main aim of the new SSDG Scheme is to offer the opportunity to small power producers to produce electricity using photovoltaic and wind technologies. In a spirit of democratising the grid access, to the extent it is economically feasible, this carefully designed initiative shall enable around 2000 small customers, especially households, to interconnect their RE installations into the grid at zero cost for backup service and energy storage.The 5 MW in Mauritius is allocated to two customer categories as follows: 4 MW is reserved for Domestic Customer Category (excluding IRS, RES and Three-phase Domestic Customers)1 MW for IRS, RES and Three-phase Domestic Customers and others having declared load below 20 kVA Likewise, the 200 kW in Rodrigues is allocated to two customer categories as follows: 150 kW is reserved for Domestic Customer Category (excluding Three-phase Domestic Customers)50 kW for Three-phase Domestic and others having declared load below 20 kVA This new Scheme enables qualifying customers to offset the quantity of energy (kWh) produced and exported to the grid by their RE SSDG Systems with their imported energy from the grid.Note: Application into the scheme closed in 2016.","https://www.iea.org/policies/6429-net-metering-phase-i-small-scale-distributed-generation-ssdg",2015,NA,NA,"IEA"
"4661","Netherlands","NLD",NA,NA,"Netherlands Offshore Wind Energy Act (Wet Wind op Zee)","Netherland’s Offshore Wind Energy Act was adopted on 24th of June 2015 and entered into force on 1st of July 2015.The Act was implemented to simplify and accelerate the decision making process for the realisation of offshore wind projects in an effort to enable country to meet its 2020 renewable energy targets.Under the Act, the government takes over responsibility from offshore wind project investor regarding spatial planning arrangements and environmental assessment of the proposed plants. Additionally, the Act stipulates, that the responsibility for offshore grid connection falls on the government, not on the project developer. In results, the government is responsible for choosing a location for the proposed plant, and assure that construction and operation of the plant is aligned with all governmental institutions and that it will receive grid connection.Project developers are obligated to obtain permit for the realisation of the project. Under the new law, participation of the project in the offshore wind tender is considered as a part of that process.","https://www.iea.org/policies/6121-netherlands-offshore-wind-energy-act-wet-wind-op-zee",2015,NA,NA,"IEA"
"4662","Netherlands","NLD",NA,NA,"Netherlands offshore wind tenders","Following the implementation of the Offshore Wind Energy Act in mid-2015 introducing auction system for offshore wind projects, the Netherlands adopted secondary regulations and opened first technology specific tenders in 2016. Netherlands aims to auctions 700 MW of offshore capacity each year between 2015 and 2019 in order to create a project pipeline of 3.5 GW. Netherlands opens tenders for projects to be commissioned in Borselle lots I, II, III and IV. Maximum of 350 MW of projects capacity can be commissioned in each lot.On 10th of April 2016 the first tender round was open seeking for the developers for Borssele I and II lots. Tender closed on 12th of May 2016 and on 5th of July winner – Dong Energy – was announced.On 16th of September 2016 the second tender for Borssele III and IV was opened. The application period closes on 29th of September. Winners will be announced by the end of 2016.","https://www.iea.org/policies/6124-netherlands-offshore-wind-tenders",2015,NA,NA,"IEA"
"4663","Ecuador","ECU",NA,NA,"New Electricity Law (Ley Orgánica del Servicio Publico de energía eléctrica)","The law identifies the new structure of the electricity sector in Ecuador, and the role of the Government in the promotion of projects of Renewable energy sources.The law determines that the Electricity Master Plan, PME, will be prepared by the Ministry of Electricity and Renewable Energy, in coordination with the entities and companies of the electric sector.The law also states that The National Energy Efficiency Plan, PLANEE, will be prepared by the Ministry of Electricity and Renewable Energy, in coordination with the Secretaries of State and Institutions whose functions are related to the use of energies.","https://www.iea.org/policies/6402-new-electricity-law-ley-organica-del-servicio-publico-de-energia-electrica",2015,NA,NA,"IEA"
"4664","People's Republic Of China","CHN",NA,NA,"Notice on increase of solar PV installations in 2015","NEA issued a Notice setting the amount of new solar PV capacity to be added in 2015 at level of 17.8 GW. The Notice was issued in order to stabilise the market and the target is split for 28 provinces. Provincial construction plan of photovoltaic power stations in 2015 must not exceed the scale se by NEA. Projects within the qualified scale enjoy national renewable energy fund subsidies (FIT).For roof distributed PV projects and ground mounted self-consumed distributed PV installations, NEA do not restrict the construction scale.NEA encourages provinces to proritise construction PV projects below 35 kv voltage (66 kv for northeast China). A single project capacity should not exceed 20 MW, and the electricity generated by the PV station should be consumed within the main substation area.The construction scale of centralized photovoltaic power station project should match the capability of local grid transit. In principle, the scale of a single centralized PV power station should be not less than 30 MW, which can be planned and constructed separately.","https://www.iea.org/policies/5993-notice-on-increase-of-solar-pv-installations-in-2015",2015,NA,NA,"IEA"
"4665","People's Republic Of China","CHN",NA,NA,"Notice on pilot programmes for locally consumed renewable energy power","National Development and Reform Commission (NDRC) launched pilot projects supporting locally consumed renewable energy in Gansu province and Inner Mongolia. These provinces have substantial wind and solar resources and rapidly growing renewable generation capacity, but they have suffered from severe curtailment problems. By means of local consumed renewable energy, new energy power directly trade with coal-fire, renewable energy priority power generation and some incentive mechanism related to encourage renewable energy integration.","https://www.iea.org/policies/6000-notice-on-pilot-programmes-for-locally-consumed-renewable-energy-power",2015,NA,NA,"IEA"
"4666","Netherlands","NLD",NA,NA,"Offshore wind tender regulation","The regulation provides detailed conditions of the tender process for the offshore wind plants and the subsidy to be awarded as a result of that process.The regulation stipulates that tenders will seek investors to develop projects in Borssele area Lot I and Lot II. The nominal capacity of the production plant to be developed is 351 MW; the maximum capacity is 380 MW per lot. The maximum subsidy to be granted through auction system cannot exceed EUR 2.5 bn per lot. The bidding price submitted in the tender cannot exceed EUR 0.124/kWh. For further details, please refer to the text of the regulation.","https://www.iea.org/policies/6122-offshore-wind-tender-regulation",2015,NA,NA,"IEA"
"4667","Spain","ESP",NA,NA,"Order IET/1045/2014 of 16 June, approving the remuneration parameters for standard facilities, applicable to certain electricity production facilities based on renewable energy, cogeneration and waste.","Ministerial Order IET/1045/2014 , of the 16th of June, approving remuneration parameters for type installations applicable to certain installations for the production of electric energy from renewable energy resources, cogeneration and waste. Order IET/1045/2014, considering the methodology described in Royal Decree 413/2014, sets the remunerative parameters for its first regulatory semi-period (14/07/2013 - 31/12/2016).For the calculation of the remuneration to the investment and to the operation, the following remunerative parameters have been considered, for its entire regulatory life:The standard incomes from the sale of energy valued at the market price.The standard operating costs necessary to carry out the activity.The standard value of the initial investment, all of this for a profitable and well-managed company, throughout its useful regulatory life.The value of the initial investment and the useful life recognised for the installation remain unmovable for the entire lifetime of the installation.Equivalent hours of operation of the type installation according to the real hours of each technology.","https://www.iea.org/policies/6340-order-iet10452014-of-16-june-approving-the-remuneration-parameters-for-standard-facilities-applicable-to-certain-electricity-production-facilities-based-on-renewable-energy-cogeneration-and-waste",2015,NA,NA,"IEA"
"4668","Pakistan","PAK",NA,NA,"Pakistan net metering policy for solar PV and wind projects","On 1st of September 2015 the National Electric Power Regulatory Authority (NEPRA) of Pakistan approved a net metering programme.Solar PV and wind generators under 1 MW of capacity are allowed to sell back produced electricity to the national grid. The payment for purchase of electricity from distributed solar and wind generation units shall be the same as the off-peak electricity rate charged by utility companies for electricity sold to distributed solar and wind generation units. Residential, commercial and industry scale owners of the eligible generators can participate in the scheme.","https://www.iea.org/policies/5785-pakistan-net-metering-policy-for-solar-pv-and-wind-projects",2015,NA,NA,"IEA"
"4669","Panama","PAN",NA,NA,"Panama National Energy Plan 2015–2050","Panama's National Energy Plan 2015–2050 outlines long-term plan for country’s energy sector development, including renewables. The Plan established that 15% of Panama’s generation capacity will come from renewables by 2030 and 50% by 2050.","https://www.iea.org/policies/6107-panama-national-energy-plan-20152050",2015,NA,NA,"IEA"
