Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Objective and/or Activity Affected,Relevance for Electricity Generation,GHG Affected,Printed Page Number,Format,Additional Comments,Link
New Zealand,NZL,NC2,1996,self-regulated wholesale electricity market,"A self-regulated wholesale electricity market has been operating since October 1996. In
addition to promoting overall economic efficiency, the wholesale electricity market is
expected to encourage energy conservation, energy efficiency and renewables by:
• having spot market prices which more accurately signal the real time supply and demand
situation: high prices when supply is tight will encourage demand reductions;
• allowing demand-side bids into the spot market: the ability of wholesale buyers to indicate
to the spot market that they are willing to shed load when the price reaches a certain level
will encourage economically efficient load management;
• providing long-term contracts and a contract trading market which will facilitate trading
and improve the longer term price signals of the value of reductions in demand;",,yes,CO2,53,text,no table in standard form,
New Zealand,NZL,NC2,1996,Energy Saver Fund,,"The Energy Saver Fund, has as its primary objective, the achievement of cost-effective
improvements in end-use residential energy efficiency. It also seeks, as secondary objectives,
to foster the development of sustainable commercial energy efficiency activities, and to
especially promote energy savings in areas where commercial provision of energy efficiency
services is currently particularly unlikely to occur (such as in low income tenanted
properties). ",no,CO2,53,text,no table in standard form,
New Zealand,NZL,NC2,1993/4,Energy Efficiency Strategy," It contains a range of
practical measures aimed at increasing efficiency in selected end-uses of energy across all
sectors of the economy (including the household sector), and the promotion and facilitation of
the development of non-traditional renewable energy resources. This Strategy (albeit with
some minor alterations), in combination with the “core” functions of information provision,
policy advice, and the collation and evaluation of end-use data, has continued to provide the
basis of EECA’s activities since 1994. Significant recent additions are:
• the administration of technical aspects of the Government’s Voluntary Agreements with
industry for limiting carbon dioxide emissions, and
• the administration of the Energy Saver Fund (established as part of the Government’s
reforms to the wholesale electricity market)",,no,,54,text,no table in standard form,
New Zealand,NZL,NC2,1994,CO2 Policy Package,,,unclear,,54,text,no table in standard form,
New Zealand,NZL,NC2,1993,Renewable Energy: Framwork Policy Statement of 1993,,,yes,CO2,57,text,no table in standard form,
New Zealand,NZL,NC1,1992,Electricity Act,"This legislation provides a
regulatory framework to facilitate the development of competitive gas and electricity markets.","The main objective of the reforms has been to improve the sector’s efficiency, in both the production
and use of energy, for the overall benefit of the economy. A key factor behind the reforms has been
increased recognition of the role played by clear market incentives in the adoption of energy efficient
practices.",yes,,34,text,"see also NC2 p. 54, no table in standard form",
New Zealand,NZL,NC1,1992,Gas Act,"This legislation provides a
regulatory framework to facilitate the development of competitive gas and electricity markets.","The main objective of the reforms has been to improve the sector’s efficiency, in both the production
and use of energy, for the overall benefit of the economy. A key factor behind the reforms has been
increased recognition of the role played by clear market incentives in the adoption of energy efficient
practices.",yes,,34,text,"see also NC2 p. 54, no table in standard form",
New Zealand,NZL,NC1,1992,Energy companies Act,"This legislation provides a
regulatory framework to facilitate the development of competitive gas and electricity markets.","The main objective of the reforms has been to improve the sector’s efficiency, in both the production
and use of energy, for the overall benefit of the economy. A key factor behind the reforms has been
increased recognition of the role played by clear market incentives in the adoption of energy efficient
practices.",yes,,34,text,"see also NC2 p. 54, no table in standard form",
New Zealand,NZL,NC1,1992,climate change programme,,,unclear,,35,text,no table in standard form,
New Zealand,NZL,NC1,1994,CIEMA,"voluntary partnership between companies in the cement industry
and EECA (Energy
Efficiency and Conservation Authorit)","t aims to “continually improve energy efficiencies in the cement industry by ‘best
practice’ and demonstrate commitment to New Zealand’s international climate change obligations”.
Energy use improvements of around 20% per tonne of cement are thought to be feasible within this
decade and a series of energy audits is being undertaken to identify specific areas where savings can be
made. Specific initiatives include the use of alternative kiln fuels (such as used oil and tyres), the use
of secondary materials (such as fly-ash and blast furnace slag), product development (such as reduced
‘clinker’ content in concrete) and energy efficiency improvement made through the recapturing of heat
and cogeneration of electricity.I",no,,40,text,no table in standard form,
Portugal,PRT,NC7,2012,National Low-Carbon Roadmap (RNBC 2050 - Toteiro Nacional de Baixo Carbono),"he broad lines for the post-2012 climate policy instruments in their mitigation and adaptation dimensions
were launched by Resolution of the Council of Ministers No 93/2010, of 26 November, which established the
preparation of the National Low-Carbon Roadmap (RNBC 2050 – Roteiro Nacional de Baixo Carbono)37,
finalised and subject to public consultation in 2012.
The RNBC 2050 was a forward-looking instrument of utmost relevance, which presented strategic
guidelines for the shift to a competitive low-carbon economy and served as a reference to other subsequent
climate policy instruments.",,unclear,,86,text,,
Portugal,PRT,NC7,,"National Programme for Climate Change (PNAC - Programa Nacional para as
Alterações Climáticas)",https://www.apambiente.pt/index.php?ref=16&subref=81&sub2ref=117&sub3ref=1376,,unclear,,86,text,,
Portugal,PRT,NC7,,"National Strategy for Adaptation to Climate Change (ENAAC – Estratégia
Nacional de Adaptação às Alterações Climáticas)",https://www.apambiente.pt/index.php?ref=16&subref=81&sub2ref=118&sub3ref=955,,unclear,,86,text,,
Portugal,PRT,NC7,2017,"Commitment for Green Growth (CCV – Compromisso para o
Crescimento Verde) ","With the aim of laying the foundations to boost the transition to a development model capable of
reconciling the indispensable economic growth with lower consumption of natural resources, people’s quality
of life and social and territorial inclusion, the Commitment for Green Growth (CCV – Compromisso para o
Crescimento Verde) was established.
The CCV, adopted by Resolution of the Council of Ministers No 28/2015, of 30 April, established GHG
emission reduction targets, as well as quantified targets in the field of energy with a view to increasing the
share of renewable energy in final energy consumption, and targets for energy efficiency (for 2020 and 2030).",,unclear,,86,text,,
Portugal,PRT,NC7,2017,Environmental Fund,"To this end, the Environmental Fund was set up by Decree-Law No 42-A/2016, of 12 August, with effect
from 1 January 2017, thus terminating the Portuguese Carbon Fund (FPC), the Environmental Action Fund,
the Fund for the Protection of Water Resources and the Fund for the Conservation of Nature and Biodiversity.
As a consequence, the Environmental Fund takes up all responsibilities inherent to the former funds, aiming
to support environmental policies in order to achieve the sustainable development goals, thus helping to meet
national and international objectives and commitments, including those related to climate change, water
resources, waste and conservation of nature and biodiversity.
Following the reorganisation process mentioned above, the Environmental Fund is now under the direct
responsibility of the Ministry of Environment and its day-to-day management is performed by the Secretary
General of the Ministry of Environment.",,unclear,,86,text,,
Portugal,PRT,NC7,,green tax reform (RFV),"n the framework of the green tax reform, approved by Law No 82-D/2014, of 31 December, in particular
with regard to the areas of energy, emissions and transport, the following measures are highlighted38:
 Introduction of carbon taxation in the non-ETS sectors at a rate associated to the carbon price in the
ETS sector (carbon tax);
 Measures to encourage electric mobility;
 Increased vehicle tax rates according to CO2 emissions;
 Measures to promote the use of public transport;
 A scheme to encourage end-of-life vehicle scrapping.",,unclear,,86,text,,
Portugal,PRT,NC7,,National Action Plan for Energy Efficiency (PNAEE),,,unclear,,90,text,,
Portugal,PRT,NC7,2010,National Action Plan for Renewable Energy (PNAER)/ National Renewable Energy Programm,,,yes,,90,text,,
Portugal,PRT,NC7,,National Action Plan for Circular Economy (PNAEC),,,unclear,,90,text,,
Portugal,PRT,NC7,    ,"Promotion of energy
efficiency in the
agricultural sector","Establishment of incentives for energy efficiency measures in the
sector, including irrigation, associated with improvements in water
efficiency, aimed at reducing the energy intensity of the sector by
2030. Monitoring of GHG in systems for monitoring policies and
measures to encourage energy efficiency, Using methodologies
compatible with the emissions inventory","Demand management/reduction
(Energy consumption); Energy
efficiency in the agricultural sector
(Other energy consumption",no,CO2,94,table,,
Portugal,PRT,NC7,    ,"Promotion of renewables
in the agricultural sector","Establishment of incentives for production by the agricultural sector
of renewable energies (solar thermal, green heat, biomass,
minicompanies, biomethane, others). Monitoring of GHG in the
monitoring systems of policies and measures to encourage the use of
renewable energy in the sector, using methodologies compatible with
the inventory of emissions","ncrease in renewable energy
(Energy supply); Efficiency
improvement in industrial end-use
sectors (Energy consumption);
Demand management/reduction
(Energy consumption)",unclear,CO2,94,table,,
Portugal,PRT,NC7,    ,"Decarbonization Public
Administration buildings","Promoting energy efficiency measures targeting the Public
Administration: - Energy certification of State buildings and energy
efficiency management contracts - Action Plan for Energy Efficiency
in Public Administration (ECO.AP) - More efficient public
administration transport - Efficient public lighting","Efficiency improvements of buildings
(Energy consumption); Demand
management/reduction (Energy
consumption)",no,CO2,94,table,,
Portugal,PRT,NC7,    ,"Promotion of production
and self-consumption of
renewables","Increase the introduction of renewable energies in final energy
consumption, reducing the carbon intensity of the building stock
(residential and commercial), through the following actions:
promoting the integration of solar thermal collectors in the built-up
park and building and renovation of the Park of existing equipment
at end of life and promotion of the production of electricity for self
consumption from renewable source",increase in renewable energy (energy supply),,CO2,94,table,,
Portugal,PRT,NC7,    ,Energy efficiency in buildings,"To increase the energy performance rating of residential buildings
and services and reduce their carbon intensity by extending the
system in line with the guidelines of the Energy Efficiency Directive;
To reduce the energy consumption and carbon intensity of the
building stock (residential and commercial) by promoting the
application of efficient insulating materials (roofing, flooring and
walls) in the building stock with repair and Promotion of the use of
double glazing, thermal cut-off frames and efficient (low-emissivity)
glass in the park of buildings with repair needs.
To use energy more efficiently in the building stock (residential and
commercial), through the following actions: promotion of the
replacement of fireplaces by heat recuperators in residential buildings
and promotion of the acquisition of heat pumps for heating in
replacement of active air conditioning.
To use energy more efficiently in the park of buildings (residential
and commercial), through the adoption of national programs leading
to the promotion of efficient lighting, through the renovation of the
park by the replacement of energy-efficient lamps and their
respective phase-out.
To use energy more efficiently in the building stock (residential and
commercial), by promoting the replacement of household appliances
and other electrical equipment for essentially domestic use, reducing
the specific consumption of the domestic equipment fleet","fficiency improvements of buildings
(Energy consumption); Efficiency
improvement of appliances (Energy
consumption); Efficiency
improvement in services/ tertiary
sector (Energy consumption);
Demand management/reduction
(Energy consumption)",no,CO2,94,table,,
Portugal,PRT,NC7,    ,phasing out fuel oil cogeneration,reduction or phasing out of the tariff on cogeneration plants using fuel oil,"Efficiency improvement in industrial
end-use sectors (Energy
consumption); Switch to less
carbon-intensive fuels (Energy
supply",unclear,CO2,94,table,,
Portugal,PRT,NC7,    ,"Renewables: Heating and
Cooling","Measures promoting of renewables: Thermal solar energy; Green
heat; Registration of installers of small renewables system","Increase in renewable energy
(Energy supply); Enhanced non-
renewable low carbon generation
(nuclear) (Energy supply",unclear,CO2,94,table,,
Portugal,PRT,NC7,    ,Renewables: Electricity,"Promoting renewables in the electricity sector: Introduction of a
general remuneration regime; Operationalisation of the market
facilitator role; Operationalisation of Origin Guarantees; Biomass
power plants (decentralised network); One stop shop electricity;
National Dam Plan including reinforcement of capacity and
installation of pumping systems; Offshore energy pilot zone; Over-
equipment for wind fams","Increase in renewable energy
(Energy supply); Switch to less
carbon-intensive fuels (Energy
supply); Efficiency improvement in
the energy and transformation
sector (Energy supply)",yes,CO2,94,table,,
Portugal,PRT,NC7,,System for the Management of Intensive Energy Consumption - SGCIE,"Promote energy efficiency and monitor the energy consumption of
energy-intensive consumer installations. Monitoring and control;
Effluent treatment; Integration of processes; Maintenance of energy-
consuming equipment; Thermal insulation; Training and sensitization
of human resources; Reduction of reactive energy","Efficiency improvement in industrial end-use
sectors (Energy consumption); Demand
management/reduction (Energy
consumption); Reduction of losses (Other
energy consumption); Reduction of losses
(Other industrial processes)",no,CO2,99,table,,
Portugal,PRT,NC6,,Energy Efficiency Program in Public Administration (ECO.AP),,,unclear,,105,text,,
Portugal,PRT,NC6,    ,"MRe1“E4, E-RES”
Program (replaced by
MA2007e)",,"Reduction of GHG emissions from
electricity production through the increase
in generation from renewable energy
sources (meeting a 39% target of gross
electricity consumption by 2010 with RES)",yes,"CO2, cH4, N2O",107,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-70",
Portugal,PRT,NC6,    ,"MRe2(New) Expansion
Plan of the electricity
production system
(replaced by MA2007)",,"Operational start of new natural gas
combined cycle power plants (NGCCP)
(2160 MW in 2006 will now be 5360 MW
in 2010)",yes,"CO2, cH4, N2O",107,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-71",
Portugal,PRT,NC6,    ,"MRe3.Energy Efficiency
in Buildings",,"Increase energy efficiency in buildings by
about 40% through the adoption of new
regulation(s) on acclimatisation and
thermal behaviour of buildings, in
substitution of present regulations",no,"CO2, CH4, N2O",107,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-72",
Portugal,PRT,NC6,    ,"MRe4. Solar Hot Water
for Portugal Program
(AQSpP)",,"Promotion of domestic water heating by
solar energy. Initial target of 1 million m2
of solar panels installed by 2010 (around
150 000 m2 per year) altered to sustaining
in 2005 and 2006 the growth rate of past
few years. An installation rate of 100 000
m2/year is considered for the following
years (2007-2020), with the entry into
force in 2006 of new legislation",yes,"CO2, CH4, N2O",107,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118",
Portugal,PRT,NC6,    ,"MRe5. IPPC Directive
(Integrated Prevention
and Pollution Contro",,"The IPPC Directive was transposed to
internal legislation by Decree-Law
194/2000, of 21 August.",unclear,"CO2, CH4, N2O",107,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118,",
Portugal,PRT,NC6,    ,MAe1. Energy efficiency improvement in the electricity generation sector,,"Reduction of the rate of loss in the energy
transport and distribution network to
8.6%41 by 2010",yes,"CO2, CH4, N2O",108,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-75",
Portugal,PRT,NC6,    ,"MAe2. Energy efficiency improvement
in the energy supply
systems, considering
electricity generation
from co-generation",,"Increase in electricity generated from co-
generation systems, up to a share of 18%
of the gross national consumption of in
2010.",yes,"CO2, CH4, N2O",108,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-76",
Portugal,PRT,NC6,    ,"MAe3. Improvement in
energy efficiency from
the electricity demand-
side",,"Reduction of electricity consumption by
about 1000 GWh by 2010",no,"CO2, CH4, N2O",108,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-77",
Portugal,PRT,NC6,    ,"MAe4. Promotion of
electricity produced
from renewable energy
sources",,"Increase installed capacity of units of
electricity generation from RES to yield up
to 5100 MW of wind power",yes,"CO2, CH4, N2O",108,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-78",
Portugal,PRT,NC6,    ,"MAe5. Introduction of
natural gas in the
Autonomous Region of
Madeira",,"Substitution of the most polluting fuels
and diversification of energy sources in
the Autonomous Region of Madeira",no,"CO2, CH4, N2O",108,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-79",
Portugal,PRT,Nc6,    ,"MAr1. Realignment of the
tax burden on diesel
fuel for heating
(residential sub-sector)",,"Tax harmonization between diesel fuel for
heating and for transport by 2014",no,"CO2, CH4, N2O",108,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-80",
Portugal,PRT,NC6,    ,"MAs1 Realignment of
the tax burden on diesel
fuel for heating
(services sub-sector)",,"Tax harmonization between diesel fuel for
heating and for transport by 201443n
diesel fuel",no,"CO2, CH4, N2O",109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-81",
Portugal,PRT,NC6,    ,"MAi1. Increase in tax
on industrial fuels",,"Changing the fuel tax (ISP) on industrial
fuels, so as to create an incentive
structure for GHG emissions reduction",no,"CO2, CH4, N2O",109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-82",
Portugal,PRT,NC6,    ,"MAi2. Review of the
Regulation on the
Management of Energy
Consumption (RGCE)",,"Defining of a new RGCE that promotes
energy efficiency in the industrial sector
through voluntary agreements",no,"CO2, CH4, N2O",109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-83",
Portugal,PRT,NC6,    ,"MAi3. Incentives to the
substitution of fuel oil
co-generation by
natural gas generation",,"Reduction or phasing-out of the tariff for
co-generation using fuel oil",unclear,"CO2, CH4, N2O",109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118, also in NC4 p. 67-84",
Portugal,PRT,NC6,    ,"MA2007e1 – replacing
MRe1",,"Renewable energy: increase to 45% the
goal of electricity generation in 2010 by
renewable sources (previously of 39%)",yes,CO2,109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118",
Portugal,PRT,NC6,    ,"MA2007e2 – replacing
MRe2",,"Operational start of new natural gas
combined cycle power plants (NGCCP)
(2160 MW in 2006 will now be 5360 MW
in 2010)48
MA2007e2/scenario 1 – use rate of an
average 37% in the 2008-2012 period
for all (existing and new) NGCCP plants
MA2007e2/scenario 2 - use rate of an
average 40% in 2008-2012 period for all
(existing and new) NGCCP plants",yes,CO2,109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118",
Portugal,PRT,NC6,    ,MA2007e3 – (new),,"Co-combustion of biomass: 5% to 10%
substitution of the coal in Sines and Pego
thermic power plants by biomass or Waste
Derived Fuel.49
MA2007e3/scenario 5%
MA2007e3/scenario 10",yes,CO2,109,table,"unclear if this overlaps with policies from NC7 because different policy names are used for similar descriptions & years missing, also in NC5 on p. 117-118",
Portugal,PRT,NC6,,Mag2. Treatment and energy recovery of livestock waste,,"Reduction in methane emissions resulting
from manure management through the
conversion of medium and large manure
management systems (headcount over
1000) to anaerobic biodigestors with
energy recovery
945 000 heads associated to the Liz, Oeste,
Algarve, Setubal e Rio Maior systems.",yes,CO2,115,table,"also in NC5, p. 122, also NC4 p. 75",
Portugal,PRT,NC3,,"Electricity produced from renewable
energy sources",,"Power generation from
renewable energy sources
(39% of total electricity
consumption by 2010)",yes,"CO2, CH4, N2O",44,table,,
Portugal,PRT,NC3,,"Energy Efficiency in the Power generation
sector",,"Introduction of higher
efficiency combined cycle
natural gas units (60%
instead of 55%)I",no,"CO2, CH4, N2O",44,table,"unclear if this overlaps with MAe1. (NC6, see above)",
Portugal,PRT,NC3,,"Energy Efficiency in the Power generation
sector",,"Reduction of losses from
distribution. Reduction of
losses from 9.3% to 8.6% of
energy provided by the grid by
2010.",no,"CO2, CH4, N2O",44,table,status: PLANNING,
Portugal,PRT,NC3,,Co-generation,,"Application of the proposed
Directive on co-generated
electricity. Target of 18%
throughout EU by 2010.",yes,"CO2, CH4, N2O",44,table,status: PLANNING,
Portugal,PRT,NC3,2002,Application of a demand-side management programme,,"Annual average growth rate
of electricity consumption from
3.6% to 3% forseen between
2000 and 2010",no,"CO2, CH4, N2O",44,table,status: PLANNING,
Portugal,PRT,NC3,,"Regulation on the Thermal Characteristics and
Behaviour of Buildings",,"Establishes an equilibrium between
the needs of thermal comfort and the
rational use of energy.",no,"CO2, CH4, N2O",45,table,,
Portugal,PRT,NC3,,Regulation of Energy Systems for Buildings ́ Climatization,,"Establishes rules and guidelines for
the dimensioning of energy consuming
systems for climatization of buildings",no,"CO2, CH4, N2O",45,table,,
Portugal,PRT,NC3,,"Regulation on Management
of Energy Consumption",,"Determines the reduction plans for
energy consumption by businesses
and energy intensive consumers.",no,"CO2, CH4, N2O",45,table,,
Portugal,PRT,NC3,,Labelling,,"Promoting behavioural change,
towards production and consumption
of electrical equipment with higher
efficiency levels.",unclear,"CO2, CH4, N2O",45,table,,
Portugal,PRT,NC3,,"Energy Efficiency and Endogenous Energies Programme: Solar Hot Water
for Portugal Programme",,1.000.000 m 2 in 2010 ,unclear,"CO2, CH4, N2O",45,table,,
Portugal,PRT,NC3,,National Programme for Energy Efficiency in Buildings,,"Revision of existing instruments
(RCCTE and RSECE), making energy
efficiency requirements more stringent,
certification of buildings, more intensive
labelling of equipment and adding
information to the consumer.",no,"CO2, CH4, N2O",45,table,status: PLANNING,
Portugal,PRT,NC3,,"Dissemination of information to the
business sector on the fiscal benefits
associated with thermal solar
appliactions",,,no,,45,table,status: PLANNING,
Portugal,PRT,NC3,,"training to policy makers and the
public at both national and local levels
on good practice in the rational use
and conservation of energy in
buildings, on technological
specifications of labelling, and on
demand-side management of energy
as well as monitoring and
benchmarking processes.",,,no,,45,table,status: PLANNING,
Portugal,PRT,NC3,,"Revision of tax incentives to promote
use of new equipmen","Substitution of 50% of lighting
equipment, 20% of total u.a. In 2010
(substitution of incandescent bulbs by
low consumption compact fluorescent
bulbs)",,no,,45,table,status: PLANNING,
Portugal,PRT,NC3,,"Procurement of energy efficient
equipment in the service sector",,,no,,45,table,status: PLANNING,
Portugal,PRT,NC3,,RGCE ,"Reduction of energy consumption by
large power consumers; establish
specific consumption reduction
targets for businesses through Plans
for Rational Use of Energy",,no,CO2,49,table,,
Portugal,PRT,NC3,2003,"Use of Energy Potential
and Rationalisation of
Consumption",,"The reformulation of this measure, to
take effect from 2003, will increase
the reduction potential by about
0.11 Mt CO 2 eq.",no,CO2,49,table,status: PLANNING,
Portugal,PRT,NC3,,"Emissions reduction by
SME",Rational Use of Energy by SME,,no,CO2,49,table,status: PLANNING,
Portugal,PRT,NC3,,"Use of Energy Potential
and Rationalisation of
Consumption","Increase installed capacity, by 250
MW, of power production facilities
based on renewable energy
sources; 90MW of new installed
capacity in co-generation; savings of
30,000 toe resulting from energy
efficiency and rational use of energy.",,yes,CO2,49,table,,
Portugal,PRT,NC3,,Energy Services,,"Rational Use of Energy and
introduction of clean technologies to
SME",no,CO2,49,table,status: PLANNING,
Portugal,PRT,NC3,,"Management of Energy
Consumption by the
Transport sector",,"reduction of specific energy
consumption",no,"CO2, CH4, N2O",47,table,,
Portugal,PRT,NC2,1997,Introduction of natural gas,"Diversification of the supply of primary energy,
through the use of natural gas, is one of the
measures being implemented. The first supplies
of natural gas to the public were delivered in
the first quarter of 1997.
During the first few years of use of this fuel,
around 40% of consumption will be used for
electricity production, and the first gas fired
powered station is expected to come into
operation in 1998, followed by alteration works
to be carried out on already existing power
stations for mixed burning operations.
The increased demand for electricity projected
for the year 2010 will therefore essentially be
fulfilled by natural gas.
The projections suggest that natural gas will
be used as a replacement fuel for other, more
polluting fuels. This will represent around 10%
in industry and 11% in the domestic/services
sector by the year 2010. The consumption of natural gas in Portugal
in the years 2000 and 2010 is expected to
represent around 8% and 14% of the total
consumption of primary energy, respectively.
The introduction of natural gas has benefited
from the support of the Energy Programme, both
in respect of the building of transport and
distribution infrastructures as in actions designed
to further the penetration of gas on the market,
particularly as regards reconversion to
consumption of natural gas.",,yes,,47,text,,
Portugal,PRT,NC2,,Intensified use of renewable endogenous resources,"The most important component part of
renewable energies, which could make a
substantial contribution to containing the global
emissions of CO2, is the hidroelectricity sector.
Special reference should be made, in this
domain, to the importance of the projects to be
realised in the coming future, in the Quinta das
Laranjeiras (River Sabor), Alqueva (River
Guadiana), Fridão (River Tâmega) damns and
the reinforcing of the Venda Nova Dam (River
Cávado) Of the various instruments designed to
implement this measure currently in use, special
reference should be made to the following: The diffusion and use of investment
incentives for hydropower installations and wind
farms, which are expected to represent an
estimated additional installed capacity of 170
MW by 1999 (100 MW in the case of mini
hydropower stations and 70 MW in the case of
wind farms).
The legislation in the sector has made a
contribution by applying a special statute to
independent producers under which they enjoy
preferential conditions in selling their electricity
production.
• There are also inducements for the use
of other renewable sources. These include the
use of vegetal wastes and sub-products, in
co-generating stations.
• On a Municipalities level, an Action Plan
covering the use of endogenous resources
has been prepared. Financial provisions are
contained in the Energy Programme, with
the objective of increasing the production of
energy and exploiting local energy resources.
• Energy Programme has also provided
investment subsidies. There are also fiscal
incentives for the purchase of equipment
designed to use renewable energies (VAT
reductions and deduction of investment from
personal income tax IRS).",,yes,,47,text,,
Portugal,PRT,NC2,,Rational Use of Energy,"This policy, which has been targeted at
energy efficiency, has been implemented in the
form of:
- An incentives system for the rational use of
energy (SIURE), applied to the industrial, transport
and residential sectors (essentially under the
Energy and PEDIP II Programmes) and the
application of legislation in the form of diverse
Regulations on:
• management of energy consumption
(RGCE);
• characteristics of the thermal behaviour
of buildings (RCCTE);
• quality of energy systems for air
conditioning applications in buildings (RQSCE);
• labelling of household appliances
(refrigerators, freezers, washing and drying
machines and dishwashers);
• Action Plan covering energy
management in Municipalities, including the
demand for energy in the public and private
domains and energy production, as well as
exploiting local energy resources, including
urban wastes;
• encouragement of efficiency in the use of electricity in the form of peak, off-peak
tariff systems, etc;
• introduction of information and training
on the rational use of energy, specifically
targeted at the domestic consumer and road
users;",energy efficiency,no,,48,text,,
Portugal,PRT,NC2,,Technological Development,"New, more sophisticated, albeit not
necessarily innovative technologies have been
applied in this domain, for modernising current
equipment and installations:
• in the refining sector as regards the
installation of de-sulphurisation facilities;
• in electricity production, through the use
of new combined power stations allied with
an increase in the efficiency of thermal
conversion and the conversion of power
stations to use mixed fuel (fuel-oil and natural
gas);
• on network development, minimising
transport and electricity distribution losses;
• in energy conservation, for recovering
thermal losses or recovery of energy from
wastes and industrial or agro-food sub-
products. The technological development measures are
also targeted at Demonstration and Development
projects under the Energy Programme and
operate with the support of the various agents
involved (Public Administration, Universities and
Private Enterprise)",,yes,,48,text,,
Portugal,PRT,NC2,,Limiting Emissions,"A diverse range of regulatory alterations have
been introduced in this area, as regards the
specifications of fuel characteristics, with the
objective of progressively reducing the sulphur
content of fuels.",,no,,48,text,,
Spain,ESP,NC7,,Technical Building Code,,,unclear,,67,table,"no table in standard form, translated from Spanish",
Spain,ESP,NC7,,Regulation on Thermal Installations in Buildings,,,unclear,,67,table,"no table in standard form, translated from Spanish",
Spain,ESP,NC7,,Energy Certification of New Buildings,,,unclear,,67,table,"might overlap with Energy Certificates for new and exisiting buildings (see below NC7 2013); no table in standard form, translated from Spanish",
Spain,ESP,NC7,2000,Royal Decree 1955/2000,"Royal Decree 1955/2000, of 1 December 2000, develops the regulatory framework governing the activities of transmission, distribution, marketing, supply and authorisation procedures for electricity installations. It establishes that the transmission grid planning, which is binding for the different parties involved in the electricity system, will be carried out by the government with the collaboration of the Autonomous Regions.
The development of the Plan is directly linked to energy production and consumption. Spain's primary energy intensity has evolved favourably from 2004 to 2015, with a value of 114 (toe primary energy/M€ 2005 GDP). This evolution is the result of the
measures implemented in energy efficiency and places Spain on a convergent path with the European average (see Table 25). with the European average (see Table 25).",,yes,,68,text,translated from Spanish,
Spain,ESP,NC7,2008,Electricity and gas sector planning 2008-2016,"The Electricity and Gas Sectors Planning 2008-2016 was adopted by Order ITC/2906/2010, of 8 November, approving the annual programme of facilities and exceptional actions of the electricity and natural gas transmission networks and by the Resolution of 27 December 2012, of the Directorate General for Energy Policy and Mines of the Ministry of Industry, Energy and Tourism, approving the annual programme of facilities of the transmission networks is in force.",,yes,,"67, 68","table, text","no table in standard form, translated from spanish",
Spain,ESP,NC7,2015,Plan for the Development of the Electricity Transmission Grid 2015-2020,"In order to adapt the planning of the electricity system to meet the 2020 objectives in terms of energy efficiency, renewable energies and the environment, as well as to adapt it to changes in the macroeconomic scenario, the document ""Energy Planning. Plan for the Development of the Electricity Transmission Grid 2015-2020"", provided for in article 4 of Law 24/2013, of 26 December, on the Electricity Sector and published by Order IET/2209/2015, of 21 October (BOE no. 254, of 23 October 2015). This planning replaces, in the part corresponding to the electricity transmission network, the
Planning of the Electricity and Gas Sectors 2008-2016"", approved by the Council of Ministers on 30 May 2008. However, the planning for the period 2008-2016 continues to apply to gas infrastructures. The 2015-2020 planning includes forecasts on the future behaviour of demand, the resources needed to satisfy it resources needed to meet demand, the evolution of market conditions to guarantee supply and environmental protection criteria. supply and environmental protection criteria.",,yes,,68,text,translated from Spanish,
