"","ISO","Module","Policy","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source"
"750","AUT","Industry","Financing Mechanism Industry",2014,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"751","AUT","International","Evaluation Biannual Report",2014,3,"Other","Climate data",3,3,1,1,1,"OECD"
"752","AUT","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"753","AUT","International","UNFCCC Submission",2014,5,"Other","Climate data",2,2,0,1,1,"OECD"
"754","BEL","Cross_sectoral","RDD_CCS",2014,3,"MBI","Other MBI",3,-3,0,1,0,"OECD"
"755","BEL","Cross_sectoral","RDD_Hydrogen",2014,5,"MBI","Other MBI",5,4,0,1,1,"OECD"
"756","BEL","International","Evaluation Biannual Report",2014,3,"Other","Climate data",3,3,1,1,1,"OECD"
"757","BEL","International","International Initiatives",2014,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"758","BEL","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"759","BRA","Electricity","Auction",2014,4,"MBI","Subsidy",4,4,1,1,1,"OECD"
"760","BRA","International","Evaluation Biannual Report",2014,10,"Other","Climate data",10,10,1,1,1,"OECD"
"761","CAN","Cross_sectoral","RDD_Otherstorage",2014,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"762","CAN","Electricity","PlanningRenewablesExpansion",2014,9,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD"
"763","CAN","International","Evaluation Biannual Report",2014,3,"Other","Climate data",3,3,1,1,1,"OECD"
"764","CAN","International","UNFCCC Submission",2014,6,"Other","Climate data",3,3,0,1,1,"OECD"
"765","CAN","Transport","ETS Transport",2014,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"766","CAN","Transport","Investment in Rail Infrastructure",2014,3,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"767","CHE","Buildings","Carbon Tax Buildings",2014,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"768","CHE","Cross_sectoral","RDD_Otherstorage",2014,9,"MBI","Other MBI",3,3,0,1,1,"OECD"
"769","CHE","Electricity","ETS Electricity",2014,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"770","CHE","Industry","ETS Industry",2014,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"771","CHE","International","Evaluation Biannual Report",2014,4,"Other","Climate data",4,4,1,1,1,"OECD"
"772","CHN","Buildings","ETS Buildings",2014,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"773","CHN","Electricity","ETS Electricity",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD"
"774","CHN","Industry","ETS Industry",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD"
"775","CHN","International","Evaluation Biannual Report",2014,10,"Other","Climate data",10,10,1,1,1,"OECD"
"776","CHN","Transport","ETS Transport",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD"
"777","DEU","International","Evaluation Biannual Report",2014,4,"Other","Climate data",4,4,1,1,1,"OECD"
"778","DEU","International","International Initiatives",2014,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"779","DEU","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"780","DEU","International","UNFCCC Submission",2014,6,"Other","Climate data",3,3,0,1,1,"OECD"
"781","DNK","Cross_sectoral","Independent Advisory Body",2014,6,"Other","Governance",6,6,1,1,1,"OECD"
"782","DNK","Cross_sectoral","RDD_EnergyEfficiency",2014,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"783","DNK","Industry","EnergyEfficiencyMandates",2014,8,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD"
"784","DNK","International","Evaluation Biannual Report",2014,3,"Other","Climate data",3,3,1,1,1,"OECD"
"785","DNK","International","International Initiatives",2014,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"786","DNK","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"787","ESP","Cross_sectoral","RDD_CCS",2014,3,"MBI","Other MBI",3,0,0,1,0,"OECD"
"788","ESP","Cross_sectoral","RDD_Otherstorage",2014,4,"MBI","Other MBI",4,0,0,1,0,"OECD"
"789","ESP","Industry","Fossil Fuel Subsidies Industry",2014,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"790","ESP","International","Evaluation Biannual Report",2014,2,"Other","Climate data",2,2,1,1,1,"OECD"
"791","ESP","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"792","ESP","International","UNFCCC Submission",2014,6,"Other","Climate data",2,3,0,1,1,"OECD"
"793","FIN","Electricity","PlanningRenewablesExpansion",2014,4,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD"
"794","FIN","Industry","EnergyEfficiencyMandates",2014,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD"
"795","FIN","International","Evaluation Biannual Report",2014,10,"Other","Climate data",10,10,1,1,1,"OECD"
"796","FIN","International","International Initiatives",2014,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"797","FIN","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"798","FIN","International","UNFCCC Submission",2014,6,"Other","Climate data",2,2,0,1,1,"OECD"
"799","FRA","Buildings","Carbon Tax Buildings",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD"
"800","FRA","Buildings","Excise Taxes Buildings",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD"
"801","FRA","Buildings","Fossil Fuel Subsides Buildings",2014,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"802","FRA","International","Evaluation Biannual Report",2014,4,"Other","Climate data",4,4,1,1,1,"OECD"
"803","FRA","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"804","FRA","International","UNFCCC Submission",2014,6,"Other","Climate data",2,2,0,1,1,"OECD"
"805","FRA","Transport","Carbon Tax Transport",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD"
"806","GBR","Electricity","ETS Electricity",2014,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"807","GBR","Electricity","Feed-In-Tariffs",2014,7,"MBI","Subsidy",2,2,0,1,1,"OECD"
"808","GBR","Electricity","PlanningRenewablesExpansion",2014,9,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD"
"809","GBR","Industry","EnergyEfficiencyMandates",2014,8,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD"
"810","GBR","International","Evaluation Biannual Report",2014,6,"Other","Climate data",6,6,1,1,1,"OECD"
"811","GBR","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"812","GBR","International","UNFCCC Submission",2014,6,"Other","Climate data",2,2,0,1,1,"OECD"
"813","IND","Industry","Fossil Fuel Subsidies Industry",2014,9,"MBI","Carbon Pricing",4,5,0,1,1,"OECD"
"814","IND","International","Evaluation Biannual Report",2014,1,"Other","Climate data",1,1,1,0,0,"OECD"
"815","IND","Transport","Fossil Fuel Subsidies Transport",2014,7,"MBI","Carbon Pricing",4,5,0,1,1,"OECD"
"816","ISR","International","Evaluation Biannual Report",2014,2,"Other","Climate data",2,2,1,1,1,"OECD"
"817","ITA","Buildings","Financing Mechanism Buildings",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD"
"818","ITA","Industry","Financing Mechanism Industry",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD"
"819","ITA","International","Evaluation Biannual Report",2014,4,"Other","Climate data",4,4,1,1,1,"OECD"
"820","ITA","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"821","JPN","Buildings","BuildingEnergyCodes",2014,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"822","JPN","Electricity","PlanningRenewablesExpansion",2014,5,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD"
"823","JPN","International","Evaluation Biannual Report",2014,6,"Other","Climate data",6,6,1,1,1,"OECD"
"824","JPN","International","International Initiatives",2014,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"825","JPN","International","UNFCCC Submission",2014,6,"Other","Climate data",2,2,0,1,1,"OECD"
"826","KOR","International","Evaluation Biannual Report",2014,1,"Other","Climate data",1,1,1,0,0,"OECD"
"827","KOR","International","International Initiatives",2014,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"828","NLD","Electricity","PlanningRenewablesExpansion",2014,7,"NMBI","Other regulatory instruments",5,7,0,1,0,"OECD"
"829","NLD","Industry","Financing Mechanism Industry",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"830","NLD","International","Evaluation Biannual Report",2014,8,"Other","Climate data",8,8,1,1,1,"OECD"
"831","NLD","International","International Initiatives",2014,5,"Other","International Co-operation",2,2,0,1,1,"OECD"
"832","NLD","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"833","NLD","International","UNFCCC Submission",2014,6,"Other","Climate data",2,2,0,1,1,"OECD"
"834","NOR","Buildings","Bans and Phaseouts Fossil Fuels Heating",2014,5,"NMBI","Technology Standards",3,3,0,1,1,"OECD"
"835","NOR","Electricity","Renewable energy certificates",2014,6,"MBI","Subsidy",1,2,0,0,1,"OECD"
"836","NOR","International","Evaluation Biannual Report",2014,4,"Other","Climate data",4,4,1,1,1,"OECD"
"837","NOR","International","International Initiatives",2014,4,"Other","International Co-operation",3,3,0,1,1,"OECD"
"838","NOR","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"839","NOR","Transport","Investment in Rail Infrastructure",2014,5,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"840","RUS","Buildings","Labels Appliances",2014,5,"NMBI","Information",2,2,0,1,1,"OECD"
"841","RUS","Industry","EnergyEfficiencyMandates",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD"
"842","RUS","International","Evaluation Biannual Report",2014,2,"Other","Climate data",2,2,1,1,1,"OECD"
"843","RUS","International","UNFCCC Submission",2014,5,"Other","Climate data",2,2,0,1,1,"OECD"
"844","SWE","Buildings","BuildingEnergyCodes",2014,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"845","SWE","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2014,6,"MBI","Carbon Pricing",6,6,0,1,1,"OECD"
"846","SWE","International","Evaluation Biannual Report",2014,4,"Other","Climate data",4,4,1,1,1,"OECD"
"847","SWE","International","Pricing Aviation Maritime",2014,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD"
"848","SWE","International","UNFCCC Submission",2014,6,"Other","Climate data",3,3,0,1,1,"OECD"
"849","USA","Cross_sectoral","RDD_Otherstorage",2014,5,"MBI","Other MBI",2,2,0,1,1,"OECD"
"850","USA","International","Evaluation Biannual Report",2014,6,"Other","Climate data",6,6,1,1,1,"OECD"
"851","USA","International","International Initiatives",2014,5,"Other","International Co-operation",2,2,0,1,1,"OECD"
"852","USA","Transport","Speed Limits",2014,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"853","AUS","Buildings","Financing Mechanism Buildings",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD"
"854","AUS","Cross_sectoral","RDD_Renewables",2015,9,"MBI","Other MBI",2,-1,0,1,0,"OECD"
"855","AUS","Industry","Financing Mechanism Industry",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"856","AUS","International","International Initiatives",2015,5,"Other","International Co-operation",4,4,0,1,1,"OECD"
"857","AUT","Buildings","Financing Mechanism Buildings",2015,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"858","AUT","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2015,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD"
"859","AUT","Cross_sectoral","RDD_CCS",2015,6,"MBI","Other MBI",4,4,0,1,1,"OECD"
"860","AUT","Industry","EnergyEfficiencyMandates",2015,8,"NMBI","Other regulatory instruments",6,7,0,1,1,"OECD"
"861","AUT","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"862","AUT","International","International Initiatives",2015,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"863","BEL","Cross_sectoral","RDD_CCS",2015,5,"MBI","Other MBI",2,5,0,1,0,"OECD"
"864","BEL","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"865","BRA","Industry","Financing Mechanism Industry",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"866","BRA","International","International Initiatives",2015,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"867","BRA","International","UNFCCC Submission",2015,2,"Other","Climate data",2,2,0,1,1,"OECD"
"868","CAN","Cross_sectoral","RDD_Nuclear",2015,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"869","CAN","International","International Initiatives",2015,6,"Other","International Co-operation",2,3,0,1,1,"OECD"
"870","CHE","Cross_sectoral","RDD_CCS",2015,7,"MBI","Other MBI",1,2,0,0,1,"OECD"
"871","CHE","Industry","Financing Mechanism Industry",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"872","CHE","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"873","CHE","International","International Initiatives",2015,5,"Other","International Co-operation",2,2,0,1,1,"OECD"
"874","CHN","Buildings","Financing Mechanism Buildings",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD"
"875","CHN","Industry","Financing Mechanism Industry",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"876","CHN","International","International Initiatives",2015,3,"Other","International Co-operation",3,3,1,1,1,"OECD"
"877","DEU","Electricity","Auction",2015,3,"MBI","Subsidy",3,3,0,1,1,"OECD"
"878","DEU","Industry","EnergyEfficiencyMandates",2015,8,"NMBI","Other regulatory instruments",7,7,0,1,1,"OECD"
"879","DEU","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"880","DEU","International","International Initiatives",2015,7,"Other","International Co-operation",4,6,0,1,0,"OECD"
"881","DEU","Transport","Bans and Phaseouts passenger cars ICE",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"882","DNK","Buildings","Fossil Fuel Subsides Buildings",2015,9,"MBI","Carbon Pricing",3,3,0,1,1,"OECD"
"883","DNK","Electricity","PlanningRenewablesExpansion",2015,7,"NMBI","Other regulatory instruments",6,6,0,1,1,"OECD"
"884","DNK","Industry","Fossil Fuel Subsidies Industry",2015,10,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"885","DNK","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"886","DNK","International","International Initiatives",2015,5,"Other","International Co-operation",2,4,0,1,0,"OECD"
"887","ESP","Buildings","Financing Mechanism Buildings",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"888","ESP","Cross_sectoral","RDD_CCS",2015,6,"MBI","Other MBI",3,6,0,1,0,"OECD"
"889","ESP","Cross_sectoral","RDD_Hydrogen",2015,4,"MBI","Other MBI",1,2,0,0,1,"OECD"
"890","ESP","Cross_sectoral","RDD_Otherstorage",2015,6,"MBI","Other MBI",2,6,0,1,0,"OECD"
"891","ESP","Electricity","PlanningRenewablesExpansion",2015,9,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD"
"892","ESP","Industry","EnergyEfficiencyMandates",2015,8,"NMBI","Other regulatory instruments",5,6,0,1,1,"OECD"
"893","ESP","Industry","Financing Mechanism Industry",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"894","ESP","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"895","ESP","International","International Initiatives",2015,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"896","FIN","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2015,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD"
"897","FIN","Cross_sectoral","Independent Advisory Body",2015,6,"Other","Governance",2,2,0,1,1,"OECD"
"898","FIN","Electricity","AirEmissionStandards",2015,8,"NMBI","Performance Standards",1,2,0,0,1,"OECD"
"899","FIN","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"900","FIN","International","International Initiatives",2015,5,"Other","International Co-operation",2,4,0,1,0,"OECD"
"901","FRA","Electricity","Auction",2015,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"902","FRA","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"903","FRA","International","International Initiatives",2015,7,"Other","International Co-operation",3,4,0,1,1,"OECD"
"904","GBR","Cross_sectoral","RDD_Nuclear",2015,7,"MBI","Other MBI",2,2,0,1,1,"OECD"
"905","GBR","Cross_sectoral","RDD_Otherstorage",2015,6,"MBI","Other MBI",1,2,0,0,1,"OECD"
"906","GBR","Electricity","Auction",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"907","GBR","Electricity","BanPhaseOutCoal",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"908","GBR","Electricity","ETS Electricity",2015,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"909","GBR","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"910","GBR","International","International Initiatives",2015,7,"Other","International Co-operation",3,4,0,1,1,"OECD"
"911","GBR","Transport","Bans and Phaseouts passenger cars ICE",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"912","IND","Buildings","Labels Appliances",2015,8,"NMBI","Information",3,3,0,1,1,"OECD"
"913","IND","International","International Initiatives",2015,5,"Other","International Co-operation",5,5,1,1,1,"OECD"
"914","IND","Transport","Fossil Fuel Subsidies Transport",2015,10,"MBI","Carbon Pricing",3,7,0,1,0,"OECD"
"915","ISR","Buildings","Financing Mechanism Buildings",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"916","ISR","Industry","Financing Mechanism Industry",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"917","ISR","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"918","ITA","Cross_sectoral","RDD_Hydrogen",2015,6,"MBI","Other MBI",2,1,0,1,0,"OECD"
"919","ITA","Electricity","Feed-In-Tariffs",2015,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"920","ITA","Industry","EnergyEfficiencyMandates",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD"
"921","ITA","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"922","ITA","International","International Initiatives",2015,5,"Other","International Co-operation",4,4,0,1,1,"OECD"
"923","JPN","International","International Initiatives",2015,5,"Other","International Co-operation",2,4,0,1,0,"OECD"
"924","KOR","Buildings","ETS Buildings",2015,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD"
"925","KOR","Electricity","ETS Electricity",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"926","KOR","Industry","ETS Industry",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"927","KOR","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"928","KOR","International","International Initiatives",2015,5,"Other","International Co-operation",4,5,0,1,0,"OECD"
"929","KOR","International","UNFCCC Submission",2015,2,"Other","Climate data",2,2,0,1,1,"OECD"
"930","NLD","Cross_sectoral","RDD_CCS",2015,4,"MBI","Other MBI",4,0,0,1,0,"OECD"
"931","NLD","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"932","NLD","International","International Initiatives",2015,7,"Other","International Co-operation",2,4,0,1,0,"OECD"
"933","NLD","Transport","Bans and Phaseouts passenger cars ICE",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"934","NOR","Cross_sectoral","Net Zero Targets",2015,6,"Other","Targets",6,6,1,1,1,"OECD"
"935","NOR","Electricity","Renewable energy certificates",2015,7,"MBI","Subsidy",1,2,0,0,1,"OECD"
"936","NOR","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"937","NOR","International","International Initiatives",2015,7,"Other","International Co-operation",3,6,0,1,0,"OECD"
"938","NOR","Transport","Bans and Phaseouts passenger cars ICE",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"939","RUS","International","International Initiatives",2015,1,"Other","International Co-operation",1,1,1,0,0,"OECD"
"940","RUS","Transport","Fossil Fuel Subsidies Transport",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"941","SWE","Industry","Fossil Fuel Subsidies Industry",2015,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"942","SWE","Industry","MEPS electric motors",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"943","SWE","International","International Initiatives",2015,7,"Other","International Co-operation",4,4,0,1,1,"OECD"
"944","USA","International","International Initiatives",2015,7,"Other","International Co-operation",2,4,0,1,0,"OECD"
"945","AUS","International","GHG Reporting Accounting",2016,9,"Other","Climate data",4,4,0,1,1,"OECD"
"946","AUS","International","UNFCCC Submission",2016,7,"Other","Climate data",2,1,0,1,0,"OECD"
"947","AUT","Electricity","BanPhaseOutCoal",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"948","AUT","International","GHG Reporting Accounting",2016,10,"Other","Climate data",5,5,0,1,1,"OECD"
"949","AUT","International","International Initiatives",2016,4,"Other","International Co-operation",3,4,0,1,0,"OECD"
"950","AUT","International","UNFCCC Submission",2016,7,"Other","Climate data",4,2,0,1,1,"OECD"
"951","AUT","Transport","MEPS Transport",2016,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"952","BEL","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2016,10,"MBI","Carbon Pricing",10,0,0,1,0,"OECD"
"953","BEL","Electricity","BanPhaseOutCoal",2016,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD"
"954","BEL","International","Evaluation Biannual Report",2016,6,"Other","Climate data",3,3,0,1,1,"OECD"
"955","BEL","International","GHG Reporting Accounting",2016,10,"Other","Climate data",5,5,0,1,1,"OECD"
"956","BEL","International","UNFCCC Submission",2016,6,"Other","Climate data",3,1,0,1,0,"OECD"
"957","BRA","Buildings","Financing Mechanism Buildings",2016,8,"MBI","Subsidy",3,3,0,1,1,"OECD"
"958","BRA","International","International Initiatives",2016,5,"Other","International Co-operation",2,4,0,1,0,"OECD"
"959","BRA","International","UNFCCC Submission",2016,4,"Other","Climate data",2,4,0,1,0,"OECD"
"960","CAN","Buildings","ETS Buildings",2016,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"961","CAN","Buildings","Labels Appliances",2016,8,"NMBI","Information",3,3,0,1,1,"OECD"
"962","CAN","Cross_sectoral","RDD_Hydrogen",2016,6,"MBI","Other MBI",2,2,0,1,1,"OECD"
"963","CAN","Electricity","Auction",2016,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"964","CAN","Electricity","BanPhaseOutCoal",2016,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD"
"965","CAN","Industry","EnergyEfficiencyMandates",2016,6,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD"
"966","CAN","International","GHG Reporting Accounting",2016,8,"Other","Climate data",3,3,0,1,1,"OECD"
"967","CAN","International","Ratification of Climate Treaties",2016,7,"Other","International Co-operation",2,2,0,1,1,"OECD"
"968","CAN","International","UNFCCC Submission",2016,7,"Other","Climate data",2,1,0,1,0,"OECD"
"969","CHE","International","GHG Reporting Accounting",2016,9,"Other","Climate data",4,4,0,1,1,"OECD"
"970","CHE","International","UNFCCC Submission",2016,5,"Other","Climate data",2,1,0,1,0,"OECD"
"971","CHN","Buildings","MEPS of appliances",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"972","CHN","Electricity","Auction",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"973","CHN","Electricity","PlanningRenewablesExpansion",2016,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD"
"974","CHN","Industry","Fossil Fuel Subsidies Industry",2016,8,"MBI","Carbon Pricing",3,4,0,1,1,"OECD"
"975","CHN","International","UNFCCC Submission",2016,3,"Other","Climate data",2,3,0,1,1,"OECD"
"976","CHN","Transport","Fossil Fuel Subsidies Transport",2016,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD"
"977","DEU","Cross_sectoral","Net Zero Targets",2016,5,"Other","Targets",5,5,1,1,1,"OECD"
"978","DEU","Cross_sectoral","RDD_CCS",2016,6,"MBI","Other MBI",3,1,0,1,0,"OECD"
"979","DEU","Cross_sectoral","RDD_Otherstorage",2016,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"980","DEU","International","GHG Reporting Accounting",2016,9,"Other","Climate data",4,4,0,1,1,"OECD"
"981","DEU","International","UNFCCC Submission",2016,8,"Other","Climate data",3,2,0,1,1,"OECD"
"982","DNK","Electricity","Auction",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"983","DNK","International","GHG Reporting Accounting",2016,9,"Other","Climate data",4,4,0,1,1,"OECD"
"984","DNK","International","UNFCCC Submission",2016,7,"Other","Climate data",4,3,0,1,1,"OECD"
"985","ESP","Cross_sectoral","RDD_Nuclear",2016,3,"MBI","Other MBI",2,2,0,1,1,"OECD"
"986","ESP","International","Evaluation Biannual Report",2016,4,"Other","Climate data",2,2,0,1,1,"OECD"
"987","ESP","International","GHG Reporting Accounting",2016,8,"Other","Climate data",3,3,0,1,1,"OECD"
"988","ESP","International","International Initiatives",2016,4,"Other","International Co-operation",3,4,0,1,0,"OECD"
"989","FIN","Buildings","Bans and Phaseouts Fossil Fuels Heating",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"990","FIN","Electricity","BanPhaseOutCoal",2016,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD"
"991","FIN","Electricity","PlanningRenewablesExpansion",2016,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD"
"992","FIN","International","GHG Reporting Accounting",2016,10,"Other","Climate data",5,5,0,1,1,"OECD"
"993","FIN","International","UNFCCC Submission",2016,8,"Other","Climate data",3,2,0,1,1,"OECD"
"994","FRA","Buildings","Carbon Tax Buildings",2016,6,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"995","FRA","Electricity","BanPhaseOutCoal",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"996","FRA","International","International Initiatives",2016,9,"Other","International Co-operation",2,5,0,1,0,"OECD"
"997","FRA","International","UNFCCC Submission",2016,8,"Other","Climate data",3,2,0,1,1,"OECD"
"998","FRA","Transport","Carbon Tax Transport",2016,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"999","GBR","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2016,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1000","GBR","Cross_sectoral","Net Zero Targets",2016,4,"Other","Targets",4,4,1,1,1,"OECD"
"1001","GBR","Cross_sectoral","RDD_Otherstorage",2016,7,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1002","GBR","Cross_sectoral","RDD_Renewables",2016,7,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1003","GBR","International","GHG Reporting Accounting",2016,8,"Other","Climate data",3,3,0,1,1,"OECD"
"1004","GBR","International","UNFCCC Submission",2016,8,"Other","Climate data",3,2,0,1,1,"OECD"
