"","Policy","ISO","year","Policytype","Policytype_detail","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","source","label","policy_sign","Module","Value","diff","diff_2","introduction","phase_out","diff_adj","diff_2_adj","diff_2_adj_neg","diff_adj_neg"
"409","Fossil Fuel Subsidy","NLD",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",10,2,3,0,0,1,1,0,0
"410","Fossil Fuel Subsidy","NLD",2016,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Electricity",6,6,6,1,0,1,1,0,0
"411","Fossil Fuel Subsidy","NLD",2017,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Electricity",4,-2,4,0,0,0,0,0,1
"412","Fossil Fuel Subsidy","NLD",2020,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Electricity",3,-1,-2,0,0,0,0,1,0
"413","Fossil Fuel Subsidy","NOR",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",7,-2,-1,0,0,0,0,0,1
"414","Fossil Fuel Subsidy","RUS",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",8,-2,0,0,0,0,0,0,1
"415","Fossil Fuel Subsidy","RUS",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","negative","Industry",0,-8,-8,0,1,0,0,1,1
"416","Fossil Fuel Subsidy","RUS",2020,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",10,9,10,0,0,1,1,0,0
"417","Fossil Fuel Subsidy","SWE",2011,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Electricity",6,2.5,0,0,0,1,0,0,0
"418","Fossil Fuel Subsidy","SWE",2013,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",6,1,2,0,0,0,1,0,0
"419","Fossil Fuel Subsidy","SWE",2015,"MBI","Carbon Pricing","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Fossil fuel subsidy reform","Market","Pricing","OECD","jump","positive","Industry",8,2,2,0,0,1,1,0,0
"420","MEPS electric motors","AUS",2002,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",3,3,3,1,0,1,1,0,0
"421","MEPS electric motors","AUS",2006,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,4,4,0,0,1,1,0,0
"422","MEPS electric motors","AUT",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"423","MEPS electric motors","AUT",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"424","MEPS electric motors","BEL",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"425","MEPS electric motors","BEL",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"426","MEPS electric motors","CAN",1997,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,0,0,0,1,0,0,0
"427","MEPS electric motors","CAN",2012,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"428","MEPS electric motors","CHE",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"429","MEPS electric motors","CHE",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"430","MEPS electric motors","CHN",2008,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",3,3,3,1,0,1,1,0,0
"431","MEPS electric motors","CHN",2012,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,4,4,0,0,1,1,0,0
"432","MEPS electric motors","CHN",2021,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"433","MEPS electric motors","DEU",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"434","MEPS electric motors","DEU",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"435","MEPS electric motors","DNK",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"436","MEPS electric motors","DNK",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"437","MEPS electric motors","ESP",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"438","MEPS electric motors","ESP",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"439","MEPS electric motors","FIN",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"440","MEPS electric motors","FIN",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"441","MEPS electric motors","FRA",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"442","MEPS electric motors","FRA",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"443","MEPS electric motors","GBR",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"444","MEPS electric motors","GBR",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"445","MEPS electric motors","IND",2018,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"446","MEPS electric motors","ISR",2006,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",3,3,3,1,0,1,1,0,0
"447","MEPS electric motors","ISR",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,4,4,0,0,1,1,0,0
"448","MEPS electric motors","ISR",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"449","MEPS electric motors","ITA",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"450","MEPS electric motors","ITA",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"451","MEPS electric motors","JPN",2009,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,10,10,1,0,1,1,0,0
"452","MEPS electric motors","KOR",2007,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"453","MEPS electric motors","KOR",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"454","MEPS electric motors","NLD",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"455","MEPS electric motors","NLD",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"456","MEPS electric motors","NOR",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"457","MEPS electric motors","NOR",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"458","MEPS electric motors","SWE",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,7,1,0,1,1,0,0
"459","MEPS electric motors","SWE",2015,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"460","MEPS electric motors","USA",1997,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",7,7,0,0,0,1,0,0,0
"461","MEPS electric motors","USA",2011,"NMBI","Performance Standards","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","OECD","jump","positive","Industry",10,3,3,0,0,1,1,0,0
"462","Methane Policies","AUS",2007,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"463","Methane Policies","AUS",2008,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",4,2,4,0,0,1,0,0,0
"464","Methane Policies","CAN",2000,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"465","Methane Policies","CAN",2020,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",8,6,6,0,0,1,1,0,0
"466","Methane Policies","CHN",2008,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",6,6,6,1,0,1,1,0,0
"467","Methane Policies","CHN",2021,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",9,3,3,0,0,1,1,0,0
"468","Methane Policies","GBR",1998,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",4,2,2,0,0,1,1,0,0
"469","Methane Policies","ITA",2017,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"470","Methane Policies","NLD",2007,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"471","Methane Policies","NLD",2018,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","slow_increase","positive","Cross_sectoral",4,2,2,0,0,1,1,0,0
"472","Methane Policies","NLD",2019,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",6,2,4,0,0,1,0,0,0
"473","Methane Policies","RUS",2002,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"474","Methane Policies","USA",2009,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",6,2,2,0,0,1,1,0,0
"475","Methane Policies","USA",2012,"NMBI","Other NMBI","","Methane Policies","Ban & phase out","Non-market","Regulation","OECD","jump","positive","Cross_sectoral",9,3,3,0,0,1,1,0,0
"476","PlanningRenewablesExpansion","AUS",2020,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",9,2,2,0,0,1,1,0,0
"477","PlanningRenewablesExpansion","AUT",2014,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",5,4,4,0,0,1,1,0,0
"478","PlanningRenewablesExpansion","AUT",2018,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",7,1,2,0,0,0,1,0,0
"479","PlanningRenewablesExpansion","BEL",2019,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",7,5,6,0,0,1,1,0,0
"480","PlanningRenewablesExpansion","CAN",2014,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",9,3,3,0,0,1,1,0,0
"481","PlanningRenewablesExpansion","CHE",2018,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"482","PlanningRenewablesExpansion","CHN",2016,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"483","PlanningRenewablesExpansion","DEU",2017,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",6,2,2,0,0,1,1,0,0
"484","PlanningRenewablesExpansion","DNK",2015,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",7,6,6,0,0,1,1,0,0
"485","PlanningRenewablesExpansion","DNK",2018,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",9,2,2,0,0,1,1,0,0
"486","PlanningRenewablesExpansion","ESP",2011,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",5,4,0,0,0,1,0,0,0
"487","PlanningRenewablesExpansion","ESP",2015,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",9,4,4,0,0,1,1,0,0
"488","PlanningRenewablesExpansion","FIN",2014,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",4,2,2,0,0,1,1,0,0
"489","PlanningRenewablesExpansion","FIN",2016,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",6,2,2,0,0,1,1,0,0
"490","PlanningRenewablesExpansion","GBR",2012,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",4,2,3,0,0,1,1,0,0
"491","PlanningRenewablesExpansion","GBR",2014,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",9,5,5,0,0,1,1,0,0
"492","PlanningRenewablesExpansion","IND",2012,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",4,4,4,1,0,1,1,0,0
"493","PlanningRenewablesExpansion","JPN",2014,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",5,3,3,0,0,1,1,0,0
"494","PlanningRenewablesExpansion","KOR",2012,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",7,5,5,0,0,1,1,0,0
"495","PlanningRenewablesExpansion","NLD",2013,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",2,2,2,1,0,1,1,0,0
"496","PlanningRenewablesExpansion","NLD",2014,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",7,5,7,0,0,1,0,0,0
"497","PlanningRenewablesExpansion","NOR",2016,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",9,3,4,0,0,1,1,0,0
"498","PlanningRenewablesExpansion","SWE",2016,"NMBI","Other regulatory instruments","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","OECD","jump","positive","Electricity",1,1,1,1,0,0,0,0,0
"499","RDD_CCS","AUS",2007,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",1,1,1,1,0,0,0,0,0
"500","RDD_CCS","AUS",2009,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",10,9,9,0,0,1,1,0,0
"501","RDD_CCS","AUS",2015,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",7,-3,-3,0,0,0,0,1,1
"502","RDD_CCS","AUS",2020,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",4,-2,-3,0,0,0,0,1,1
"503","RDD_CCS","AUS",2022,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",9,4,5,0,0,1,1,0,0
"504","RDD_CCS","AUT",2005,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",1,1,1,1,0,0,0,0,0
"505","RDD_CCS","BEL",2015,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,2,5,0,0,1,0,0,0
"506","RDD_CCS","BEL",2016,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",0,-5,-3,0,1,0,0,1,1
"507","RDD_CCS","BEL",2021,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",6,5,6,0,0,1,1,0,0
"508","RDD_CCS","BEL",2022,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",9,3,8,0,0,1,0,0,0
"509","RDD_CCS","CAN",2004,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",8,8,8,1,0,1,1,0,0
"510","RDD_CCS","CAN",2009,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",10,2,3,0,0,1,1,0,0
"511","RDD_CCS","CHE",2006,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",3,3,3,1,0,1,1,0,0
"512","RDD_CCS","DEU",2004,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",3,3,3,1,0,1,1,0,0
"513","RDD_CCS","DEU",2006,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",0,-3,-3,0,1,0,0,1,1
"514","RDD_CCS","DEU",2008,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",2,2,2,0,0,1,1,0,0
"515","RDD_CCS","DEU",2009,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",6,4,6,0,0,1,0,0,0
"516","RDD_CCS","DNK",2005,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","slow_increase","positive","Cross_sectoral",5,5,5,1,0,1,1,0,0
"517","RDD_CCS","DNK",2007,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",4,-2,-1,0,0,0,0,0,1
"518","RDD_CCS","DNK",2010,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",2,-5,-2,0,0,0,0,1,1
"519","RDD_CCS","DNK",2018,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",0,-5,-2,0,1,0,0,1,1
"520","RDD_CCS","DNK",2020,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",8,7,8,0,0,1,1,0,0
"521","RDD_CCS","DNK",2021,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",10,2,9,0,0,1,0,0,0
"522","RDD_CCS","ESP",2007,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","slow_increase","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"523","RDD_CCS","ESP",2010,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",0,-5,-3,0,1,0,0,1,1
"524","RDD_CCS","ESP",2015,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",6,3,6,0,0,1,0,0,0
"525","RDD_CCS","ESP",2017,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",0,0,-6,0,0,0,0,1,0
"526","RDD_CCS","ESP",2021,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,4,4,0,0,1,1,0,0
"527","RDD_CCS","FRA",2002,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",3,3,3,1,0,1,1,0,0
"528","RDD_CCS","FRA",2004,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,2,2,0,0,1,1,0,0
"529","RDD_CCS","FRA",2006,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",8,2,3,0,0,1,1,0,0
"530","RDD_CCS","FRA",2009,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",10,2,2,0,0,1,1,0,0
"531","RDD_CCS","FRA",2017,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",6,-1,-2,0,0,0,0,1,0
"532","RDD_CCS","FRA",2020,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",8,1,2,0,0,0,1,0,0
"533","RDD_CCS","GBR",2004,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,5,5,1,0,1,1,0,0
"534","RDD_CCS","GBR",2006,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",1,-4,-4,0,0,0,0,1,1
"535","RDD_CCS","GBR",2009,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",7,6,0,0,0,1,0,0,0
"536","RDD_CCS","GBR",2010,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",9,2,8,0,0,1,0,0,0
"537","RDD_CCS","GBR",2015,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",5,-4,-3,0,0,0,0,1,1
"538","RDD_CCS","ITA",2006,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",2,2,2,1,0,1,1,0,0
"539","RDD_CCS","ITA",2008,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,2,3,0,0,1,1,0,0
"540","RDD_CCS","ITA",2014,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","negative","Cross_sectoral",1,-3,0,0,0,0,0,0,1
"541","RDD_CCS","ITA",2016,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,0,4,0,0,0,1,0,0
"542","RDD_CCS","JPN",2006,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",5,5,5,1,0,1,1,0,0
"543","RDD_CCS","JPN",2008,"MBI","Other MBI","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","OECD","jump","positive","Cross_sectoral",6,2,1,0,0,1,0,0,0
