Policy,URL,Description,Source,Last updated,Learn more,Topics,Policy types,Sectors,Technologies,End uses,Country,Year,Status,Jurisdiction,country_code
Biofuels Promotion Laws,https://www.iea.org/policies/4680-biofuels-promotion-laws,"In April 2006 the Argentine government passed Federal Law No. 26093, the “Biofuels Law”, enacted by its Regulatory Decree No. 109/2007 in February 2007.The Decree set forth guidelines to promote the development of biofuels. The law establishes criteria for plants to be licensed for biofuels production, including biofuel quality requirements and environmental impact assessment procedures. It also establishes criteria for beneficiaries of the benefits enacted by the law, focusing on supporting SMEs, promoting agribusiness, and enhancing regional economies.The law establishes promotional tax incentives for producers that comply with certain requirements, establishing that the majority ownership of biodiesel production facilities corresponds to farming and agricultural firms. It provides for tax breaks for investing companies, lower export taxes for biodiesel, VAT reimbursement and accelerated depreciation of assets for income tax purposes. In addition, biofuels are exempt from the Hydrocarbon and Diesel taxes (20% each).",IEA/IRENA Renewables Policies Database,1 March 2018,http://servicios.infoleg.gob.ar/infolegInternet/anexos/260000-264999/260152/norma.htm,Renewable Energy,"Payments, finance and taxation|Taxes, fees and charges|Payments and transfers|Tax credits and exemptions|Grants",Transport,Undefined,Undefined,Argentina,2007,In force,National,ARG
Budget Law 2007 - Energy efficiency provisions,https://www.iea.org/policies/4631-budget-law-2007-energy-efficiency-provisions,"The Budget Law 2007 provides for various fiscal incventives and financial measures to improve energy efficiency and to abate emissions. Mesures include: -fiscal incentives for enhancing energy efficiency and use of renewable energy in buildings; -ficial grants for replacement of passenger and goods veicles with less-poluting models, as well as those using natural gas or liquefied petroleum gas; -reduction of duty for biofuels used for transport A revolving fund with a yearly budget of EUR 200 million was established to finance the following GHG emissions reductions measures (2007-09): - a high performance micro-cogeneration plant - electricity and heating production from small-scale renewable energy sources - high efficiency electric motors (more than 45 kW) - improving end-use energy efficiency in the civil sector - R&D for new technolgoies, low or zero emissions energy sources Budget 2008 confirmed the above measures, and extended the deadline of borne expenditures from December 2007 to 2010. It also widened the range of eligible measures in the building sector, by adding measures concerning the replacement of heating plants with heat pumps and geothermal low enthalpy systems. Law no. 2/2009, implementing Legislative Decree no. 185/08 ""Urgent measures to support families, work, employment and enterprise according to the strategic national framework for crises"", by article 29 of Decree no. 185/08, modifies procedure for tax rebates of 55% for energy efficiency in buildings undergoing renovations, by introducing a shorter period to apply the tax rebates for users (5 years instead of 10) and an amendment regarding the documents to be submitted.",IEA/IRENA Renewables Policies Database,20 July 2012,http://www.agenziaentrate.it/ilwwcm/connect/Nsi/,Energy Efficiency|Renewable Energy,"Regulation|Renewable / Non-fossil energy obligations|Energy efficiency / Fuel economy obligations|Payments, finance and taxation|Taxes, fees and charges|Performance-based policies|Payments and transfers|Tax credits and exemptions|Grants","Transport|Power, Heat and Utilities|Power generation|Economy-wide (Multi-sector)|Electricity and heat generation",Transport technologies,Undefined,Italy,2007,In force,National,ITA
Climate and Energy Fund,https://www.iea.org/policies/2072-climate-and-energy-fund,"The Climate and Energy Fund supports the implementation of the goals of domestic climate policy and the development towards a viable energy system. With its funding programmes for research, development and market penetration, it provides broad-based solutions that protect the climate and benefit the location.  The Climate Fund supports actions taken in the areas of buildings, mobility, production and energy supply that focus specifically on sectors that are currently responsible for most of the greenhouse gas emissions. The Climate Fund contributes essentially towards building the necessary scientific foundations of climate protection that form the sound basis for the development of a sustainable future.   The Climate Fund's promotional programme helps to implement new and innovative funding frameworks, adds to existing subsidy schemes and delivers added value by providing additional funds.",IEA/IRENA Renewables Policies Database,24 August 2021,http://www.klimafonds.gv.at,Energy Efficiency|Technology R&D and innovation|Renewable Energy,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Economy-wide (Multi-sector),"Space, water and process heating technologies|Solar thermal heaters|Heating, cooling and climate control technologies",Undefined,Austria,2007,In force,National,AUT
Eco Car Subsidy,https://www.iea.org/policies/544-eco-car-subsidy,"Between 1 April 2007 and 31 December 2009, any private individual who buys a new low-emission car for private use will receive an ""eco car subsidy"" of SEK 10,000. For a car to be able to qualify for the subsidy, it must meet certain requirements. The vehicles covered are conventional fuel-efficient cars, cars that run on biofuels and electric cars meeting certain efficiency requirements. After subsidies, a small diesel car with low emissions costs about SEK 100,000, while the largest hybrid models may cost around SEK 250,000. First and foremost, it must be assigned to one of the following environmental classes: - Mk 2005 - Mk 2005 PM (cars run on diesel) - Mk EL - Mk Hybrid For conventional fuel-efficient cars, including hybrids, running on petrol, CO2 emissions may not exceed 120 grams/km during mixed driving. For those that runon diesel, they may not exceed 120 grams/km and particulate matter emissions may not exceed 5 mg/km during mixed driving. For alternative fuel cars, fuel consumption in connection with mixed driving may not exceed 0.92 litres petrol/10 km or 0.97 cubic metres of LPG/10 km (with some exceptions for automatic transmission cars). For electric cars, the consumption of electric energy per 100 km may not exceed 37 kilowatt hours; however, this type of car does not currently exist on the market. The rebate is paid automatically and directly to the purchaser once they have owned the car for six months. The programme has been considered a success, as sales of hybrid or biofuel-powered vehicles rose by 49% in 2007, according to the Swedish Environmental Protection Agency, and ""green"" vehicles made up 18% of the total number of cars sold as of January 2008. In April 2008, a further SEK 240 million were injected into the scheme, as the programmes popularity threatened to overrun the original allotment of SEK 150 million.",IEA/IRENA Renewables Policies Database,5 November 2017,http://www.transportstyrelsen.se/en/,Energy Efficiency|Renewable Energy,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Passenger transport (Road),Road vehicles|Transport technologies,Undefined,Sweden,2007,In force,National,SWE
Excise tax rebates for biofuels,https://www.iea.org/policies/4778-excise-tax-rebates-for-biofuels,"As of 1 January 2007, biofuels blended with petrol and diesel as well as those used as pure fuels for transport benefit from excise tax reductions in the form of rebates. Blended end products comprise petrol blends with ethanol, bioethanol derivatives ETBE and TAEE, and diesel blends with esters. Petrol and diesel blends must contain at least 2% biofuel to benefit from the excise tax rebate. Biofuels sold to producers of biofuel blends are fully exempt from excise tax. More specifically, petrol biofuel blends benefit from a PLN 1500 per 1000 litres rebate (normal rate PLN 1565/1000L), while diesel biofuel blends benefit from a rebate of PLN 1000 per 1000 litres (normal rates between PLN 1048 and PLN 1190/1000L depending on sulphur content) . Biofuels used as pure transport fuels benefit from a rebate of PLN 1680 per 1000 litres (normal rate PLN 1882/1000L). The rebates are granted per litre of biofuel added to the blend. For bioethanol derivates ETBE and TAEE, these are granted only for the portions derived from biomass (47% and 40% respectively).",IEA/IRENA Renewables Policies Database,5 March 2013,http://www.mf.gov.pl/index.php?const=1,Renewable Energy,"Payments, finance and taxation|Taxes, fees and charges|Tax credits and exemptions",Transport,Transport technologies,Undefined,Poland,2007,Ended,National,POL
Low Carbon Transport Innovation Strategy,https://www.iea.org/policies/1234-low-carbon-transport-innovation-strategy,"The Low Carbon Transport Innovation Strategy (LCTIS), published in May 2007, set out a wide range of actions that the UK would take to encourage innovation and technology development in lower carbon transport technologies. A major initiative was the establishment of the Low Carbon Vehicles Innovation Platform (LCVIP), a GBP 100 million programme over five years supported by the Technology Strategy Board, the Engineering and Physical Sciences Research Council and the Department for Transport (Dft), and funded through the Technology Strategy Board. In addition, the DfT Low Carbon Vehicle Procurement programme aimed to use the public sector's purchasing power to accelerate market introduction of lower carbon vehicle technologies. The vehicles procured under the programme offered a significant improvement in terms of average carbon emissions compared to models already widely available in the UK vehicle market. The Strategy is not a current statement of government policy.",Undefined,24 August 2021,Undefined,Energy Efficiency|Technology R&D and innovation,"Strategic plans|Payments, finance and taxation|Targets, plans and framework legislation",Transport|Economy-wide (Multi-sector),"Road vehicles|Medium duty vehicles, small trucks and minibuses|Heavy trucks|Transport technologies|Vehicle type",Undefined,United Kingdom,2007,In force,National,GBR
National Strategic Framework 2007-2013: Networks and Mobility,https://www.iea.org/policies/137-national-strategic-framework-2007-2013-networks-and-mobility,"Italys National and Regional Operative Programmes (PON and POR), co-funded by EU Structural Funds, have allocated EUR 8.5 billion for the priority action area targeting Networks and Mobility. This includes EUR 6.9 billion for low-energy transport (rail and subway transport, multimodal transport, maritime and river transport, bicycle and pedestrian transport), innovative technologies and low-impact vehicles.",Undefined,5 November 2017,http://www.cipecomitato.it/en/highlights/national_strategic_framework.html,Energy Efficiency,"Payments, finance and taxation|Payments and transfers",Transport,Undefined,Undefined,Italy,2007,Ended,National,ITA
Preferential loans for energy saving measures,https://www.iea.org/policies/1806-preferential-loans-for-energy-saving-measures,"On 5 October 2006, the French Government announced the creation of a EUR 10 billion fund for the funding of domestic energy conservation projects with low-interest loans. Available from 1 January 2007, the low-interest loans are based on a previous tax-free savings account known as the CODEVI (Compte pour le Développement Industriel). This savings product allowed banks to finance the development of small- and medium-sized enterprises (SMEs).  The CODEVI as of 1 January 2007 has been renamed the LDD (Livret de Développement Durable), and banks must use a portion of these funds to offer preferential loans for domestic energy conservation projects. While the CODEVI was capped at EUR 4600 per person, the LDD cap has been raised to EUR 6000 per person to raise additional funds for these loans. As of 2009 the account pays tax-free interest of 2.5% a year. In 2008, banks must dedicate 2% of the funds to energy conservation loans, rising to 5% in 2009 and 10% thereafter.  Preferential loans can be awarded to individuals, co-properties and entrepreneurs for the purchase and installation of: energy efficient boilers; thermal insulation (walls, windows, shutters); thermal regulation equipment; equipment producing energy from renewable sources; space and water heating equipment using wood or other biomass; heat pumps. Applicants must provide the bank with documents from the equipment installer, certifying that the equipment and installation meets the required energy efficiency criteria. This financial measure is complementary to the 2005 tax credit scheme. The acquisition of domestic energy efficient equipment entitles the buyer to a price reduction (tax credit scheme) and a low-interest loan at the same time (LDD measure).",IEA/IRENA Renewables Policies Database,12 September 2019,http://www.fbf.fr/Web/internet/content_particuliers.nsf/(WebPageList)/Les+modalites+de+fonctionnement+du+Livret+de+developpement+durable+sont+precisees?Open,Energy Efficiency|Renewable Energy,"Payments, finance and taxation|Payments and transfers|Loans / debt finance|Finance","Buildings|Residential|Transport|Power, Heat and Utilities|Power generation|Economy-wide (Multi-sector)|Heating and Cooling|Electricity and heat generation","Building envelope technologies|Space, water and process heating technologies|Other heat pumps|Solar PV|Geothermal electricity|Geothermal|Solar|Thermostats|Biomass/biogas boilers (domestic)",Undefined,France,2007,In force,National,FRA
Sustainable community technology programme,https://www.iea.org/policies/417-sustainable-community-technology-programme,"The Sustainable community technology programme will invest EUR 100 million in the development of sustainable and energy efficient areas and buildings. The real estate and construction sector plays a key role in promoting the objectives of sustainable development, due to its environmental impacts and significance to the national economy. The proportion of energy consumption by buildings amounts to as much as 40%in Finland. In addition, where and how communities are built affects consumption and environmental loading. Land use planning - the location of jobs, housing and services - has a major effect on the need for mobility and the environmental impacts of traffic. In turn, the standard of construction has a major impact on the use of energy during both the construction process and the lifetime of a building. The Sustainable community technology programme will encourage Finnish research institutes, universities and companies to engage in international collaboration by exchanging information and networking companies and research groups. The programme will provide opportunities for ambitious R&D projects and develop business expertise and international cooperation. It will serve as a gateway to best researcher groups and innovative R&D companies in Finland.",Undefined,24 August 2021,http://akseli.tekes.fi/opencms/opencms/OhjelmaPortaali/ohjelmat/Yhdyskunta/en/ohjelmankuvaus.html,Energy Efficiency|Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Buildings|Transport|Economy-wide (Multi-sector),Undefined,Undefined,Finland,2007,In force,National,FIN
Tax Incentives for Electric Vehicles,https://www.iea.org/policies/6631-tax-incentives-for-electric-vehicles,"VAT is deductible for the purchaise of electric vehicles with a certain amount of acquisition costs depending on the type of vehicles: pure battery electric vehicles (BEV) < 62,000 EUR; plug-in hybrids vehicles (PHEV) < 50,000 EUR.   In addition, electric vehicles are exempted from the registration tax (Imposta Sobre Vehiculos or ISV): BEVs are fully exempted and PHEVs are exempted up to 75% of the tax if their all -electric range mode goes up to 25km.",Undefined,21 October 2019,https://www.eafo.eu/countries/portugal/1749/incentives,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Value added tax|Product taxation",Transport|Road transport|Freight transport (Road),"Road vehicles|Commercial vehicles|Medium duty vehicles, small trucks and minibuses|Drive train or engine|Battery electric|Plug-in hybrid|Transport technologies",Undefined,Portugal,2007,In force,National,PRT
Energy-saving investment credit (EIA): Tax Reduction for Investments in Energy Saving Equipment and Sustainable Energy,https://www.iea.org/policies/2299-energy-saving-investment-credit-eia-tax-reduction-for-investments-in-energy-saving-equipment-and-sustainable-energy,"The tax scheme known as EIA (Energy-saving investment credit) aims to save the use of fossil energy by stimulating investment in energy efficient assets and renewable energy technologies. An investment in an asset is eligible for EIA when it is more energy efficient than the standard equipment used and it therefore meets the generic efficiency criteria of EIA. Companies can deduct from the taxable profit 41,5% of investments in equipment related to energy conservation and renewable energy. At a taxation level of 25% for Dutch businesses, the EIA amounts to a net discount of approximately 10% of the investment costs.",Undefined,3 October 2019,http://www.agentschapnl.nl/nl/programmas-regelingen/energie-investeringsaftrek-eia,Energy Efficiency,"Payments, finance and taxation|Taxes, fees and charges|Payments and transfers|Tax credits and exemptions|Grants",Industry|Transport,Undefined,Undefined,Netherlands,2006,In force,National,NLD
Ethanol Distribution Program,https://www.iea.org/policies/4528-ethanol-distribution-program,"On 14 August 2006, the Prime Minister announced the establishment of the Ethanol Distribution Programme as part of his statement to Parliament on energy initiatives. The purpose of the programme is to increase the number of retail service stations selling 10 per cent ethanol blended petrol (E10); increase the volume of E10 sold; and encourage the sale of E10 at a lower price than regular unleaded petrol. The programme provides grants of up to AUD 20,000 for retail service stations to reduce the cost of installing or converting infrastructure to supply E10. An Infrastructure Upgrade Grant of up to AUD 10,000 is available for service stations that upgrade existing equipment or install new equipment to provide for the sales of E10. The work must be completed between 1 October 2006 and 31 March 2008. A further Sales Target Grant of up to AUD 10,000 is available for those retail service stations that have upgraded their site and that have reached a specified E10 sales target within 12 months of completing the upgrade. AusIndustry within the Department of Innovation, Industry, Science and Research administers the program on behalf of the Department of Resources, Energy and Tourism, which has policy responsibility for the program.The Infrastructure grant application period ended on 31 March 2008. Infrastructure grant recipients that were eligible for the Sales Target grant could apply for it until April 2009.",IEA/IRENA Renewables Policies Database,9 January 2013,http://www.ret.gov.au/resources/resources_programs/alternative_fuels_programs/ethanol_distribution_program/Pages/EthanolDistributionProgram.aspx,Renewable Energy,"Payments, finance and taxation|Payments and transfers|Grants",Transport,Transport technologies,Undefined,Australia,2006,Ended,National,AUS
"Transport Planning in Businesses - Wallonia, Flanders & Brussels-Capital",https://www.iea.org/policies/1193-transport-planning-in-businesses-wallonia-flanders-brussels-capital,"In Wallonia the introduction of transport planning in industry and administration is being prepared.FlandersIn 1992 the Flemish Region started an action programme to promote Company Transportation/ Commuter plans. These plans mainly consist of bus services and carpooling, on the level of the individual company or several neighbouring enterprises. Mainly large companies situated in urban areas participated in this programme on a voluntary basis (about 20 companies during the period 1994-99) and received financial support from the Flemish Region. The Flemish government has created a ""commuterfund"". Companies and non-profit organisations which develop a mobility action plan in order to support a significant modal shift among their employees can get 50% funding of these initiatives from the ""commuterfund"" during the first 4 years. In each Flemish province a mobility desk was created, where companies can get assistance and advice on the development of their commuter plans. In addition, companies pay back at least 56-64.9% of the cost of a public transport season ticket to their employees. If the company decides to pay back 80% of the ticket price, the authorities pay back the remaining 20%. Brussels-CapitalIn 1998, the Brussels-Capital government approved an ordinance concerning the assessment and improvement of air quality. The ordinance contains the following measures in the field of transport and mobility: each private or public body with more than 200 employees per site has to introduce transport planning; for events assembling over 3 000 participants an action plan to promote the use of public transport and of energy efficient and environmentally friendly means of transport must be instigated; regional public bodies and institutes with a car fleet of over 50 vehicles: within five years after the entry into force of the ordinance 20% of these vehicles have to use environmentally friendly technologies. For public transport companies under the authority of Brussels-Capital and with at least 50 vehicles, 5% of the fleet must be environmentally friendly vehicles within a period of five years. Other actions within Brussels-Capital are initiatives to limit access to the city centres, instruments for and study on transport management.",Undefined,5 November 2017,http://www.mobielvlaanderen.be/pendelfonds/,Energy Efficiency,"Payments, finance and taxation|Payments and transfers|Voluntary approaches|Grants",Transport|Road transport|Passenger transport (Road),Road vehicles|Transport technologies,Undefined,Belgium,2006,In force,State/Provincial,BEL
Federal Transit and Railway Programs,https://www.iea.org/policies/934-federal-transit-and-railway-programs,"The Department of Transportation has a diverse set of policies for promoting rail and bus transit and for reducing GHG emissions of transit systems. DOT provides grants for a variety of transportation programs including planning, capital, and operations expenditures on high-speed and upgraded rails, buses, and fixed guideway systems, clean fuel buses, and for the retrofitting of diesel buses. In addition to direct expenditures, DOT programs finance research, development, and deployment programs for new transit technologies, promote transit products for international trade, and provide financing for transit alternatives in parks and on tribal lands. They also promote best practices in increasing ridership, provide technical assistance for project design, and recognize the best companies with transit policies.Federal Transit and Railway programs include the Clean Fuels Grant Program, the National Research and Technology Program, The Paul S. Sarbanes Transit in Parks Program, the Transit Capital Investment Grant Program, the New Starts Program, the Transit Cooperative Research Program, the International Public Transportation Program, the Ridership Initiative, the Rural Transit Assistance Program, the Public Transportation on Indian Reservations program, the Congestion Mitigation and Air Quality program, the Urbanized Area Formula Grant Program, the Transportation Planning Capacity Building Program, the Best Workplaces for Commuters program, the Small Starts program, the High-Speed Intercity Passenger Rail program, and the FTA subprogram, ""Core Capacity Improvement Projects"".",Undefined,5 November 2017,http://www.dot.gov/public-transit,Energy Efficiency,"Payments, finance and taxation|Funds to sub-national governments|Investment in assets|Payments and transfers|Finance",Transport,Other transport infrastructure,Undefined,United States,2005,In force,National,USA
National Fuel Cell Bus Technology Development Program (NFCBP),https://www.iea.org/policies/1208-national-fuel-cell-bus-technology-development-program-nfcbp,"The DOTs Federal Transit Administration (FTA) National Fuel Cell Bus Technology Development Program (NFCBP) focused on advancing the commercialization of 40-foot, heavy-duty, fuel cell transit buses. The Program funded the development of commercially viable fuel-cell bus technologies and related infrastructure througha competitive grant process with a non-federal cost-share requirement. The NFCBP aimed to accelerate the adoption of electric drive technologies - battery electric, hybrid electric, and hydrogen fuel cell buses. The Program aimed to support the development and demonstration of fuel cell buses, components and technologies, primarily projects with an ability and intent to commercialise, with some funds directed towards high risk, innovative technologies. Among its goals was increased public acceptance of fuel cell vehicles.",Undefined,24 August 2021,http://www.fta.dot.gov/funding/grants/grants_financing_3695.html,Technology R&D and innovation,"Payments, finance and taxation|Payments and transfers|Grants",Transport|Road transport|Passenger transport (Road)|Mass road transit,Road vehicles|Buses and coaches|Drive train or engine|Transport technologies|Fuel cell|Hydrogen refuelling stations|Refuelling and charging infrastructure|Vehicle type,Undefined,United States,2005,Ended,National,USA
Act No. 98/2004 Coll. as amended on Excise Tax for Mineral Oil,https://www.iea.org/policies/4780-act-no-982004-coll-as-amended-on-excise-tax-for-mineral-oil,"Since May 2004 pure biofuels used for transport purposes have been fully exempt from normal excise tax rates, as per the Act on excise tax from mineral oils, adopted by the National Council of the Slovak Republic on 28 February 2004 (last amendment in early 2010). In July 2007 a scheme for offering reduced excise tax on biofuel blends was introduced, and was amended in early 2010. Diesel blends with esters and petrol blends with a bioethanol derivate, ETBE, receive excise tax exemptions proportional to the content of biofuel in the blend. As of 2010 the exemptions are limited to 7.05% for petrol blend with ETBE and to 5 % for diesel blend with esters. Pure biogenic matter is exempted from excise tax if produced by legal or individual entities from their own agricultural crops undertaking and if used as a fuel in the context of their own business activities.",IEA/IRENA Renewables Policies Database,10 May 2017,http://www.slov-lex.sk/pravne-predpisy/SK/ZZ/2004/98/20160601,Renewable Energy,"Payments, finance and taxation|Taxes, fees and charges|Tax credits and exemptions",Transport,Transport technologies,Undefined,Slovak Republic,2004,In force,National,SVK
Hydrogen and Fuel Cells Program,https://www.iea.org/policies/4208-hydrogen-and-fuel-cells-program,"The U.S. Department of Energy's Hydrogen and Fuel Cells Program serves to overcome the technological, economic, and institutional obstacles to the widespread commercialization of fuel cells and related technologies. The program works with partners in industry, academia, non-profit institutions, and the national labs, and coordinates program activities throughout four DOE offices: Energy Efficiency and Renewable Energy, Science, Fossil Energy, and Nuclear Energy.The program covers all aspects, both technical and non-technical, of an integrated hydrogen and fuel cell system. Technical barriers are addressed at the level of basic research, pre-competitive applied R & D, and technology validation and demonstration, with the research portfolio covering research and development on fuel cell technology, hydrogen production, delivery and storage, and manufacturing. Together with the development of safety, codes and standards, education and market transformation activities, the program conducts comprehensive system analysis and integration studies to ensure that program activities are well coordinated and that system-level targets are developed, verified, and met.  To address infrastructure challenges, H2USA, a public private partnership focused on the widespread commercial adoption of FCEVs, was co-launched in 2013",Undefined,24 August 2021,http://www.hydrogen.energy.gov,Technology R&D and innovation,"Strategic plans|Information and education|Payments, finance and taxation|Targets, plans and framework legislation|Knowledge sharing","Transport|Road transport|Power, Heat and Utilities|Economy-wide (Multi-sector)|Fuel processing and transformation|Hydrogen production and supply",Drive train or engine|Transport technologies|Fuel cells|Combined heat and power (CHP)|Fuel cell|Hydrogen refuelling stations|Electricity generation and CHP technologies|Hydrogen|Hyrogen fuel cells|Refuelling and charging infrastructure,Undefined,United States,2004,In force,National,USA
Medium and Long-term Plan of Energy Conservation: 10 Energy Conservation Programmes,https://www.iea.org/policies/709-medium-and-long-term-plan-of-energy-conservation-10-energy-conservation-programmes,"Launched in 2004, the Medium and Long-term Plan of Energy Conservation covers the 2005-10 and the 2010-20 period. It details energy conservation aims and implementation plans to be undertaken during the 11th five year period (2006-10) and beyond. The Plan puts forward ten key energy conservation programmes.These include programmes to upgrade coal-burning kilns and electric motor systems, improve district co-generation, and undertake fuel switching and conservation activities (see separate entries). The other six programmes are:Residual heat and pressure useIron and steel enterprises are to apply coke dry quenching and recover waste energy from blast furnaces for energy production, as well as renovate blast furnace gas power generation and implement converter gas recovery.Optimise energy systems in major industries, primarily metallurgical, petrochemicals and chemicals.Adopt energy conservation standards for buildings (see separate entry).Promote energy conservation in government agencies, including through building efficiency as well as equipment and vehicle procurement.Monitoring and Technical Services: Energy and energy-saving monitoring centres in provinces and major industries are to be improved, through upgrading of equipment, training of personnel, and promoting energy service contracts.Such centres would provide a range of energy services, from diagnosis, design, financing, renovation, operation and management.Green Lighting: Replacement of ordinary incandescent lamps with high-efficiency compact fluorescent light bulbs (CFLs), replacement of traditional electromagnetic ballast with electronic ballast, and using light emitting diodes (LEDs) in traffic lights.",Undefined,16 April 2021,http://en.ndrc.gov.cn/,Energy Efficiency,"Regulation|Codes and standards|Payments, finance and taxation|Operational funding for institutions|Public procurement",Buildings|Residential|Services|Industry|Transport,Industry sector-specific processes and technologies|Manufacuturing technologies and systems|Motors,Undefined,People's Republic Of China,2004,In force,National,CHN
Research Councils Energy Programme (RCEP),https://www.iea.org/policies/96-research-councils-energy-programme-rcep,"The Research Councils Energy Programme (RCEP) brings together within one framework all the Research Council activities on energy research and training.  The Research Councils, funded from the Department for Business, Innovation and Skills Science  &  Research Budget, are the main UK government agencies responsible for funding basic, strategic and applied research and related postgraduate training in science, engineering and the arts in academia and research institutes.   The RCEP aims to position the UK to meet its energy and environmental targets and policy goals through world-class research and training. The Energy Programme is investing more than GBP 625 million in research and skills to pioneer a low-carbon future. This builds on an investment of GBP 839 million over the past eight years (December 2011).   Led by the Engineering and Physical Sciences Research Council (EPSRC), the Energy Programme brings together the work of EPSRC and that of the Biotechnology and Biological Sciences Research Council (BBSRC), the Economic and Social Research Council (ESRC), the Natural Environment Research Council (NERC), and the Science and Technology Facilities Council (STFC).",IEA/IRENA Renewables Policies Database,24 August 2021,https://epsrc.ukri.org/research/ourportfolio/themes/energy/programme/,Energy Efficiency|Technology R&D and innovation|Renewable Energy,"Payments, finance and taxation|Targets, plans and framework legislation","Transport|Power, Heat and Utilities|Economy-wide (Multi-sector)",Transport technologies,Undefined,United Kingdom,2004,Ended,National,GBR
Biofuel Production and Commercialisation Law with amendments,https://www.iea.org/policies/4946-biofuel-production-and-commercialisation-law-with-amendments,"Law 28054 (2003) established the general framework to promote the market development of biofuels based on free competition and free access to economic activity, aiming to:i) Diversify the fuel market,ii) Promote Agricultural and Agro-Industrial development,iii) Generate employment,iv) Reduce pollution,v) Provide an alternative market in the fight against drugs. Law 28054:promotes training and research on biofuel technologies;allocates specific funds to research centres of innovation; andstarts the Program for Promotion of the Use of Biofuels (PROBIOCOM) to promote private investment in research and production of biofuels.It also created the Biofuel Technical Commission responsible for proposing and recommending norms and complementary regulations for compliance with the Law. The Supreme Decree No. 021-2007-EM (2007) sets the standards for blends of biofuels and their commercialisation. It also refers to the technical quality norms of Biofuels and regulations for the sale of biofuels.Since 2009, the use and commercialization of Diesel B2 (blend of 2% Biodiesel B100 and 98% Diesel No. 2), became mandatory across the country.In 2011, Diesel B2 was replaced by Diesel B5 (blend B100 Biodiesel 5% and 95% Diesel No. 2).Moreover, the Peruvian government ordered the compulsory use of gasohol, a blend of bioethanol (7.8%) and Gasoline (92.2%), from January 2010; it was gradually implemented nationwide. The Ministry of Energy and Mines oversees the development of biofuels in Peru in many sectors. Only wholesale distributor companies and refinery operators effectively registered to the General Hydrocarbure Direction of the Mine and Energy Ministry are allowed to purchase, blend and commercialise both bioethanol and Biodiesel B100.",IEA/IRENA Renewables Policies Database,1 July 2013,http://www.minem.gob.pe/minem/archivos/file/Hidrocarburos/Legislacion/Biocombustibles/Ley%2028054.pdf,Technology R&D and innovation|Renewable Energy,"Strategic plans|Regulation|Codes and standards|Information and education|Public information|Payments, finance and taxation|Payments and transfers|Targets, plans and framework legislation|Grants",Transport,Undefined,Undefined,Peru,2003,In force,National,PER
Ethanol Production Subsidies/Tax Reductions,https://www.iea.org/policies/4679-ethanol-production-subsidiestax-reductions,"Since 2002, bioethanol producers in China have benefitted from subsidies, as well as tax reductions or exemptions of VAT or import duties. These reductions and deductions have totalled approximately CNY 190 million, and the Ministry of Finance has provided CNY 2 billion in subsidies to cover losses.The subsidy in 2006 was CNY 1373 per MT of fuel ethanol produced. Starting in 2002, most fuel ethanol produced was grain-based. However, a moratorium on such ethanol plants was imposed as of December 2006 by the NDRC and Ministry of Finance, lasting for a year and a half.The government's policy was to substitute non-grain ethanol for grain ethanol, and not to compete with food requirements.In early 2008, a consultancy undertaken for the NDRC concluded that development ethanol refining capacity based sweet sorghun, cassava and sweet potato in Hubei, Hebei, Jiangsu, Jaingxi and Chongqing was promising. These provinces are now targeted by the NDRC for construction of sweet potato and cassava fuel ethanol plants.A major food organization in China profits from these subsidies and has grown tremendously.China National Cereals, Oils and Foodstuffs Corporation (COFCO), is one of the main companies that handles manufacturing and production in the Chinese ethanol industry.Timeline:1993: COFCO set up its first ethanol plant in Heilongjiang province with annual capacity of 30 000 tonnes and enlarged to 280 000 tonnes per annum.2007: China's first commercialized non-grain based ethanol project plant merged and reconstructed another ethanol plant in Anhui province with a capacity of 320 000 tonnes per annum. A third plant, in Guangxi province, began trial operations in December 2007 and was designed to produce 200 000 tonnes of ethanol per annum using only cassava as its feedstock. 23 July 2010: COFCO founded National Biofuel Research and Development Center in order to accelerate the cellulosic ethanol industrialisation.End of 2013: COFCO had a total ethanol production capacity of 960 000 tonnes accounting for 47 percent of domestic production.",IEA/IRENA Renewables Policies Database,16 April 2021,www.mof.gov.cn/english/english.htm,Renewable Energy,Strategic plans|Payments and transfers|Tax credits and exemptions,Transport,Transport technologies,Undefined,People's Republic Of China,2002,In force,National,CHN
