"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211004028,GIN,"Intended Nationally Determined Contribution - INDC Guinea (2015)","Intended Nationally Determined Contribution - INDC",Country,,Guinea,,,"Target, GHG reduction target, Political & non-binding GHG reduction target, Renewable energy target, Political & non-binding renewable energy target","General, Electricity and heat, Renewables","13% greenhouse gas (GHG) emissions in 2030 as compared to 1994 excluding Land-Use Change and Forestry (LUCF)
A series of policies and measures including a renewable energy target of 30 percent.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Unknown, Non-energy use",,Superseded,2015,,2030,Unknown,"Mitigation, Adaptation, Energy access",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Guinea%20First/INDC_Guinea_english_version%20UNFCCC.pdf,,,,,,
211004566,SVK,"National Renewable Energy Action Plan (NREAP) Slovakia 2010 Slovakia (2010)","National Renewable Energy Action Plan (NREAP)",Country,,Slovakia,,,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","14% of share of energy generated from renewable sources in gross final energy consumption; Heating and cooling: 14.6% of heat consumption met by renewable sources; Electricity: 24% of electricity demand met by electricity generated from renewable energy sources; Transport: 10% of energy demand met by renewable energy sources; under the EU Directive 2009/28/EC member IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2010,,2020,Unknown,Mitigation,https://ec.europa.eu/energy/topics/renewable-energy/national-renewable-energy-action-plans-2020_en?redir=1,,"Share of renewable in the energy mix","Share of renewables (%)",10,,2020
211003970,SWE,"Grant for Local Authority Land Use Planning for Wind Power Sweden (2007)","Grant for Local Authority Land Use Planning for Wind Power",Country,,Sweden,,,"Grants and subsidies","Electricity and heat, Renewables","The purpose of the grant was to create methodical preparedness to support the expansion of wind power among local authorities and municipalities. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2007,,,Unknown,Mitigation,https://www.iea.org/policies/4586-grant-for-local-authority-land-use-planning-for-wind-power?country=Sweden&page=2&qs=swede,,,,,,
211003996,BRB,"Greening Brabados Barbados (2012)","Greening Brabados",Country,,Barbados,,,"Target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables","Share of Electricity Generation from Renewable Sources targets : 65% by 2030 and 29% by 2029",Renewables,,"In force",2012,,2030,Unknown,"Mitigation, Energy access","http://web.unep.org/greeneconomy/sites/unep.org.greeneconomy/files/publications/barbados_-_country_study_synthesis_low_res_1.pdf
http://www.ren21.net/wp-content/uploads/2016/10/REN21_GSR2016_FullReport_en_11.pdf
https://www.theguardian.com/global-development-professionals-network/2015/aug/06/caribbean-paradise-for-renewable-energy",,"target revised in 2015( REN 21-GSR 2016), {{{Comments}}}","Share of renewables (%), Share of renewables (%)","65, 29",",","2030, 2029"
211003819,BGR,"Energy efficiency Act (repeals the Law on Energy efficiency 2004) Bulgaria (2008)","Energy efficiency Act (repeals the Law on Energy efficiency 2004)",Country,,Bulgaria,,,"Policy support, Regulatory Instruments, Institutional creation","Electricity and heat, Buildings",Legislative,"Energy efficiency",,"In force",2008,,,,Mitigation,https://www.climate-laws.org/geographies/bulgaria/laws/energy-efficiency-act-repeals-the-law-on-energy-efficiency-2004,,,,,,
211004573,UKR,"National Renewable Energy Action Plan (NREAP) Target Ukraine (2014)","National Renewable Energy Action Plan (NREAP) Target",Country,,Ukraine,,,"Renewable energy target, Political & non-binding renewable energy target, Tax relief, Strategic planning","Buildings, Heating and cooling, Electricity and heat, Renewables, Transport, General","Renewable energy targets for 2020:
Overall: 11% of total final energy consumption;
Electricity: 11% (gross final consumption of electricity from renewable sources for electricity)
Heating and cooling: 12.4% (gross final consumption of energy from renewable sources for heating and cooling);
Transport: 10% (final energy from renewable sources consumed in transport)",Renewables,,Ended,2014,,2020,Unknown,"Mitigation, Energy access",https://saee.gov.ua/documents/NpdVE_eng.pdf,,"Share of renewable in final energy consumption","Share of renewables (%)",11,,2020
211000921,USA,"Energy Efficient Mortgages United States of America (1992)","Energy Efficient Mortgages",Country,,"United States of America",,,"Grants and subsidies, Economic instruments","Buildings, Electricity and heat, Renewables",,"Renewables, Energy efficiency",,"In force",1992,,,Unknown,Mitigation,http://www.hud.gov/offices/hsg/sfh/eem/eemhome.cfm,,,,,,
211003734,IRL,"Energy (Miscellaneous Provisions) Act 2012, Number 3 of 2012 Ireland (2012)","Energy (Miscellaneous Provisions) Act 3/2012",Country,,Ireland,,,"Economic instruments, Fiscal or financial incentives, Grants and subsidies, Regulatory Instruments, Obligation schemes","Electricity and heat, Buildings",Legislative,"Energy efficiency",,"In force",2012,,,,Mitigation,http://www.irishstatutebook.ie/eli/2012/act/3/enacted/en/html,,,,,,
211001573,USA,"Joint Global Change Research Institute (JGCRI) United States of America (2001)","Joint Global Change Research Institute (JGCRI)",Country,,"United States of America",,,"Negotiated agreements (public-private sector), Advice or aid in implementation, Information provision, Research programme","Electricity and heat, Renewables",,"Energy efficiency, Renewables",,"In force",2001,,,Unknown,Mitigation,http://www.globalchange.umd.edu/,,,,,,
211003669,KWT,"Development and Deployment of Utility Scale Renewable Power Plant Kuwait (2009)","Development and Deployment of Utility Scale Renewable Power Plant",Country,,Kuwait,,,"Information and education, Advice or aid in implementation, Information provision, Performance label, Policy support, Strategic planning, Target, Renewable energy target, Voluntary approaches, Negotiated agreements (public-private sector)","Electricity and heat, Renewables","Phase 1: 70 MW of RE (50 MW CSP, 10 MW PV and10 MW Wind). The ultimate goal of Phase 1 is to collect technical and economical performance data and information and carry out R&D activities. This phase is an on-going activity and is expected to be operational by early 2016.
Phase 2: Extending the plant to reach 1000 MW (550 MW CSP, 380 MW PV, 70 MW Wind) and it is expected to be operational by 2020.
Phase 3: Final extension of the plant to reach a total of 2000 MW (1150 MW CSP, 723 MW PV, 127 MW wind) and it is expected to be operational by 2030. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2009,,2020,,Mitigation,https://www.iea.org/policies/5541-development-and-deployment-of-utility-scale-renewable-power-plant,,,,,,
211000600,FRA,"Creation of ADEME France (1991)","Creation of ADEME",Country,,France,,,"Information and education, Institutional creation, Research & Development and Deployment (RD&D)","Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",1991,,,Unknown,Mitigation,https://rio.jrc.ec.europa.eu/country-analysis/organisations/agency-environment-and-energy-management-ademe,,,,,,
211002217,DEU,"Ordinance on the Fee Schedule for Architects and Engineers Germany (1995)","Ordinance on the Fee Schedule for Architects and Engineers",Country,,Germany,,,"Energy and other taxes, Feed-in tariffs or premiums","Buildings, Heating and cooling, Hot water and cooking, Electricity and heat, Renewables",,Renewables,,"In force",1995,,,Unknown,Mitigation,https://www.econstor.eu/bitstream/10419/182518/1/GLO-DP-0256.pdf,,,,,,
211004952,POL,"Strategy for Energy Security and Environment (ESE) Poland (2014)","Strategy for Energy Security and Environment (ESE)",Country,,Poland,,,"Policy support, Strategic planning","Electricity and heat, Renewables",Executive,Renewables,,"In force",2014,,,,Mitigation,https://climate-laws.org/geographies/poland/policies/strategy-for-energy-security-and-environment-ese,,,,,,
211003904,EGY,"Feed-in tariff for wind and solar PV projects Egypt (2014)","Feed-in tariff for wind and solar PV projects",Country,,Egypt,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,"In force",2014,,,,Mitigation,https://www.iea.org/policies/5658-feed-in-tariff-for-wind-and-solar-pv-projects,,,,,,
211002406,IND,"Rajasthan Policy for Promoting Generation of Electricity from Wind India (2012)","Rajasthan Policy for Promoting Generation of Electricity from Wind","Subnational region",,India,Rajasthan,,"Fiscal or financial incentives","Electricity and heat, Renewables","According to the policy: ""The State will promote setting up of wind power plants for direct sale to Discoms of Rajasthan on the tariff determined through competitive bidding process for the years 2013-14 onwards."" The targets are as follows: - 2013-14: 300 MW; 2014-15: 400 MW; 2015-16: 500 MW.",Renewables,,"Under review",2012,,,Unknown,Mitigation,http://rreclmis.energy.rajasthan.gov.in/Wind/WindPolicy2012.pdf,,,,,,
211002548,FRA,"Renewable energy market development (support for demonstration and diffusion) France (1999)","Renewable energy market development (support for demonstration and diffusion)",Country,,France,,,"RD&D funding, Demonstration project, Technology deployment and diffusion","Electricity and heat, Renewables",,Renewables,,"In force",1999,,,Unknown,Mitigation,http://www.ademe.fr/htdocs/presentation/aidefinanciere/conf5.htm,,,,,,
211001155,CHN,"Feed-in tariff for CSP China (2016)","Feed-in tariff for CSP",Country,,China,,,"Fiscal or financial incentives, Feed-in tariffs or premiums","Electricity and heat","In order to support deployment of CSP and CSP industry development NDRC adopted feed-in tariff system for the technology. The FIT level for CSP is RMB 1.15Yuan/kWh. The support is granted for period of 20 years. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2016,,,Unknown,Mitigation,https://www.iea.org/policies/6278-feed-in-tariff-for-csp?region=Asia%20Pacific&sector=Electricity,,,,,,
211002167,CAN,"Nuclear Safety and Control Act Canada (1997)","Nuclear Safety and Control Act",Country,,Canada,,,"Regulatory Instruments","Electricity and heat, Nuclear",,"Other low-carbon technologies and fuel switch",,"In force",1997,,,Unknown,Mitigation,http://www.canlii.org/en/ca/laws/stat/sc-1997-c-9/latest/sc-1997-c-9.html,,,,,,
211004166,SWE,"Investment Aid for Biogas and Other Renewable Gases Sweden (2009)","Investment Aid for Biogas and Other Renewable Gases",Country,,Sweden,,,"Grants and subsidies","Electricity and heat, Renewables","The Swedish government has allocated funds in order to support market introduction of new technology solutions that increase the profitability and production of biogas. It is intended to promote more efficient and expanded production, distribution and use of biogas and other renewable gases. The purpose is to promote energy technology that is climate-friendly but not yet commercially viable. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2009,,2016,Unknown,Mitigation,https://www.iea.org/policies/5558-investment-aid-for-biogas-and-other-renewable-gases?country=Sweden&page=2&qs=swed,,,,,,
211003053,BRA,"Reduction of losses of distribution transformers Brazil (2019)","Reduction of losses of distribution transformers",Country,,Brazil,,,"Other mandatory requirements, Product standards, Codes and standards","Electricity and heat","""The interministerial order n. 03/2018 of the ministry for mines and energy regulates the maximum technical losses of single-phase and three-phase distribution transformers according to their level of voltage."" (IEA, 2020) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency",,"In force",2019,,,Unknown,"Mitigation, Economic development",https://www.iea.org/policies/8514-maximum-technical-losses-of-distribution-transformers?country=Brazil&qs=brazil,,,,,,
211004554,LUX,"National Renewable Action Plan (NREAP) Luxembourg 2010 Luxembourg (2010)","National Renewable Energy Action Plan (NREAP)",Country,,Luxembourg,,,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","Under the EU Directive 2009/28/EC member countries of the European Union are obliged to draft and submit to the European Commission National Renewable Action Plans (NREAPs) outlining pathway which will allow them to meet their 2020 renewable energy, energy efficiency and GHG cuts targets.
Luxembourg 2020 renewable energy targets:
Overall target: 11% of share of energy generated from renewable sources in gross final energy consumption;
Heating and cooling: 8.5% of heat consumption met by renewable sources;
Electricity: 12% of electricity demand met by electricity generated from renewable energy sources;
Transport: 10% of energy demand met by renewable energy sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2010,,2020,Unknown,Mitigation,https://ec.europa.eu/energy/topics/renewable-energy/national-renewable-energy-action-plans-2020_en?redir=1,,"Share of renewable in gross final consumption","Share of renewables (%)",11,,2020
211004936,ESP,"Special Regime for Electricity Generated from Renewable and CHP Sources Spain (2020)","Special Regime for Electricity Generated from Renewable and CHP Sources",Country,,Spain,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables","The Royal Drecree 2818/1998 promoting electricity generation from renewable energy sources, waste and CHP, based on feed-in tariffs, was revised in 2000, and a new price at which a utility or supplier has to purchase renewable electricity from private generators has been fixed. It ranges from €0.03 per kWh (for secondary biomass) to €0.36 per kWh (for PV under 5 kW). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2020,,,Unknown,Mitigation,https://www.iea.org/policies/3688-special-regime-for-electricity-generated-from-renewable-and-chp-sources?country=Spain&page=6&qs=spai,,,,,,
211003001,MEX,"Resolution on Net-Metering Mexico (2010)","Resolution on Net-Metering",Country,,Mexico,,,"Net metering","Electricity and heat","The resolution indicates technical specifications for grid connection. Net-metering applies to small- and medium-scale (see reference for details). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2010,,,Unknown,Mitigation,https://www.iea.org/policies/5813-resolution-on-met-metering?country=Mexico&page=3,,,,,,
211003953,UGA,"Global Energy Transfer Feed-in Tariff (GET FIT) Programme Uganda Uganda (2013)","Global Energy Transfer Feed-in Tariff (GET FIT) Programme",Country,,Uganda,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables","The main purpose of the GET FiT Program Uganda is to fast-track a portfolio of up to 15 small-scale RE generation projects (1MW-20MW) promoted by private developers with a total installed capacity of roughly 125MW. This will help to add much-needed clean generation capacity, help to strengthen regional grids and result in emissions reductions of 11 million tons of CO2. (For details, see reference below.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency",,"In force",2013,,,Unknown,Mitigation,https://www.iea.org/policies/5636-global-energy-transfer-feed-in-tariff-get-fit-programme-uganda?country=Uganda&qs=turk,,,,,,
211004780,DNK,"Regulation on Net-metering for the Producers of Electricity for Own Needs Denmark (2012)","Regulation on Net-metering for the Producers of Electricity for Own Needs",Country,,Denmark,,,"Tax relief, Regulatory Instruments","Electricity and heat, Renewables","Regulation on Net-metering for the Producers of Electricity for Own Needs exempts completely or partially electricity self-producers from paying tariffs, duties and VAT for the amount of electricity they export to the grid.
Electricity self-producers from generating electricity from all technologies except geothermal energy installations are eligible to benefit from the exemption. All installations must be connected to the grid, installed in the place of electricity consumption and owned by the consumer. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2012,,,Unknown,Mitigation,https://www.iea.org/policies/1827-regulation-on-net-metering-for-the-producers-of-electricity-for-own-needs?country=Denmark&qs=den,,,,,,
211003122,CAN,"Wind Power Production Incentive (WPPI) Canada (2002)","Wind Power Production Incentive (WPPI)",Country,,Canada,,,"Obligation schemes, Feed-in tariffs or premiums","Electricity and heat",,Renewables,,Superseded,2002,,2007,Unknown,Mitigation,https://www.nrcan.gc.ca/nrcan/transparency/reporting-accountability/plans-performance-reports/wind-power-production-incentive-program/19034,,,,,,
211000794,BRA,"Electric power auctions - Biomass Brazil (2008)","Electric power auctions - Biomass",Country,,Brazil,,,"Regulatory Instruments, Tendering schemes","Electricity and heat, Renewables",,Renewables,,"In force",2008,,,Unknown,Mitigation,http://www.aneel.gov.br/,,,,,,
211000634,FRA,"Delayed Payments for the Purchase of Renewable Energy and Energy Conservation Hardware France (2005)","Delayed Payments for the Purchase of Renewable Energy and Energy Conservation Hardware",Country,,France,,,"Fiscal or financial incentives","Electricity and heat",,"Energy efficiency, Renewables",,"In force",2005,,,Unknown,Mitigation,,,,,,,
211000118,USA,"Actions to Expedite Energy-Related Projects United States of America (2001)","Actions to Expedite Energy-Related Projects",Country,,"United States of America",,,"Policy support, Institutional creation","Electricity and heat, Buildings, Transport",,"Energy service demand reduction and resource efficiency",,"In force",2001,,,Unknown,Mitigation,"http://www.hsdl.org/?abstract&did=1692
https://www.wbdg.org/ccb/FED/FMEO/eo13302.pdf",,,,,,
211002694,IND,"Solar cities development programme India (2011)","Solar cities development programme",Country,,India,,,"Funds to sub-national governments, Technology deployment and diffusion, Direct investment","Electricity and heat, Renewables",,Renewables,,"In force",2011,,,Unknown,Mitigation,https://www.india.gov.in/development-solargreen-cities-programme,,,,,,
211105367,ARG,"Decree 488/2020 on Hidrocrabons, fixing oil price Argentina (2020)","Decree 488/2020 on Hidrocrabons, fixing oil price",Country,,Argentina,,,"Fiscal or financial incentives, Grants and subsidies","Electricity and heat, Industry, Transport","Ban on oil imports (in an attempt to increase domestic consumption), cut on oil export tax, freeze on liquid fuel tax, and fixed price per barrel of oil. This constitutes an effective subsidy on oil by fixing the price at USD 45 until the End of 2020",Unknown,,Ended,2020,2020,2020,,"Economic development",https://www.boletinoficial.gob.ar/detalleAviso/primera/229470/20200519,01/10/2021,,,,,
220205854,ISR,"Feed-in-tariffs for Solar PV and Wind sourced power Israel (2009)","Feed-in-tariffs for Solar PV and Wind sourced power",Country,,Israel,,,"Fiscal or financial incentives, Feed-in tariffs or premiums","Electricity and heat, Renewables","This policy was developed to foster the development of small-scale renewable energy production. The tariff applied to wind power generation up to 50 KW, and for solar PV generation up to 60 MW, with decreasing rates.",Renewables,,Ended,2009,2009,2013,,Mitigation,https://www.iea.org/policies/4952-feed-in-tariffs-for-solar-pv-and-wind-sourced-power?country=Israel&qs=israel,01/01/2022,,,,,
211000351,DEU,"Buy Smart project Germany (2009)","Buy Smart project",Country,,Germany,,,"Information provision","Buildings, Appliances, Transport, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2009,,,Unknown,Mitigation,http://www.buy-smart.info,,,,,,
211004827,EGY,"Renewable energy tax incentive Egypt (2014)","Renewable energy tax incentive",Country,,Egypt,,,"Tax relief","Electricity and heat, Renewables",,Renewables,,"In force",2014,,,,Mitigation,https://thelawreviews.co.uk/edition/the-renewable-energy-law-review-edition-3/1229892/egypt,,,,,,
211005107,VUT,"National Energy Roadmap Vanuatu (2013)","National Energy Roadmap",Country,,Vanuatu,,,"Target, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables, General","Executive
 Targets:
40% of renewable energy generation by 2015 and 65% by 2020;
20% improvement in Diesel efficiency by 2020;
Comprehensive data collection established to set realistic targets and begin energy efficiency initiatives. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use",,Ended,2013,,2020,Unknown,"Mitigation, Adaptation",http://prdrse4all.spc.int/node/4/content/vanuatu-energy-road-map-2013-2020,,"Share of renewable in the energy mix, diesel efficiency","Share of renewables (%), Energy efficiency improvement target (%)","65, 20",", 2013","2020, 2020"
211002451,IDN,"Regulation 50/2017 revising of feed-in tariff for renewable energy Indonesia (2017)","Regulation revising of feed-in tariff for renewable energy",Country,,Indonesia,,,"Feed-in tariffs or premiums, Obligation schemes","Electricity and heat, Renewables","50/2017. The state-owned utility is obliged to purchase renewable electricity generated by private parties. The renewable electricity price in a region is determined based on the electricity generation cost of the utility company at that region. The renewable electricity is priced at 80% of the generation costs of the utility.
Regulation 12 sets the tariffs for solar, wind, hydro, biomass, biogas, city waste to energy, and geothermal power plants. It stipulates that a renewable tariff is capped at 85% of the electricity supply costs (BPP) for the region in question, and 100% of BPP for geothermal and city waste to energy plants, provided the regional BPP is higher than the national average. If the regional BPP is lower than the national average, then the tariff is capped at 100% of the BPP, unless otherwise agreed in the case of geothermal and city waste to energy plants. The purpose of this rule is to reduce the average BPP (i.e., the cost of generation) across Indonesia. Regulation 50 formally replaced Regulation 12.",Renewables,,"In force",2017,2017,,High,Mitigation,"http://www.conventuslaw.com/report/indonesia-update-tariff-framework-for-renewable/
https://cdkn.org/wp-content/uploads/2015/04/ECN-Policy-Brief-Indonesian-Feed-in-tariff-140304.pdf",,,,,,
211004938,LKA,"Sri Lanka Energy Sector Development Plan for a Knowledge-based Economy 2015-2025 Sri Lanka (2015)","Energy Sector Development Plan for a Knowledge-based Economy 2015-2025",Country,,"Sri Lanka",,,"Strategic planning","Electricity and heat, Industry","Strategies include reducing the carbon footprint of energy sector to address global warming and climate change impacts. Emphasis on renewables and energy efficiency.","Energy efficiency, Renewables",,"In force",2015,,,Unknown,Mitigation,https://climate-laws.org/cclow/geographies/169/policies/4816,,,,,,
211002044,BRA,"National Rural Electrification Programme Brazil (1999)","National Rural Electrification Programme",Country,,Brazil,,,"Infrastructure investments, Grants and subsidies, Loans","Electricity and heat, Renewables",,Renewables,,Superseded,1999,,2003,Unknown,Mitigation,https://www.iea.org/policies/4021-national-rural-electrification-programme-programa-nacional-de-electrificacao-rural,,,,,,
211002784,DEU,"Subsidy for Solar PV with Storage Installations (Programm zur Förderung von PV-Batteriespeichern) Germany (2016)","Subsidy for Solar PV with Storage Installations (Programm zur Förderung von PV-Batteriespeichern)",Country,,Germany,,,"Grants and subsidies, Loans","Electricity and heat, Renewables","Starting on March 1 2016, Germany implemented a € 30 million programme to support investments into battery storage of electricity generated from PV residential installations. The scheme offered: 1) soft loans (up to € 2,000/kW for solar PV system) and 2) capital grant covering up to 25% of eligible solar PV panels. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Renewables",4,Ended,2016,,2018,Unknown,Mitigation,https://www.iea.org/policies/5971-subsidy-for-solar-pv-with-storage-installations-programm-zur-forderung-von-pv-batteriespeichern?country=Germany&page=2&qs=germ,,,,,,
211003510,BEL,"Brussels SolarClick Programme for Public Buildings Belgium (2016)","Brussels SolarClick Programme for Public Buildings",City,,Belgium,,Brussels,"Funds to sub-national governments","Electricity and heat, Renewables","SolarClick programme was launched in Brussels region in February 2017. The goal of the programme is to increase solar panels installment on governmental buildings in Brussels region in order to bring it closer to reach its renewable energy and climate goals, which are to reduce greenhouse effect by 30% by 2025 (compared to 1990) and double the renewable energy production by 2020 to 4% from 2% level in 2013. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2016,,,Unknown,Mitigation,https://www.iea.org/policies/6434-brussels-solarclick-programme-for-public-buildings?country=Belgium&qs=belgiu,,,,,,
211003241,AUS,"Battery of the Nation Australia (2017)","Battery of the Nation","Subnational region",,Australia,Tasmania,,"Direct investment, Infrastructure investments, Grid access and priority for renewables","Electricity and heat, Renewables","Initiative to increase pumped hydro projects. ""The Battery of the Nation project will deliver more reliable generation through pumped hydro storage that will hold more energy than 300 SA grid-scale batteries."" It is expected to reduce emissions by 25 million tonnes by 2030.",Renewables,,"In force",2017,,,High,Mitigation,https://publications.industry.gov.au/publications/climate-change/system/files/resources/bb2/climate-solutions-package.pdf,,,,,,
211001154,ITA,"Feed-in premium for renewable energy sources other than photovoltaic Italy (2012)","Feed-in premium for renewable energy sources other than photovoltaic",Country,,Italy,,,"Feed-in tariffs or premiums, Policy support","Electricity and heat, Renewables",,Renewables,,"In force",2012,,,Unknown,Mitigation,http://www.gse.it/it/Qualifiche%20e%20certificati/Incentivi_DM_06_07_2012/Pagine/default.aspx,,,,,,
211003785,SWE,"Energy Policy (2001/02:143) Sweden (2002)","Energy Policy (2001/02:143)",Country,,Sweden,,,"Tax relief, Green certificates, Information and education, Strategic planning","Electricity and heat","The Bill re-affirmed the country's established energy policy objectives. The energy policy decision contained measures designed to encourage more efficient energy consumption through the rationalisation of existing policy measures and the dissemination of knowledge at the national and regional levels. The decision also announced a new method to promote environmentally-friendly and renewable electricity production through a quota-based trading programme for green electricity certificates. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Renewables",,"In force",2002,,,Unknown,Mitigation,https://www.iea.org/policies/3812-energy-policy?country=Sweden&page=3&qs=swede,,,,,,
211002422,CAN,"Reducing Barriers to Inter-provincial Trade and Transmission of Electricity Canada (2001)","Reducing Barriers to Inter-provincial Trade and Transmission of Electricity",Country,,Canada,,,"Policy support, Infrastructure investments","Electricity and heat, Renewables, Nuclear",,"Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,"In force",2001,,,Unknown,Mitigation,http://www.nrcan.gc.ca,,,,,,
211001804,FRA,"Measures Favouring Cogeneration France (2001)","Measures Favouring Cogeneration",Country,,France,,,"Regulatory Instruments, Obligation schemes","Electricity and heat",,"Energy efficiency",,"In force",2001,,,Unknown,Mitigation,,,,,,,
211002199,CAN,"Ontario Renewable Energy Standard Offer Programme (RESOP) Canada (2006)","Ontario Renewable Energy Standard Offer Programme (RESOP)","Subnational region",,Canada,,,"Feed-in tariffs or premiums","Electricity and heat",,Renewables,,Superseded,2006,,,Unknown,Mitigation,http://www.powerauthority.on.ca/sop/,,,,,,
211000616,ARG,"Presidential decree declaring rational and efficient energy use a national priority Argentina (2007)","Presidential decree declaring rational and efficient energy use a national priority",Country,,Argentina,,,"Institutional creation, Strategic planning","Electricity and heat, Buildings, Industry, Transport","Decree 140/2007 uncovers the National Program for Rational and Energy Efficiency Use and ensures funding and the necessary institutional arrangements for the implementation of this plan. In the long run, the plan addresses the following sectors and areas of action: Industry; Commercial and Service Sectors; Education; Cogeneration; Energy efficiency standards and labelling; Public lighting; Transportation; Residences; Climate Change–Clean Development Mechanism (CDM).
Furthermore, this decree establishes the renewable energy target of 8% by 2017.","Renewables, Energy efficiency",,"In force",2007,,,Unknown,Mitigation,"http://www.lse.ac.uk/GranthamInstitute/law/decree-1402007-presidential-decree-declaring-rational-and-efficient-energy-use-a-national-priority/
http://www.nuestromar.org/noticias/leyes_decretos_y_resoluciones_recientes_12_2007_decreto_140_2007_poder_ejecutivo_",,,,,,
211005041,ZMB,"The Energy Regulations Act (Chapter 436) Zambia (1995)","The Energy Regulations Act (Chapter 436)",Country,,Zambia,,,"Institutional creation","Electricity and heat","This Act establishes an Energy Regulation Board and define its functions and powers. It provides for the licensing of undertakings for the production of energy or the production or handling of certain fuels. It repeals the National Energy Council Act and the Zambia Electricity Supply Act. The board is notably in charge of formulating measures to minimise the environmental impact of energy systems. Nuclear, solar and wind resources are taken into account.","Renewables, Other low-carbon technologies and fuel switch",,"In force",1995,,,Unknown,Mitigation,https://climate-laws.org/cclow/geographies/199/laws/4324,,,,,,
211001009,TUR,"Energy efficiency Strategy Paper Turkey (2012)","Energy efficiency Strategy Paper",Country,,Turkey,,,"Strategic planning, Energy efficiency target, Political & non-binding energy efficiency target","General, Buildings, Electricity and heat, Renewables","Executive. Energy intensity reduction of 20% bu 2023.
It is proposed with this document to determine a political set supported with result focused and concrete targets and to define the to be made activities necessary for reaching targets together with the enterprises responsible for making these activities; to act in the framework of a collaboration and participatory approach of public and private sector and NGOs. It is targeted with this document to decrease at least 20% of amount of energy consumed per GDP of Turkey in the year 2023 (energy intensity).
Meeting at least 20% of the annual energy demand of new buildings via renewable energy resources as of 2017
Target:
- (economy-wide) Energy intensity reduction of 20% bu 2023, relative to 2008
- (buildings) Meeting at least 20% of the annual energy demand of new buildings via renewable energy resources as of 2017","Energy efficiency",,"In force",2012,,2023,High,Mitigation,https://climate-laws.org/geographies/turkey/policies/energy-efficiency-strategy-paper-2012-2023,,"Energy productivity increase in terms of percetual decrease of GJ/GDP","Energy efficiency improvement target (%)",20,2011,2023
